     Pressure (Pa)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1047927069E-02    0.6449318361E-04    0.1027423518E-02    0.1020318430E-01
    0.3000000000E+01    0.3043063152E-02    0.1880865796E-03    0.3072587346E-02    0.2963361976E-01
    0.5000000000E+01    0.4914310756E-02    0.3050549758E-03    0.5104943675E-02    0.4786344906E-01
    0.7000000000E+01    0.6672840190E-02    0.4160035042E-03    0.7124615240E-02    0.6500075053E-01
    0.9000000000E+01    0.8328518663E-02    0.5214644277E-03    0.9131723206E-02    0.8114100438E-01
    0.1100000000E+02    0.9890094884E-02    0.6219076875E-03    0.1112638719E-01    0.9636887647E-01
    0.1300000000E+02    0.1136535314E-01    0.7177496835E-03    0.1310872529E-01    0.1107597074E+00
    0.1500000000E+02    0.1276124261E-01    0.8093606218E-03    0.1507885410E-01    0.1243807619E+00
    0.1700000000E+02    0.1408398639E-01    0.8970706942E-03    0.1703688874E-01    0.1372922833E+00
    0.1900000000E+02    0.1533917389E-01    0.9811752995E-03    0.1898294288E-01    0.1495483858E+00
    0.2100000000E+02    0.1653183948E-01    0.1061939475E-02    0.2091712876E-01    0.1611978153E+00
    0.2300000000E+02    0.1766652970E-01    0.1139601671E-02    0.2283955722E-01    0.1722845986E+00
    0.2500000000E+02    0.1874736094E-01    0.1214376986E-02    0.2475033771E-01    0.1828486013E+00
    0.2700000000E+02    0.1977806910E-01    0.1286459939E-02    0.2664957831E-01    0.1929260082E+00
    0.2900000000E+02    0.2076205260E-01    0.1356026862E-02    0.2853738577E-01    0.2025497385E+00
    0.3100000000E+02    0.2170240957E-01    0.1423237970E-02    0.3041386551E-01    0.2117498059E+00
    0.3300000000E+02    0.2260197035E-01    0.1488239154E-02    0.3227912167E-01    0.2205536326E+00
    0.3500000000E+02    0.2346332577E-01    0.1551163548E-02    0.3413325707E-01    0.2289863231E+00
    0.3700000000E+02    0.2428885197E-01    0.1612132889E-02    0.3597637330E-01    0.2370709039E+00
    0.3900000000E+02    0.2508073218E-01    0.1671258717E-02    0.3780857071E-01    0.2448285343E+00
    0.4100000000E+02    0.2584097588E-01    0.1728643415E-02    0.3962994840E-01    0.2522786917E+00
    0.4300000000E+02    0.2657143578E-01    0.1784381143E-02    0.4144060430E-01    0.2594393358E+00
    0.4500000000E+02    0.2727382279E-01    0.1838558642E-02    0.4324063512E-01    0.2663270536E+00
    0.4700000000E+02    0.2794971932E-01    0.1891255963E-02    0.4503013643E-01    0.2729571880E+00
    0.4900000000E+02    0.2860059114E-01    0.1942547101E-02    0.4680920263E-01    0.2793439521E+00
    0.1000000000E+02    0.9120562058E-02    0.5722860780E-03    0.1013060328E-01    0.8886407650E-01
    0.3000000000E+02    0.2123750158E-01    0.1389917458E-02    0.2947703507E-01    0.2072009588E+00
    0.5000000000E+02    0.2891707156E-01    0.1967686961E-02    0.4769485175E-01    0.2824502284E+00
    0.7000000000E+02    0.3421573914E-01    0.2410867564E-02    0.6488219157E-01    0.3345425408E+00
    0.9000000000E+02    0.3808968968E-01    0.2767450241E-02    0.8112606109E-01    0.3727550749E+00
    0.1100000000E+03    0.4104377927E-01    0.3062764158E-02    0.9650386904E-01    0.4019914052E+00
    0.1300000000E+03    0.4336967370E-01    0.3311745045E-02    0.1110847139E+00    0.4250875020E+00
    0.1500000000E+03    0.4524761118E-01    0.3524004651E-02    0.1249304701E+00    0.4437977895E+00
    0.1700000000E+03    0.4679496111E-01    0.3706176484E-02    0.1380967088E+00    0.4592659774E+00
    0.1900000000E+03    0.4809142825E-01    0.3863101618E-02    0.1506334811E+00    0.4722696011E+00
    0.2100000000E+03    0.4919303348E-01    0.3998473100E-02    0.1625859885E+00    0.4833557552E+00
    0.2300000000E+03    0.5014029853E-01    0.4115208253E-02    0.1739951568E+00    0.4929206081E+00
    0.2500000000E+03    0.5096325664E-01    0.4215675542E-02    0.1848981321E+00    0.5012581109E+00
    0.2700000000E+03    0.5168463786E-01    0.4301839474E-02    0.1953287078E+00    0.5085909822E+00
    0.2900000000E+03    0.5232196028E-01    0.4375357131E-02    0.2053176964E+00    0.5150910637E+00
    0.3100000000E+03    0.5288894184E-01    0.4437644954E-02    0.2148932520E+00    0.5208930708E+00
    0.3300000000E+03    0.5339647693E-01    0.4489926546E-02    0.2240811526E+00    0.5261041111E+00
    0.3500000000E+03    0.5385332665E-01    0.4533267923E-02    0.2329050462E+00    0.5308104168E+00
    0.3700000000E+03    0.5426661614E-01    0.4568604227E-02    0.2413866683E+00    0.5350821968E+00
    0.3900000000E+03    0.5464219897E-01    0.4596760437E-02    0.2495460319E+00    0.5389771965E+00
    0.4100000000E+03    0.5498492840E-01    0.4618467769E-02    0.2574015960E+00    0.5425433476E+00
    0.4300000000E+03    0.5529886201E-01    0.4634376887E-02    0.2649704149E+00    0.5458207696E+00
    0.4500000000E+03    0.5558741816E-01    0.4645068711E-02    0.2722682697E+00    0.5488433004E+00
    0.4700000000E+03    0.5585349693E-01    0.4651063381E-02    0.2793097863E+00    0.5516396801E+00
    0.4900000000E+03    0.5609957457E-01    0.4652827763E-02    0.2861085397E+00    0.5542344774E+00
    0.1000000000E+03    0.3966005763E-01    0.2921667454E-02    0.8891872295E-01    0.3882847321E+00
    0.3000000000E+03    0.5261350581E-01    0.4407824239E-02    0.2101554896E+00    0.5180720751E+00
    0.5000000000E+03    0.5621578960E-01    0.4652256511E-02    0.2894208584E+00    0.5554630028E+00
    0.7000000000E+03    0.5787656331E-01    0.4500861995E-02    0.3455582518E+00    0.5732982302E+00
    0.9000000000E+03    0.5881859758E-01    0.4216402565E-02    0.3875172130E+00    0.5837625685E+00
    0.1100000000E+04    0.5941813343E-01    0.3899402479E-02    0.4201186068E+00    0.5906525467E+00
    0.1300000000E+04    0.5982879157E-01    0.3589824178E-02    0.4462019720E+00    0.5955372114E+00
    0.1500000000E+04    0.6012477879E-01    0.3302790867E-02    0.4675547660E+00    0.5991835378E+00
    0.1700000000E+04    0.6034622385E-01    0.3042804455E-02    0.4853613547E+00    0.6020111505E+00
    0.1900000000E+04    0.6051666925E-01    0.2809813423E-02    0.5004390910E+00    0.6042690870E+00
    0.2100000000E+04    0.6065080679E-01    0.2601913151E-02    0.5133710198E+00    0.6061145444E+00
    0.2300000000E+04    0.6075826070E-01    0.2416570858E-02    0.5245846170E+00    0.6076516733E+00
    0.2500000000E+04    0.6084558732E-01    0.2251177456E-02    0.5344006367E+00    0.6089522298E+00
    0.2700000000E+04    0.6091739956E-01    0.2103284485E-02    0.5430645679E+00    0.6100672713E+00
    0.2900000000E+04    0.6097703206E-01    0.1970692257E-02    0.5507675445E+00    0.6110341239E+00
    0.3100000000E+04    0.6102695159E-01    0.1851468449E-02    0.5576606309E+00    0.6118807120E+00
    0.3300000000E+04    0.6106901952E-01    0.1743935556E-02    0.5638648144E+00    0.6126283450E+00
    0.3500000000E+04    0.6110466491E-01    0.1646645910E-02    0.5694781438E+00    0.6132935687E+00
    0.3700000000E+04    0.6113500163E-01    0.1558353288E-02    0.5745809229E+00    0.6138894270E+00
    0.3900000000E+04    0.6116090969E-01    0.1477985265E-02    0.5792395523E+00    0.6144263426E+00
    0.4100000000E+04    0.6118309266E-01    0.1404618086E-02    0.5835094136E+00    0.6149127449E+00
    0.4300000000E+04    0.6120211915E-01    0.1337454614E-02    0.5874370633E+00    0.6153555248E+00
    0.4500000000E+04    0.6121845315E-01    0.1275805372E-02    0.5910619225E+00    0.6157603712E+00
    0.4700000000E+04    0.6123247665E-01    0.1219072407E-02    0.5944175926E+00    0.6161320219E+00
    0.4900000000E+04    0.6124450659E-01    0.1166735664E-02    0.5975328903E+00    0.6164744552E+00
    0.1000000000E+04    0.5914883139E-01    0.4058630159E-02    0.4047779496E+00    0.5875286498E+00
    0.3000000000E+04    0.6100307778E-01    0.1909519856E-02    0.5543071523E+00    0.6114709894E+00
    0.5000000000E+04    0.6124985852E-01    0.1142071793E-02    0.5990083021E+00    0.6166357875E+00
    0.7000000000E+04    0.6129824077E-01    0.7955447549E-03    0.6204432251E+00    0.6189257514E+00
    0.9000000000E+04    0.6129290132E-01    0.6064450709E-03    0.6330071763E+00    0.6202323187E+00
