     Pressure (Pa)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.2116985218E-02    0.8456267698E-03    0.1868915334E-03    0.1717590549E-02
    0.3000000000E+01    0.6267863516E-02    0.2507075522E-02    0.5594343325E-03    0.5085669383E-02
    0.5000000000E+01    0.1031161559E-01    0.4130089146E-02    0.9303351405E-03    0.8367232539E-02
    0.7000000000E+01    0.1425243540E-01    0.5716159933E-02    0.1299607852E-02    0.1156566207E-01
    0.9000000000E+01    0.1809429955E-01    0.7266701473E-02    0.1667266200E-02    0.1468416487E-01
    0.1100000000E+02    0.2184098118E-01    0.8783053783E-02    0.2033323756E-02    0.1772578388E-01
    0.1300000000E+02    0.2549606288E-01    0.1026648804E-01    0.2397793935E-02    0.2069340850E-01
    0.1500000000E+02    0.2906294854E-01    0.1171821093E-01    0.2760689996E-02    0.2358978409E-01
    0.1700000000E+02    0.3254487441E-01    0.1313936876E-01    0.3122025045E-02    0.2641752094E-01
    0.1900000000E+02    0.3594491930E-01    0.1453105112E-01    0.3481812038E-02    0.2917910241E-01
    0.2100000000E+02    0.3926601404E-01    0.1589429442E-01    0.3840063780E-02    0.3187689265E-01
    0.2300000000E+02    0.4251095032E-01    0.1723008506E-01    0.4196792931E-02    0.3451314361E-01
    0.2500000000E+02    0.4568238883E-01    0.1853936246E-01    0.4552012008E-02    0.3709000169E-01
    0.2700000000E+02    0.4878286689E-01    0.1982302182E-01    0.4905733382E-02    0.3960951382E-01
    0.2900000000E+02    0.5181480551E-01    0.2108191670E-01    0.5257969287E-02    0.4207363322E-01
    0.3100000000E+02    0.5478051604E-01    0.2231686145E-01    0.5608731817E-02    0.4448422467E-01
    0.3300000000E+02    0.5768220626E-01    0.2352863342E-01    0.5958032931E-02    0.4684306948E-01
    0.3500000000E+02    0.6052198618E-01    0.2471797506E-01    0.6305884451E-02    0.4915187015E-01
    0.3700000000E+02    0.6330187339E-01    0.2588559588E-01    0.6652298071E-02    0.5141225467E-01
    0.3900000000E+02    0.6602379807E-01    0.2703217427E-01    0.6997285349E-02    0.5362578054E-01
    0.4100000000E+02    0.6868960768E-01    0.2815835917E-01    0.7340857719E-02    0.5579393861E-01
    0.4300000000E+02    0.7130107137E-01    0.2926477172E-01    0.7683026485E-02    0.5791815657E-01
    0.4500000000E+02    0.7385988409E-01    0.3035200670E-01    0.8023802827E-02    0.5999980229E-01
    0.4700000000E+02    0.7636767045E-01    0.3142063395E-01    0.8363197802E-02    0.6204018692E-01
    0.4900000000E+02    0.7882598835E-01    0.3247119965E-01    0.8701222345E-02    0.6404056782E-01
    0.1000000000E+02    0.1997930995E-01    0.8029070273E-02    0.1850494235E-02    0.1621440078E-01
    0.3000000000E+02    0.5330579894E-01    0.2170233342E-01    0.5433533973E-02    0.4328550670E-01
    0.5000000000E+02    0.8003706606E-01    0.3298987394E-01    0.8869724088E-02    0.6502613577E-01
    0.7000000000E+02    0.1019945589E+00    0.4253175325E-01    0.1217039172E-01    0.8290612151E-01
    0.9000000000E+02    0.1203818454E+00    0.5074922074E-01    0.1534568446E-01    0.9789708416E-01
    0.1100000000E+03    0.1360266091E+00    0.5793162075E-01    0.1840472192E-01    0.1106674645E+00
    0.1300000000E+03    0.1495170962E+00    0.6428491465E-01    0.2135572437E-01    0.1216925206E+00
    0.1500000000E+03    0.1612830971E+00    0.6996021477E-01    0.2420612249E-01    0.1313196265E+00
    0.1700000000E+03    0.1716461060E+00    0.7507131000E-01    0.2696265121E-01    0.1398087287E+00
    0.1900000000E+03    0.1808515356E+00    0.7970583669E-01    0.2963143050E-01    0.1473583347E+00
