     Pressure (Pa)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1547591047E-02    0.6373178164E-04    0.3739659972E-03    0.2009244904E-01
    0.3000000000E+01    0.4365497710E-02    0.1819355142E-03    0.1120507177E-02    0.5669477851E-01
    0.5000000000E+01    0.6865675070E-02    0.2896492329E-03    0.1865200016E-02    0.8919081865E-01
    0.7000000000E+01    0.9098874314E-02    0.3886689487E-03    0.2608051775E-02    0.1182354128E+00
    0.9000000000E+01    0.1110559006E-01    0.4804119521E-03    0.3349069675E-02    0.1443511702E+00
    0.1100000000E+02    0.1291852619E-01    0.5660100662E-03    0.4088260899E-02    0.1679602415E+00
    0.1300000000E+02    0.1456438300E-01    0.6463768569E-03    0.4825632591E-02    0.1894073516E+00
    0.1500000000E+02    0.1606517402E-01    0.7222568719E-03    0.5561191857E-02    0.2089767733E+00
    0.1700000000E+02    0.1743921092E-01    0.7942622490E-03    0.6294945765E-02    0.2269050230E+00
    0.1900000000E+02    0.1870184999E-01    0.8629002992E-03    0.7026901346E-02    0.2433904856E+00
    0.2100000000E+02    0.1986606511E-01    0.9285945443E-03    0.7757065594E-02    0.2586008021E+00
    0.2300000000E+02    0.2094289236E-01    0.9917009410E-03    0.8485445466E-02    0.2726786037E+00
    0.2500000000E+02    0.2194177869E-01    0.1052520521E-02    0.9212047882E-02    0.2857460080E+00
    0.2700000000E+02    0.2287085789E-01    0.1111309332E-02    0.9936879727E-02    0.2979081797E+00
    0.2900000000E+02    0.2373717105E-01    0.1168286325E-02    0.1065994785E-01    0.3092561740E+00
    0.3100000000E+02    0.2454684403E-01    0.1223639660E-02    0.1138125906E-01    0.3198692261E+00
    0.3300000000E+02    0.2530523138E-01    0.1277531788E-02    0.1210082013E-01    0.3298166095E+00
    0.3500000000E+02    0.2601703405E-01    0.1330103575E-02    0.1281863781E-01    0.3391591538E+00
    0.3700000000E+02    0.2668639608E-01    0.1381477666E-02    0.1353471881E-01    0.3479504932E+00
    0.3900000000E+02    0.2731698469E-01    0.1431761257E-02    0.1424906979E-01    0.3562381005E+00
    0.4100000000E+02    0.2791205689E-01    0.1481048374E-02    0.1496169738E-01    0.3640641468E+00
    0.4300000000E+02    0.2847451528E-01    0.1529421780E-02    0.1567260821E-01    0.3714662218E+00
    0.4500000000E+02    0.2900695491E-01    0.1576954554E-02    0.1638180882E-01    0.3784779399E+00
    0.4700000000E+02    0.2951170301E-01    0.1623711426E-02    0.1708930577E-01    0.3851294517E+00
    0.4900000000E+02    0.2999085260E-01    0.1669749898E-02    0.1779510553E-01    0.3914478793E+00
    0.1000000000E+02    0.1203448843E-01    0.5239175565E-03    0.3718893174E-02    0.1564459050E+00
    0.3000000000E+02    0.2414873632E-01    0.1196155247E-02    0.1102082264E-01    0.3146500240E+00
    0.5000000000E+02    0.3022142514E-01    0.1692515964E-02    0.1814737100E-01    0.3944899265E+00
    0.7000000000E+02    0.3386146331E-01    0.2119986557E-02    0.2510514350E-01    0.4426740502E+00
    0.9000000000E+02    0.3628196385E-01    0.2510120139E-02    0.3190041335E-01    0.4749375485E+00
    0.1100000000E+03    0.3800499989E-01    0.2874996123E-02    0.3853914235E-01    0.4980666396E+00
    0.1300000000E+03    0.3929218470E-01    0.3220137636E-02    0.4502700004E-01    0.5154691150E+00
    0.1500000000E+03    0.4028902189E-01    0.3548460090E-02    0.5136938130E-01    0.5290443006E+00
    0.1700000000E+03    0.4108285237E-01    0.3861712435E-02    0.5757142279E-01    0.5399346937E+00
    0.1900000000E+03    0.4172925612E-01    0.4161072430E-02    0.6363801820E-01    0.5488688599E+00
    0.2100000000E+03    0.4226527415E-01    0.4447416045E-02    0.6957383243E-01    0.5563333724E+00
    0.2300000000E+03    0.4271653557E-01    0.4721448324E-02    0.7538331478E-01    0.5626656103E+00
