     Pressure (Pa)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.3669907410E-02    0.5165594566E-03    0.9348841375E-04    0.6806111540E-02
    0.3000000000E+01    0.1066908763E-01    0.1510059824E-02    0.2800992636E-03    0.1978962438E-01
    0.5000000000E+01    0.1724831910E-01    0.2454943037E-02    0.4662241913E-03    0.3199794058E-01
    0.7000000000E+01    0.2344446633E-01    0.3355720516E-02    0.6518656396E-03    0.4349900359E-01
    0.9000000000E+01    0.2929019657E-01    0.4216369644E-02    0.8370260342E-03    0.5435302705E-01
    0.1100000000E+02    0.3481456079E-01    0.5040409371E-02    0.1021707784E-02    0.6461356421E-01
    0.1300000000E+02    0.4004348071E-01    0.5830963419E-02    0.1205913280E-02    0.7432840462E-01
    0.1500000000E+02    0.4500015929E-01    0.6590813397E-02    0.1389644899E-02    0.8354032971E-01
    0.1700000000E+02    0.4970542813E-01    0.7322443653E-02    0.1572905000E-02    0.9228775247E-01
    0.1900000000E+02    0.5417804305E-01    0.8028079303E-02    0.1755695924E-02    0.1006052616E+00
    0.2100000000E+02    0.5843493643E-01    0.8709718630E-02    0.1938019999E-02    0.1085240862E+00
    0.2300000000E+02    0.6249143365E-01    0.9369160779E-02    0.2119879536E-02    0.1160724943E+00
    0.2500000000E+02    0.6636143944E-01    0.1000802953E-01    0.2301276828E-02    0.1232761362E+00
    0.2700000000E+02    0.7005759885E-01    0.1062779381E-01    0.2482214155E-02    0.1301583404E+00
    0.2900000000E+02    0.7359143682E-01    0.1122978533E-01    0.2662693780E-02    0.1367403715E+00
    0.3100000000E+02    0.7697347956E-01    0.1181521404E-01    0.2842717952E-02    0.1430416530E+00
    0.3300000000E+02    0.8021336060E-01    0.1238518142E-01    0.3022288902E-02    0.1490799630E+00
    0.3500000000E+02    0.8331991342E-01    0.1294069215E-01    0.3201408848E-02    0.1548716047E+00
    0.3700000000E+02    0.8630125295E-01    0.1348266435E-01    0.3380079992E-02    0.1604315567E+00
    0.3900000000E+02    0.8916484719E-01    0.1401193849E-01    0.3558304522E-02    0.1657736049E+00
    0.4100000000E+02    0.9191758050E-01    0.1452928530E-01    0.3736084611E-02    0.1709104589E+00
    0.4300000000E+02    0.9456580953E-01    0.1503541272E-01    0.3913422416E-02    0.1758538554E+00
    0.4500000000E+02    0.9711541292E-01    0.1553097203E-01    0.4090320081E-02    0.1806146495E+00
    0.4700000000E+02    0.9957183542E-01    0.1601656331E-01    0.4266779734E-02    0.1852028961E+00
