     Pressure (Pa)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1577803113E-02    0.4529483631E-03    0.5605819829E-03    0.6827580509E-02
    0.3000000000E+01    0.4614848582E-02    0.1329315609E-02    0.1677472686E-02    0.1997214523E-01
    0.5000000000E+01    0.7503515623E-02    0.2168768872E-02    0.2788707951E-02    0.3247763615E-01
    0.7000000000E+01    0.1025446966E-01    0.2974003176E-02    0.3894337930E-02    0.4438991799E-01
    0.9000000000E+01    0.1287737660E-01    0.3747453103E-02    0.4994412173E-02    0.5575056057E-01
    0.1100000000E+02    0.1538101728E-01    0.4491323248E-02    0.6088979630E-02    0.6659733033E-01
    0.1300000000E+02    0.1777338652E-01    0.5207614525E-02    0.7178088664E-02    0.7696461582E-01
    0.1500000000E+02    0.2006177919E-01    0.5898146966E-02    0.8261787057E-02    0.8688379733E-01
    0.1700000000E+02    0.2225286517E-01    0.6564579551E-02    0.9340122021E-02    0.9638356901E-01
    0.1900000000E+02    0.2435275493E-01    0.7208427499E-02    0.1041314021E-01    0.1054902204E+00
    0.2100000000E+02    0.2636705697E-01    0.7831077404E-02    0.1148088771E-01    0.1142278835E+00
    0.2300000000E+02    0.2830092838E-01    0.8433800502E-02    0.1254341008E-01    0.1226187496E+00
    0.2500000000E+02    0.3015911938E-01    0.9017764349E-02    0.1360075232E-01    0.1306832608E+00
    0.2700000000E+02    0.3194601264E-01    0.9584043119E-02    0.1465295893E-01    0.1384402791E+00
    0.2900000000E+02    0.3366565823E-01    0.1013362670E-01    0.1570007386E-01    0.1459072366E+00
    0.3100000000E+02    0.3532180459E-01    0.1066742878E-01    0.1674214056E-01    0.1531002681E+00
    0.3300000000E+02    0.3691792608E-01    0.1118629397E-01    0.1777920196E-01    0.1600343300E+00
    0.3500000000E+02    0.3845724763E-01    0.1169100425E-01    0.1881130051E-01    0.1667233062E+00
    0.3700000000E+02    0.3994276674E-01    0.1218228458E-01    0.1983847815E-01    0.1731801024E+00
    0.3900000000E+02    0.4137727319E-01    0.1266080805E-01    0.2086077634E-01    0.1794167307E+00
    0.4100000000E+02    0.4276336672E-01    0.1312720041E-01    0.2187823608E-01    0.1854443862E+00
    0.4300000000E+02    0.4410347298E-01    0.1358204415E-01    0.2289089786E-01    0.1912735150E+00
    0.4500000000E+02    0.4539985788E-01    0.1402588219E-01    0.2389880175E-01    0.1969138759E+00
    0.4700000000E+02    0.4665464050E-01    0.1445922116E-01    0.2490198732E-01    0.2023745963E+00
    0.4900000000E+02    0.4786980483E-01    0.1488253445E-01    0.2590049372E-01    0.2076642224E+00
    0.1000000000E+02    0.1414358819E-01    0.4122956100E-02    0.5542381214E-02    0.6123595568E-01
    0.3000000000E+02    0.3450144554E-01    0.1040244610E-01    0.1622173554E-01    0.1495370320E+00
    0.5000000000E+02    0.4846311583E-01    0.1509057095E-01    0.2639800435E-01    0.2102473981E+00
    0.7000000000E+02    0.5864419886E-01    0.1881860677E-01    0.3611178411E-01    0.2546296070E+00
    0.9000000000E+02    0.6640347281E-01    0.2190791700E-01    0.4539929911E-01    0.2885392387E+00
    0.1100000000E+03    0.7251718464E-01    0.2454013630E-01    0.5429297548E-01    0.3153242113E+00
    0.1300000000E+03    0.7746121432E-01    0.2682660189E-01    0.6282192731E-01    0.3370386402E+00
    0.1500000000E+03    0.8154366781E-01    0.2884017853E-01    0.7101237010E-01    0.3550135311E+00
    0.1700000000E+03    0.8497290221E-01    0.3063120281E-01    0.7888797401E-01    0.3701497092E+00
    0.1900000000E+03    0.8789491896E-01    0.3223605745E-01    0.8647016661E-01    0.3830789203E+00
    0.2100000000E+03    0.9041509869E-01    0.3368205882E-01    0.9377839366E-01    0.3942575158E+00
    0.2300000000E+03    0.9261143074E-01    0.3499038330E-01    0.1008303442E+00    0.4040235047E+00
    0.2500000000E+03    0.9454288438E-01    0.3617789538E-01    0.1076421459E+00    0.4126326708E+00
    0.2700000000E+03    0.9625488392E-01    0.3725833288E-01    0.1142285346E+00    0.4202822070E+00
    0.2900000000E+03    0.9778299376E-01    0.3824310120E-01    0.1206030026E+00    0.4271266298E+00
    0.3100000000E+03    0.9915546105E-01    0.3914182161E-01    0.1267779282E+00    0.4332887650E+00
    0.3300000000E+03    0.1003950093E+00    0.3996272014E-01    0.1327646894E+00    0.4388675018E+00
    0.3500000000E+03    0.1015201285E+00    0.4071291004E-01    0.1385737639E+00    0.4439433713E+00
    0.3700000000E+03    0.1025460189E+00    0.4139860171E-01    0.1442148174E+00    0.4485826324E+00
    0.3900000000E+03    0.1034852936E+00    0.4202526188E-01    0.1496967818E+00    0.4528403103E+00
    0.4100000000E+03    0.1043485074E+00    0.4259773647E-01    0.1550279243E+00    0.4567624894E+00
    0.4300000000E+03    0.1051445610E+00    0.4312034713E-01    0.1602159089E+00    0.4603880646E+00
    0.4500000000E+03    0.1058810140E+00    0.4359696820E-01    0.1652678514E+00    0.4637500967E+00
    0.4700000000E+03    0.1065643285E+00    0.4403108895E-01    0.1701903682E+00    0.4668768707E+00
    0.4900000000E+03    0.1072000619E+00    0.4442586447E-01    0.1749896200E+00    0.4697927315E+00
    0.1000000000E+03    0.6963123587E-01    0.2327303896E-01    0.4989347504E-01    0.3026721838E+00
    0.3000000000E+03    0.9848715016E-01    0.3870267430E-01    0.1237146749E+00    0.4302863158E+00
    0.5000000000E+03    0.1075016134E+00    0.4460940290E-01    0.1773448319E+00    0.4711782668E+00
    0.7000000000E+03    0.1119179499E+00    0.4678785565E-01    0.2191855944E+00    0.4916947929E+00
    0.9000000000E+03    0.1145376922E+00    0.4713107245E-01    0.2533644395E+00    0.5041479148E+00
    0.1100000000E+04    0.1162687293E+00    0.4650518487E-01    0.2821722628E+00    0.5125630456E+00
    0.1300000000E+04    0.1174950215E+00    0.4535730249E-01    0.3069997562E+00    0.5186571198E+00
    0.1500000000E+04    0.1184071469E+00    0.4393448897E-01    0.3287512764E+00    0.5232894163E+00
    0.1700000000E+04    0.1191105071E+00    0.4237930528E-01    0.3480478465E+00    0.5269390426E+00
    0.1900000000E+04    0.1196681521E+00    0.4077623863E-01    0.3653351141E+00    0.5298948950E+00
    0.2100000000E+04    0.1201201153E+00    0.3917600102E-01    0.3809446206E+00    0.5323418621E+00
    0.2300000000E+04    0.1204930378E+00    0.3760897673E-01    0.3951304883E+00    0.5344039480E+00
    0.2500000000E+04    0.1208053347E+00    0.3609299911E-01    0.4080924056E+00    0.5361675344E+00
    0.2700000000E+04    0.1210701404E+00    0.3463800987E-01    0.4199905950E+00    0.5376947087E+00
    0.2900000000E+04    0.1212970731E+00    0.3324893175E-01    0.4309558966E+00    0.5390312850E+00
    0.3100000000E+04    0.1214933361E+00    0.3192748132E-01    0.4410967641E+00    0.5402118358E+00
    0.3300000000E+04    0.1216644295E+00    0.3067333431E-01    0.4505042478E+00    0.5412629594E+00
    0.3500000000E+04    0.1218146245E+00    0.2948488557E-01    0.4592556285E+00    0.5422054665E+00
    0.3700000000E+04    0.1219472879E+00    0.2835974988E-01    0.4674171222E+00    0.5430558825E+00
    0.3900000000E+04    0.1220651081E+00    0.2729509404E-01    0.4750459321E+00    0.5438275035E+00
    0.4100000000E+04    0.1221702580E+00    0.2628785759E-01    0.4821918325E+00    0.5445311528E+00
    0.4300000000E+04    0.1222645117E+00    0.2533489916E-01    0.4888984082E+00    0.5451757345E+00
    0.4500000000E+04    0.1223493320E+00    0.2443309242E-01    0.4952040390E+00    0.5457686430E+00
    0.4700000000E+04    0.1224259356E+00    0.2357938808E-01    0.5011426915E+00    0.5463160725E+00
    0.4900000000E+04    0.1224953421E+00    0.2277085248E-01    0.5067445616E+00    0.5468232527E+00
    0.1000000000E+04    0.1154836830E+00    0.4690496907E-01    0.2683380291E+00    0.5087236338E+00
    0.3000000000E+04    0.1213986611E+00    0.3257973596E-01    0.4361233340E+00    0.5396392440E+00
    0.5000000000E+04    0.1225276208E+00    0.2238264362E-01    0.5094277405E+00    0.5470631655E+00
    0.7000000000E+04    0.1229475333E+00    0.1639474547E-01    0.5506439758E+00    0.5505447371E+00
    0.9000000000E+04    0.1231390496E+00    0.1265696917E-01    0.5767249949E+00    0.5526098253E+00
    0.1100000000E+05    0.1232323364E+00    0.1017253495E-01    0.5945412464E+00    0.5539965560E+00
    0.1300000000E+05    0.1232762649E+00    0.8433510867E-02    0.6073980164E+00    0.5550025970E+00
    0.1500000000E+05    0.1232928937E+00    0.7164443138E-02    0.6170682904E+00    0.5557720787E+00
    0.1700000000E+05    0.1232934426E+00    0.6206462636E-02    0.6245812769E+00    0.5563836852E+00
    0.1900000000E+05    0.1232841175E+00    0.5462906904E-02    0.6305719482E+00    0.5568842022E+00
    0.2100000000E+05    0.1232685696E+00    0.4872232248E-02    0.6354515924E+00    0.5573032920E+00
    0.2300000000E+05    0.1232490500E+00    0.4393716753E-02    0.6394974478E+00    0.5576607254E+00
    0.2500000000E+05    0.1232269979E+00    0.3999515368E-02    0.6429027164E+00    0.5579702209E+00
    0.2700000000E+05    0.1232033603E+00    0.3670041560E-02    0.6458058865E+00    0.5582416162E+00
    0.2900000000E+05    0.1231787736E+00    0.3391175260E-02    0.6483086579E+00    0.5584821639E+00
    0.3100000000E+05    0.1231536731E+00    0.3152515969E-02    0.6504872977E+00    0.5586973370E+00
    0.3300000000E+05    0.1231283602E+00    0.2946256315E-02    0.6524000601E+00    0.5588913497E+00
    0.3500000000E+05    0.1231030448E+00    0.2766436041E-02    0.6540921673E+00    0.5590675042E+00
    0.3700000000E+05    0.1230778741E+00    0.2608436078E-02    0.6555992341E+00    0.5592284279E+00
    0.3900000000E+05    0.1230529507E+00    0.2468628073E-02    0.6569496723E+00    0.5593762397E+00
    0.4100000000E+05    0.1230283457E+00    0.2344126924E-02    0.6581664119E+00    0.5595126694E+00
    0.4300000000E+05    0.1230041074E+00    0.2232612999E-02    0.6592681529E+00    0.5596391444E+00
    0.4500000000E+05    0.1229802678E+00    0.2132202409E-02    0.6602702923E+00    0.5597568540E+00
