     Pressure (Pa)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.7376858725E-02    0.1296547450E-03    0.3739448024E-03
    0.3000000000E+01    0.2165418427E-01    0.3818819020E-03    0.1120317073E-02
    0.5000000000E+01    0.3532986270E-01    0.6251839245E-03    0.1864673745E-02
    0.7000000000E+01    0.4844122870E-01    0.8601357141E-03    0.2607023789E-02
    0.9000000000E+01    0.6102258863E-01    0.1087263809E-02    0.3347376119E-02
    0.1100000000E+02    0.7310552154E-01    0.1307051298E-02    0.4085739599E-02
    0.1300000000E+02    0.8471914500E-01    0.1519942147E-02    0.4822123036E-02
    0.1500000000E+02    0.9589035030E-01    0.1726345034E-02    0.5556535186E-02
    0.1700000000E+02    0.1066440114E+00    0.1926636731E-02    0.6288984752E-02
    0.1900000000E+02    0.1170031704E+00    0.2121165120E-02    0.7019480386E-02
    0.2100000000E+02    0.1269892036E+00    0.2310251868E-02    0.7748030685E-02
    0.2300000000E+02    0.1366219688E+00    0.2494194819E-02    0.8474644198E-02
    0.2500000000E+02    0.1459199385E+00    0.2673270125E-02    0.9199329422E-02
    0.2700000000E+02    0.1549003181E+00    0.2847734159E-02    0.9922094803E-02
    0.2900000000E+02    0.1635791529E+00    0.3017825230E-02    0.1064294874E-01
    0.3100000000E+02    0.1719714244E+00    0.3183765123E-02    0.1136189957E-01
    0.3300000000E+02    0.1800911371E+00    0.3345760488E-02    0.1207895560E-01
    0.3500000000E+02    0.1879513965E+00    0.3504004088E-02    0.1279412507E-01
    0.3700000000E+02    0.1955644806E+00    0.3658675934E-02    0.1350741619E-01
    0.3900000000E+02    0.2029419039E+00    0.3809944303E-02    0.1421883709E-01
    0.4100000000E+02    0.2100944759E+00    0.3957966670E-02    0.1492839590E-01
    0.4300000000E+02    0.2170323545E+00    0.4102890546E-02    0.1563610065E-01
    0.4500000000E+02    0.2237650941E+00    0.4244854245E-02    0.1634195936E-01
    0.4700000000E+02    0.2303016897E+00    0.4383987578E-02    0.1704597999E-01
    0.4900000000E+02    0.2366506178E+00    0.4520412492E-02    0.1774817045E-01
    0.1000000000E+02    0.6712448382E-01    0.1198046512E-02    0.3716805914E-02
    0.3000000000E+02    0.1678102118E+00    0.3101300819E-02    0.1100266152E-01
    0.5000000000E+02    0.2397572227E+00    0.4587645391E-02    0.1809858182E-01
    0.7000000000E+02    0.2937557440E+00    0.5814603895E-02    0.2501262590E-01
    0.9000000000E+02    0.3357920331E+00    0.6866881260E-02    0.3175239441E-01
    0.1100000000E+03    0.3694546788E+00    0.7793856566E-02    0.3832506168E-01
    0.1300000000E+03    0.3970261062E+00    0.8626206467E-02    0.4473740512E-01
    0.1500000000E+03    0.4200274938E+00    0.9384010950E-02    0.5099583229E-01
    0.1700000000E+03    0.4395118545E+00    0.1008100916E-01    0.5710640570E-01
    0.1900000000E+03    0.4562313650E+00    0.1072697057E-01    0.6307486575E-01
    0.2100000000E+03    0.4707376979E+00    0.1132908222E-01    0.6890665181E-01
    0.2300000000E+03    0.4834446992E+00    0.1189279445E-01    0.7460692170E-01
    0.2500000000E+03    0.4946689297E+00    0.1242235479E-01    0.8018056967E-01
    0.2700000000E+03    0.5046566862E+00    0.1292115562E-01    0.8563224304E-01
    0.2900000000E+03    0.5136024872E+00    0.1339196651E-01    0.9096635760E-01
    0.3100000000E+03    0.5216620107E+00    0.1383709346E-01    0.9618711186E-01
    0.3300000000E+03    0.5289613371E+00    0.1425849025E-01    0.1012985003E+00
    0.3500000000E+03    0.5356036697E+00    0.1465783795E-01    0.1063043256E+00
    0.3700000000E+03    0.5416743037E+00    0.1503660270E-01    0.1112082102E+00
    0.3900000000E+03    0.5472443526E+00    0.1539607843E-01    0.1160136066E+00
    0.4100000000E+03    0.5523735815E+00    0.1573741890E-01    0.1207238075E+00
    0.4300000000E+03    0.5571125858E+00    0.1606166210E-01    0.1253419548E+00
    0.4500000000E+03    0.5615044872E+00    0.1636974918E-01    0.1298710486E+00
    0.4700000000E+03    0.5655862660E+00    0.1666253920E-01    0.1343139544E+00
    0.4900000000E+03    0.5693898179E+00    0.1694082085E-01    0.1386734114E+00
    0.1000000000E+03    0.3535048659E+00    0.7343796951E-02    0.3505918313E-01
    0.3000000000E+03    0.5177345488E+00    0.1361761117E-01    0.9359065048E-01
    0.5000000000E+03    0.5711960476E+00    0.1707475062E-01    0.1408226696E+00
    0.7000000000E+03    0.5978182811E+00    0.1914330285E-01    0.1800065020E+00
    0.9000000000E+03    0.6137980858E+00    0.2034708979E-01    0.2132223166E+00
    0.1100000000E+04    0.6244716114E+00    0.2098137544E-01    0.2418657423E+00
    0.1300000000E+04    0.6321144616E+00    0.2123149794E-01    0.2669106121E+00
    0.1500000000E+04    0.6378620166E+00    0.2121937004E-01    0.2890592264E+00
    0.1700000000E+04    0.6423445945E+00    0.2102751565E-01    0.3088324928E+00
    0.1900000000E+04    0.6459404147E+00    0.2071295119E-01    0.3266262291E+00
    0.2100000000E+04    0.6488902917E+00    0.2031568305E-01    0.3427475772E+00
    0.2300000000E+04    0.6513549008E+00    0.1986411261E-01    0.3574392760E+00
