     Pressure (Pa)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.1063230359E-02    0.5219686760E-03    0.9337337140E-03
    0.3000000000E+01    0.3175814362E-02    0.1556757579E-02    0.2790697222E-02
    0.5000000000E+01    0.5270105776E-02    0.2579500196E-02    0.4633804216E-02
    0.7000000000E+01    0.7346352219E-02    0.3590375499E-02    0.6463230449E-02
    0.9000000000E+01    0.9404796815E-02    0.4589559095E-02    0.8279148648E-02
    0.1100000000E+02    0.1144567829E-01    0.5577223305E-02    0.1008172858E-01
    0.1300000000E+02    0.1346923108E-01    0.6553537236E-02    0.1187113711E-01
    0.1500000000E+02    0.1547568542E-01    0.7518666858E-02    0.1364753827E-01
    0.1700000000E+02    0.1746526744E-01    0.8472775071E-02    0.1541109330E-01
    0.1900000000E+02    0.1943819925E-01    0.9416021777E-02    0.1716196076E-01
    0.2100000000E+02    0.2139469904E-01    0.1034856395E-01    0.1890029649E-01
    0.2300000000E+02    0.2333498118E-01    0.1127055568E-01    0.2062625378E-01
    0.2500000000E+02    0.2525925625E-01    0.1218214828E-01    0.2233998333E-01
    0.2700000000E+02    0.2716773119E-01    0.1308349031E-01    0.2404163336E-01
    0.2900000000E+02    0.2906060934E-01    0.1397472765E-01    0.2573134963E-01
    0.3100000000E+02    0.3093809050E-01    0.1485600355E-01    0.2740927552E-01
    0.3300000000E+02    0.3280037109E-01    0.1572745870E-01    0.2907555203E-01
    0.3500000000E+02    0.3464764410E-01    0.1658923131E-01    0.3073031789E-01
    0.3700000000E+02    0.3648009927E-01    0.1744145708E-01    0.3237370957E-01
    0.3900000000E+02    0.3829792311E-01    0.1828426936E-01    0.3400586132E-01
    0.4100000000E+02    0.4010129897E-01    0.1911779914E-01    0.3562690524E-01
    0.4300000000E+02    0.4189040711E-01    0.1994217508E-01    0.3723697129E-01
    0.4500000000E+02    0.4366542478E-01    0.2075752362E-01    0.3883618737E-01
    0.4700000000E+02    0.4542652627E-01    0.2156396901E-01    0.4042467934E-01
    0.4900000000E+02    0.4717388295E-01    0.2236163330E-01    0.4200257106E-01
    0.1000000000E+02    0.1042741819E-01    0.5084820480E-02    0.9182095401E-02
    0.3000000000E+02    0.3000126219E-01    0.1441660192E-01    0.2657177751E-01
    0.5000000000E+02    0.4804245978E-01    0.2275721011E-01    0.4278757999E-01
    0.7000000000E+02    0.6473208349E-01    0.3023593792E-01    0.5796000111E-01
    0.9000000000E+02    0.8022347331E-01    0.3696146183E-01    0.7220039538E-01
    0.1100000000E+03    0.9464736681E-01    0.4302571794E-01    0.8560436180E-01
    0.1300000000E+03    0.1081159298E+00    0.4850694408E-01    0.9825443953E-01
    0.1500000000E+03    0.1207259530E+00    0.5347208887E-01    0.1102222702E+00
    0.1700000000E+03    0.1325614100E+00    0.5797873517E-01    0.1215703455E+00
    0.1900000000E+03    0.1436955196E+00    0.6207664767E-01    0.1323534301E+00
    0.2100000000E+03    0.1541924219E+00    0.6580902696E-01    0.1426197268E+00
    0.2300000000E+03    0.1641085502E+00    0.6921353262E-01    0.1524118388E+00
    0.2500000000E+03    0.1734937606E+00    0.7232312301E-01    0.1617675658E+00
    0.2700000000E+03    0.1823922681E+00    0.7516674885E-01    0.1707205702E+00
    0.2900000000E+03    0.1908434275E+00    0.7776992899E-01    0.1793009337E+00
    0.3100000000E+03    0.1988823868E+00    0.8015523111E-01    0.1875356275E+00
    0.3300000000E+03    0.2065406386E+00    0.8234267485E-01    0.1954489099E+00
    0.3500000000E+03    0.2138464862E+00    0.8435007158E-01    0.2030626646E+00
    0.3700000000E+03    0.2208254403E+00    0.8619331193E-01    0.2103966887E+00
    0.3900000000E+03    0.2275005573E+00    0.8788661030E-01    0.2174689412E+00
    0.4100000000E+03    0.2338927302E+00    0.8944271341E-01    0.2242957553E+00
    0.4300000000E+03    0.2400209379E+00    0.9087307896E-01    0.2308920223E+00
    0.4500000000E+03    0.2459024619E+00    0.9218802931E-01    0.2372713516E+00
    0.4700000000E+03    0.2515530729E+00    0.9339688393E-01    0.2434462087E+00
    0.4900000000E+03    0.2569871941E+00    0.9450807413E-01    0.2494280368E+00
    0.1000000000E+03    0.8756145246E-01    0.4007106836E-01    0.7900149491E-01
    0.3000000000E+03    0.1949123841E+00    0.7898850812E-01    0.1834599138E+00
    0.5000000000E+03    0.2596272452E+00    0.9502946176E-01    0.2523498874E+00
    0.7000000000E+03    0.3037505798E+00    0.1018486884E+00    0.3028109403E+00
    0.9000000000E+03    0.3362198055E+00    0.1043868637E+00    0.3420797649E+00
    0.1100000000E+04    0.3613816097E+00    0.1047707099E+00    0.3738362721E+00
    0.1300000000E+04    0.3816205065E+00    0.1040234800E+00    0.4002024237E+00
    0.1500000000E+04    0.3983621141E+00    0.1026760897E+00    0.4225164054E+00
    0.1700000000E+04    0.4125157050E+00    0.1010187486E+00    0.4416794713E+00
    0.1900000000E+04    0.4246912208E+00    0.9921577781E-01    0.4583293429E+00
    0.2100000000E+04    0.4353146961E+00    0.9736222595E-01    0.4729346873E+00
    0.2300000000E+04    0.4446937373E+00    0.9551351858E-01    0.4858502871E+00
    0.2500000000E+04    0.4530566695E+00    0.9370174391E-01    0.4973511340E+00
    0.2700000000E+04    0.4605769848E+00    0.9194494715E-01    0.5076545074E+00
    0.2900000000E+04    0.4673891824E+00    0.9025260120E-01    0.5169348384E+00
    0.3100000000E+04    0.4735993618E+00    0.8862890799E-01    0.5253340485E+00
    0.3300000000E+04    0.4792925014E+00    0.8707483051E-01    0.5329689399E+00
    0.3500000000E+04    0.4845375820E+00    0.8558936301E-01    0.5399366032E+00
    0.3700000000E+04    0.4893912688E+00    0.8417033367E-01    0.5463184526E+00
    0.3900000000E+04    0.4939006079E+00    0.8281491539E-01    0.5521832900E+00
    0.4100000000E+04    0.4981050348E+00    0.8151995146E-01    0.5575896659E+00
    0.4300000000E+04    0.5020378920E+00    0.8028216236E-01    0.5625877219E+00
    0.4500000000E+04    0.5057275927E+00    0.7909827575E-01    0.5672206468E+00
    0.4700000000E+04    0.5091985228E+00    0.7796510623E-01    0.5715258370E+00
    0.4900000000E+04    0.5124717497E+00    0.7687960239E-01    0.5755358316E+00
    0.1000000000E+04    0.3495349405E+00    0.1047680776E+00    0.3587400851E+00
    0.3000000000E+04    0.4705637867E+00    0.8943205463E-01    0.5212367660E+00
    0.5000000000E+04    0.5140400410E+00    0.7635381476E-01    0.5774391605E+00
    0.7000000000E+04    0.5384285953E+00    0.6773205400E-01    0.6053208949E+00
    0.9000000000E+04    0.5546129497E+00    0.6158292855E-01    0.6217469523E+00
    0.1100000000E+05    0.5663702979E+00    0.5691371376E-01    0.6324907878E+00
    0.1300000000E+05    0.5754131708E+00    0.5320655035E-01    0.6400315531E+00
    0.1500000000E+05    0.5826480472E+00    0.5016598225E-01    0.6455996972E+00
    0.1700000000E+05    0.5886064788E+00    0.4761022309E-01    0.6498714408E+00
    0.1900000000E+05    0.5936238276E+00    0.4542053890E-01    0.6532477360E+00
    0.2100000000E+05    0.5979236610E+00    0.4351561204E-01    0.6559807309E+00
    0.2300000000E+05    0.6016615770E+00    0.4183758032E-01    0.6582366224E+00
    0.2500000000E+05    0.6049496848E+00    0.4034396113E-01    0.6601292405E+00
    0.2700000000E+05    0.6078710934E+00    0.3900273914E-01    0.6617390794E+00
    0.2900000000E+05    0.6104889010E+00    0.3778924984E-01    0.6631246180E+00
    0.3100000000E+05    0.6128519947E+00    0.3668413043E-01    0.6643293348E+00
    0.3300000000E+05    0.6149989186E+00    0.3567193056E-01    0.6653862094E+00
    0.3500000000E+05    0.6169605274E+00    0.3474014533E-01    0.6663206996E+00
    0.3700000000E+05    0.6187618522E+00    0.3387852624E-01    0.6671527625E+00
    0.3900000000E+05    0.6204234417E+00    0.3307858029E-01    0.6678982590E+00
    0.4100000000E+05    0.6219623432E+00    0.3233319912E-01    0.6685699498E+00
    0.4300000000E+05    0.6233928340E+00    0.3163638005E-01    0.6691782155E+00
    0.4500000000E+05    0.6247269739E+00    0.3098301310E-01    0.6697315850E+00
    0.4700000000E+05    0.6259750292E+00    0.3036871629E-01    0.6702371292E+00
    0.4900000000E+05    0.6271458013E+00    0.2978970685E-01    0.6707007595E+00
    0.1000000000E+05    0.5609109181E+00    0.5910284173E-01    0.6276316656E+00
    0.3000000000E+05    0.6116996714E+00    0.3722418827E-01    0.6637473125E+00
    0.5000000000E+05    0.6277046207E+00    0.2951239108E-01    0.6709184441E+00
    0.7000000000E+05    0.6362177495E+00    0.2520876642E-01    0.6739492296E+00
    0.9000000000E+05    0.6416844473E+00    0.2236239613E-01    0.6756170578E+00
    0.1100000000E+06    0.6455656961E+00    0.2029921689E-01    0.6766712081E+00
    0.1300000000E+06    0.6485002546E+00    0.1871466973E-01    0.6773972780E+00
    0.1500000000E+06    0.6508171037E+00    0.1744805943E-01    0.6779275998E+00
    0.1700000000E+06    0.6527049998E+00    0.1640542724E-01    0.6783318307E+00
    0.1900000000E+06    0.6542809194E+00    0.1552764385E-01    0.6786501087E+00
    0.2100000000E+06    0.6556216808E+00    0.1477537762E-01    0.6789071834E+00
    0.2300000000E+06    0.6567800656E+00    0.1412130614E-01    0.6791191412E+00
    0.2500000000E+06    0.6577936829E+00    0.1354577514E-01    0.6792968892E+00
    0.2700000000E+06    0.6586901431E+00    0.1303423432E-01    0.6794480834E+00
    0.2900000000E+06    0.6594902298E+00    0.1257564952E-01    0.6795782552E+00
    0.3100000000E+06    0.6602099227E+00    0.1216147999E-01    0.6796915004E+00
    0.3300000000E+06    0.6608617353E+00    0.1178499743E-01    0.6797909164E+00
    0.3500000000E+06    0.6614556226E+00    0.1144081947E-01    0.6798788887E+00
    0.3700000000E+06    0.6619996160E+00    0.1112458201E-01    0.6799572842E+00
    0.3900000000E+06    0.6625002752E+00    0.1083270416E-01    0.6800275851E+00
    0.4100000000E+06    0.6629630168E+00    0.1056221623E-01    0.6800909825E+00
    0.4300000000E+06    0.6633923583E+00    0.1031063184E-01    0.6801484453E+00
    0.4500000000E+06    0.6637921003E+00    0.1007585120E-01    0.6802007690E+00
    0.4700000000E+06    0.6641654666E+00    0.9856087116E-02    0.6802486131E+00
    0.4900000000E+06    0.6645152116E+00    0.9649807610E-02    0.6802925289E+00
    0.1000000000E+06    0.6437728236E+00    0.2125677477E-01    0.6761975910E+00
    0.3000000000E+06    0.6598592744E+00    0.1236346956E-01    0.6796367806E+00
    0.5000000000E+06    0.6646819798E+00    0.9551304323E-02    0.6803131619E+00
    0.7000000000E+06    0.6672099973E+00    0.8046521162E-02    0.6806015016E+00
    0.9000000000E+06    0.6688223218E+00    0.7075098060E-02    0.6807612554E+00
    0.1100000000E+07    0.6699627156E+00    0.6382292171E-02    0.6808627519E+00
    0.1300000000E+07    0.6708229704E+00    0.5856447231E-02    0.6809329458E+00
