     Pressure (Pa)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.5283932911E-02    0.3897946257E-03    0.3738487623E-03
    0.3000000000E+01    0.1559508007E-01    0.1152801434E-02    0.1119456310E-02
    0.5000000000E+01    0.2557770281E-01    0.1894597173E-02    0.1862292674E-02
    0.7000000000E+01    0.3524740404E-01    0.2616198860E-02    0.2602376247E-02
    0.9000000000E+01    0.4461881165E-01    0.3318558162E-02    0.3339725258E-02
    0.1100000000E+02    0.5370565359E-01    0.4002566523E-02    0.4074357767E-02
    0.1300000000E+02    0.6252082604E-01    0.4669059824E-02    0.4806291676E-02
    0.1500000000E+02    0.7107645552E-01    0.5318822618E-02    0.5535544720E-02
    0.1700000000E+02    0.7938395551E-01    0.5952591990E-02    0.6262134479E-02
    0.1900000000E+02    0.8745407813E-01    0.6571061070E-02    0.6986078373E-02
    0.2100000000E+02    0.9529696139E-01    0.7174882244E-02    0.7707393666E-02
    0.2300000000E+02    0.1029221725E+00    0.7764670090E-02    0.8426097470E-02
    0.2500000000E+02    0.1103387474E+00    0.8341004064E-02    0.9142206742E-02
    0.2700000000E+02    0.1175552272E+00    0.8904430963E-02    0.9855738290E-02
    0.2900000000E+02    0.1245796919E+00    0.9455467184E-02    0.1056670877E-01
    0.3100000000E+02    0.1314197907E+00    0.9994600799E-02    0.1127513470E-01
    0.3300000000E+02    0.1380827705E+00    0.1052229347E-01    0.1198103243E-01
    0.3500000000E+02    0.1445755022E+00    0.1103898218E-01    0.1268441820E-01
    0.3700000000E+02    0.1509045046E+00    0.1154508092E-01    0.1338530807E-01
    0.3900000000E+02    0.1570759669E+00    0.1204098209E-01    0.1408371799E-01
    0.4100000000E+02    0.1630957690E+00    0.1252705795E-01    0.1477966376E-01
    0.4300000000E+02    0.1689695008E+00    0.1300366188E-01    0.1547316103E-01
    0.4500000000E+02    0.1747024799E+00    0.1347112956E-01    0.1616422532E-01
    0.4700000000E+02    0.1802997679E+00    0.1392978004E-01    0.1685287203E-01
    0.4900000000E+02    0.1857661859E+00    0.1437991681E-01    0.1753911640E-01
    0.1000000000E+02    0.4919697858E-01    0.3662802717E-02    0.3707379953E-02
    0.3000000000E+02    0.1280223250E+00    0.9726492366E-02    0.1092123878E-01
    0.5000000000E+02    0.1884517627E+00    0.1460188335E-01    0.1788134245E-01
    0.7000000000E+02    0.2363020342E+00    0.1865752154E-01    0.2460336937E-01
    0.9000000000E+02    0.2751658560E+00    0.2211798684E-01    0.3110169578E-01
    0.1100000000E+03    0.3073829576E+00    0.2512810172E-01    0.3738952857E-01
    0.1300000000E+03    0.3345430664E+00    0.2778569537E-01    0.4347902220E-01
    0.1500000000E+03    0.3577645052E+00    0.3015948201E-01    0.4938138179E-01
    0.1700000000E+03    0.3778571257E+00    0.3229936393E-01    0.5510695445E-01
    0.1900000000E+03    0.3954219878E+00    0.3424264558E-01    0.6066531018E-01
    0.2100000000E+03    0.4109147027E+00    0.3601792891E-01    0.6606531387E-01
    0.2300000000E+03    0.4246870138E+00    0.3764763806E-01    0.7131518939E-01
    0.2500000000E+03    0.4370148693E+00    0.3914970394E-01    0.7642257687E-01
    0.2700000000E+03    0.4481178467E+00    0.4053871763E-01    0.8139458384E-01
    0.2900000000E+03    0.4581728873E+00    0.4182673849E-01    0.8623783124E-01
    0.3100000000E+03    0.4673241956E+00    0.4302387221E-01    0.9095849463E-01
    0.3300000000E+03    0.4756904991E+00    0.4413869217E-01    0.9556234129E-01
    0.3500000000E+03    0.4833704551E+00    0.4517855191E-01    0.1000547637E+00
    0.3700000000E+03    0.4904467338E+00    0.4614982054E-01    0.1044408099E+00
    0.3900000000E+03    0.4969891426E+00    0.4705806282E-01    0.1087252104E+00
    0.4100000000E+03    0.5030570426E+00    0.4790817859E-01    0.1129124037E+00
    0.4300000000E+03    0.5087012404E+00    0.4870451235E-01    0.1170065579E+00
    0.4500000000E+03    0.5139654810E+00    0.4945094015E-01    0.1210115919E+00
    0.4700000000E+03    0.5188876386E+00    0.5015093944E-01    0.1249311936E+00
    0.4900000000E+03    0.5235006739E+00    0.5080764572E-01    0.1287688368E+00
    0.1000000000E+03    0.2919923209E+00    0.2367238092E-01    0.3427114083E-01
    0.3000000000E+03    0.4628535613E+00    0.4243609859E-01    0.8861311632E-01
    0.5000000000E+03    0.5257004210E+00    0.5112066191E-01    0.1306579550E+00
    0.7000000000E+03    0.5588618322E+00    0.5567694854E-01    0.1648416361E+00
    0.9000000000E+03    0.5795278083E+00    0.5799914423E-01    0.1936176292E+00
    0.1100000000E+04    0.5937189087E+00    0.5898714726E-01    0.2184616516E+00
    0.1300000000E+04    0.6041058446E+00    0.5913778333E-01    0.2403204746E+00
    0.1500000000E+04    0.6120601734E+00    0.5874817004E-01    0.2598335280E+00
    0.1700000000E+04    0.6183608198E+00    0.5800540300E-01    0.2774511807E+00
    0.1900000000E+04    0.6234839858E+00    0.5703170567E-01    0.2935019409E+00
    0.2100000000E+04    0.6277377157E+00    0.5590913784E-01    0.3082326410E+00
    0.2300000000E+04    0.6313303873E+00    0.5469394259E-01    0.3218335216E+00
    0.2500000000E+04    0.6344081707E+00    0.5342526318E-01    0.3344544705E+00
    0.2700000000E+04    0.6370767312E+00    0.5213063541E-01    0.3462158710E+00
    0.2900000000E+04    0.6394144147E+00    0.5082955411E-01    0.3572160517E+00
    0.3100000000E+04    0.6414805830E+00    0.4953584879E-01    0.3675365261E+00
    0.3300000000E+04    0.6433210642E+00    0.4825930085E-01    0.3772457601E+00
    0.3500000000E+04    0.6449718207E+00    0.4700676560E-01    0.3864019316E+00
    0.3700000000E+04    0.6464614828E+00    0.4578296348E-01    0.3950549894E+00
    0.3900000000E+04    0.6478131369E+00    0.4459104610E-01    0.4032482126E+00
    0.4100000000E+04    0.6490456123E+00    0.4343300628E-01    0.4110194096E+00
    0.4300000000E+04    0.6501744254E+00    0.4230997836E-01    0.4184018524E+00
    0.4500000000E+04    0.6512124813E+00    0.4122246016E-01    0.4254250136E+00
    0.4700000000E+04    0.6521706044E+00    0.4017047851E-01    0.4321151543E+00
    0.4900000000E+04    0.6530579442E+00    0.3915371337E-01    0.4384957981E+00
    0.1000000000E+04    0.5872219553E+00    0.5862264352E-01    0.2064628568E+00
    0.3000000000E+04    0.6404783066E+00    0.5018108833E-01    0.3624567036E+00
    0.5000000000E+04    0.6534775501E+00    0.3865836570E-01    0.4415767578E+00
    0.7000000000E+04    0.6595503865E+00    0.3039255924E-01    0.4911387802E+00
    0.9000000000E+04    0.6631255975E+00    0.2456787385E-01    0.5249901802E+00
    0.1100000000E+05    0.6655046252E+00    0.2036409541E-01    0.5493988305E+00
    0.1300000000E+05    0.6672133110E+00    0.1724287712E-01    0.5677102948E+00
    0.1500000000E+05    0.6685064208E+00    0.1486337170E-01    0.5818798325E+00
    0.1700000000E+05    0.6695230192E+00    0.1300645450E-01    0.5931228599E+00
    0.1900000000E+05    0.6703457393E+00    0.1152755294E-01    0.6022311478E+00
    0.2100000000E+05    0.6710269124E+00    0.1032865784E-01    0.6097403333E+00
    0.2300000000E+05    0.6716013678E+00    0.9341599677E-02    0.6160243530E+00
    0.2500000000E+05    0.6720932287E+00    0.8517838283E-02    0.6213513344E+00
    0.2700000000E+05    0.6725197591E+00    0.7822070590E-02    0.6259180269E+00
    0.2900000000E+05    0.6728936566E+00    0.7228126585E-02    0.6298717434E+00
    0.3100000000E+05    0.6732244794E+00    0.6716270759E-02    0.6333247586E+00
    0.3300000000E+05    0.6735195676E+00    0.6271387870E-02    0.6363640030E+00
    0.3500000000E+05    0.6737846565E+00    0.5881738067E-02    0.6390577389E+00
    0.3700000000E+05    0.6740242959E+00    0.5538086537E-02    0.6414602527E+00
    0.3900000000E+05    0.6742421442E+00    0.5233084454E-02    0.6436152133E+00
    0.4100000000E+05    0.6744411781E+00    0.4960821671E-02    0.6455581153E+00
    0.4300000000E+05    0.6746238463E+00    0.4716498806E-02    0.6473180838E+00
