     Pressure (Pa)     22mC5-400 (mol/kg)     2mC6-400 (mol/kg)     33mC5-400 (mol/kg)
    0.1000000000E+01    0.5275599758E-02    0.1594379726E-02    0.5192054448E-03
    0.3000000000E+01    0.1552376853E-01    0.4707314657E-02    0.1532636189E-02
    0.5000000000E+01    0.2538901736E-01    0.7724407243E-02    0.2514475002E-02
    0.7000000000E+01    0.3489483680E-01    0.1065148668E-01    0.3466624386E-02
    0.9000000000E+01    0.4406279241E-01    0.1349388672E-01    0.4390826135E-02
    0.1100000000E+02    0.5291271732E-01    0.1625649719E-01    0.5288678012E-02
    0.1300000000E+02    0.6146288243E-01    0.1894380929E-01    0.6161648410E-02
    0.1500000000E+02    0.6973014694E-01    0.2155995552E-01    0.7011089277E-02
    0.1700000000E+02    0.7773009198E-01    0.2410874495E-01    0.7838247541E-02
    0.1900000000E+02    0.8547713939E-01    0.2659369448E-01    0.8644275223E-02
    0.2100000000E+02    0.9298465762E-01    0.2901805657E-01    0.9430238413E-02
    0.2300000000E+02    0.1002650563E+00    0.3138484389E-01    0.1019712526E-01
    0.2500000000E+02    0.1073298707E+00    0.3369685130E-01    0.1094585309E-01
    0.2700000000E+02    0.1141898377E+00    0.3595667546E-01    0.1167727475E-01
    0.2900000000E+02    0.1208549641E+00    0.3816673242E-01    0.1239218431E-01
    0.3100000000E+02    0.1273345875E+00    0.4032927333E-01    0.1309132216E-01
    0.3300000000E+02    0.1336374317E+00    0.4244639857E-01    0.1377537958E-01
    0.3500000000E+02    0.1397716568E+00    0.4452007048E-01    0.1444500286E-01
    0.3700000000E+02    0.1457449042E+00    0.4655212478E-01    0.1510079702E-01
    0.3900000000E+02    0.1515643373E+00    0.4854428091E-01    0.1574332917E-01
    0.4100000000E+02    0.1572366789E+00    0.5049815140E-01    0.1637313149E-01
    0.4300000000E+02    0.1627682447E+00    0.5241525030E-01    0.1699070405E-01
    0.4500000000E+02    0.1681649738E+00    0.5429700084E-01    0.1759651723E-01
    0.4700000000E+02    0.1734324571E+00    0.5614474242E-01    0.1819101400E-01
    0.4900000000E+02    0.1785759623E+00    0.5795973689E-01    0.1877461201E-01
    0.1000000000E+02    0.4852633201E-01    0.1488487610E-01    0.4842951160E-02
    0.3000000000E+02    0.1241174047E+00    0.3925380773E-01    0.1274368039E-01
    0.5000000000E+02    0.1811027867E+00    0.5885532854E-01    0.1906244802E-01
    0.7000000000E+02    0.2261989762E+00    0.7530412702E-01    0.2433195528E-01
    0.9000000000E+02    0.2631314847E+00    0.8949576732E-01    0.2884970486E-01
    0.1100000000E+03    0.2941474338E+00    0.1019773579E+00    0.3279853946E-01
    0.1300000000E+03    0.3206937421E+00    0.1131090219E+00    0.3629936775E-01
    0.1500000000E+03    0.3437520641E+00    0.1231420185E+00    0.3943680371E-01
    0.1700000000E+03    0.3640173362E+00    0.1322598748E+00    0.4227274407E-01
    0.1900000000E+03    0.3819990648E+00    0.1406016115E+00    0.4485408142E-01
    0.2100000000E+03    0.3980818497E+00    0.1482756514E+00    0.4721735115E-01
    0.2300000000E+03    0.4125631796E+00    0.1553685741E+00    0.4939167324E-01
    0.2500000000E+03    0.4256779517E+00    0.1619508664E+00    0.5140069482E-01
    0.2700000000E+03    0.4376149135E+00    0.1680808417E+00    0.5326391962E-01
    0.2900000000E+03    0.4485280160E+00    0.1738073947E+00    0.5499764634E-01
    0.3100000000E+03    0.4585444555E+00    0.1791719939E+00    0.5661564873E-01
    0.3300000000E+03    0.4677705036E+00    0.1842101547E+00    0.5812967985E-01
    0.3500000000E+03    0.4762958188E+00    0.1889525536E+00    0.5954985344E-01
    0.3700000000E+03    0.4841966950E+00    0.1934258843E+00    0.6088493750E-01
    0.3900000000E+03    0.4915385477E+00    0.1976535279E+00    0.6214258364E-01
    0.4100000000E+03    0.4983778458E+00    0.2016560833E+00    0.6332950874E-01
    0.4300000000E+03    0.5047636321E+00    0.2054517933E+00    0.6445164059E-01
    0.4500000000E+03    0.5107387335E+00    0.2090568905E+00    0.6551423585E-01
    0.4700000000E+03    0.5163407352E+00    0.2124858806E+00    0.6652197658E-01
    0.4900000000E+03    0.5216027723E+00    0.2157517771E+00    0.6747904984E-01
    0.1000000000E+03    0.2792748168E+00    0.9592459444E-01    0.3088661014E-01
    0.3000000000E+03    0.4536412428E+00    0.1765325938E+00    0.5582033612E-01
    0.5000000000E+03    0.5241156043E+00    0.2173272725E+00    0.6793977581E-01
    0.7000000000E+03    0.5621322400E+00    0.2425859222E+00    0.7523149381E-01
    0.9000000000E+03    0.5856914314E+00    0.2598693160E+00    0.8009923415E-01
    0.1100000000E+04    0.6016198634E+00    0.2724743846E+00    0.8356790762E-01
