     Pressure (Pa)     22mC5-400 (mol/kg)     2mC6-400 (mol/kg)     33mC5-400 (mol/kg)
    0.1000000000E+01    0.7354622194E-02    0.3176837196E-02    0.1293112015E-03
    0.3000000000E+01    0.2146691102E-01    0.9312556950E-02    0.3789609450E-03
    0.5000000000E+01    0.3484210878E-01    0.1517865183E-01    0.6175032692E-03
    0.7000000000E+01    0.4754357530E-01    0.2079764450E-01    0.8458578068E-03
    0.9000000000E+01    0.5962743565E-01    0.2618942524E-01    0.1064837349E-02
    0.1100000000E+02    0.7114358183E-01    0.3137162881E-01    0.1275163108E-02
    0.1300000000E+02    0.8213651361E-01    0.3635994894E-01    0.1477477448E-02
    0.1500000000E+02    0.9264604751E-01    0.4116840193E-01    0.1672354567E-02
    0.1700000000E+02    0.1027079175E+00    0.4580954881E-01    0.1860309490E-02
    0.1900000000E+02    0.1123542860E+00    0.5029468310E-01    0.2041805683E-02
    0.2100000000E+02    0.1216141803E+00    0.5463399052E-01    0.2217261518E-02
    0.2300000000E+02    0.1305138670E+00    0.5883668507E-01    0.2387055794E-02
    0.2500000000E+02    0.1390771742E+00    0.6291112559E-01    0.2551532464E-02
    0.2700000000E+02    0.1473257696E+00    0.6686491599E-01    0.2711004695E-02
    0.2900000000E+02    0.1552794019E+00    0.7070499157E-01    0.2865758373E-02
    0.3100000000E+02    0.1629561101E+00    0.7443769382E-01    0.3016055140E-02
    0.3300000000E+02    0.1703724068E+00    0.7806883530E-01    0.3162135027E-02
    0.3500000000E+02    0.1775434377E+00    0.8160375614E-01    0.3304218747E-02
    0.3700000000E+02    0.1844831223E+00    0.8504737342E-01    0.3442509704E-02
    0.3900000000E+02    0.1912042768E+00    0.8840422438E-01    0.3577195749E-02
    0.4100000000E+02    0.1977187234E+00    0.9167850443E-01    0.3708450725E-02
    0.4300000000E+02    0.2040373859E+00    0.9487410058E-01    0.3836435828E-02
    0.4500000000E+02    0.2101703756E+00    0.9799462097E-01    0.3961300807E-02
    0.4700000000E+02    0.2161270664E+00    0.1010434211E+00    0.4083185034E-02
    0.4900000000E+02    0.2219161624E+00    0.1040236268E+00    0.4202218446E-02
    0.1000000000E+02    0.6545357428E-01    0.2880570114E-01    0.1171040090E-02
    0.3000000000E+02    0.1591513057E+00    0.7258438938E-01    0.2941448390E-02
    0.5000000000E+02    0.2247504142E+00    0.1054889261E+00    0.4260704332E-02
    0.7000000000E+02    0.2743305221E+00    0.1318091997E+00    0.5306394593E-02
    0.9000000000E+02    0.3136585937E+00    0.1536626159E+00    0.6166835250E-02
    0.1100000000E+03    0.3458870557E+00    0.1722609754E+00    0.6892816620E-02
    0.1300000000E+03    0.3729168937E+00    0.1883711875E+00    0.7516551420E-02
    0.1500000000E+03    0.3959820996E+00    0.2025140955E+00    0.8059913766E-02
    0.1700000000E+03    0.4159302279E+00    0.2150619953E+00    0.8538509802E-02
    0.1900000000E+03    0.4333695507E+00    0.2262913998E+00    0.8963894432E-02
    0.2100000000E+03    0.4487519895E+00    0.2364138564E+00    0.9344872818E-02
    0.2300000000E+03    0.4624227165E+00    0.2455950671E+00    0.9688310964E-02
    0.2500000000E+03    0.4746513393E+00    0.2539673378E+00    0.9999664806E-02
    0.2700000000E+03    0.4856523526E+00    0.2616380083E+00    0.1028333891E-01
    0.2900000000E+03    0.4955990397E+00    0.2686953485E+00    0.1054293737E-01
    0.3100000000E+03    0.5046332165E+00    0.2752127936E+00    0.1078144386E-01
    0.3300000000E+03    0.5128722416E+00    0.2812520580E+00    0.1100135383E-01
    0.3500000000E+03    0.5204141742E+00    0.2868654696E+00    0.1120477334E-01
    0.3700000000E+03    0.5273416445E+00    0.2920977485E+00    0.1139349420E-01
    0.3900000000E+03    0.5337248057E+00    0.2969873849E+00    0.1156905199E-01
    0.4100000000E+03    0.5396236205E+00    0.3015677183E+00    0.1173277130E-01
    0.4300000000E+03    0.5450896533E+00    0.3058677946E+00    0.1188580161E-01
    0.4500000000E+03    0.5501674929E+00    0.3099130526E+00    0.1202914588E-01
    0.4700000000E+03    0.5548958917E+00    0.3137258802E+00    0.1216368359E-01
    0.4900000000E+03    0.5593086878E+00    0.3173260681E+00    0.1229018957E-01
    0.1000000000E+03    0.3305211177E+00    0.1633133604E+00    0.6544310406E-02
    0.3000000000E+03    0.5002223516E+00    0.2720174566E+00    0.1066466099E-01
    0.5000000000E+03    0.5614061532E+00    0.3190519898E+00    0.1235064800E-01
    0.7000000000E+03    0.5923613727E+00    0.3457830983E+00    0.1326914004E-01
    0.9000000000E+03    0.6108186963E+00    0.3630902546E+00    0.1384104331E-01
    0.1100000000E+04    0.6229935148E+00    0.3752275561E+00    0.1422691394E-01
    0.1300000000E+04    0.6315940024E+00    0.3842171427E+00    0.1450172124E-01
    0.1500000000E+04    0.6379778340E+00    0.3911463328E+00    0.1470518478E-01
    0.1700000000E+04    0.6428967517E+00    0.3966526553E+00    0.1486028442E-01
    0.1900000000E+04    0.6467991274E+00    0.4011348881E+00    0.1498121350E-01
    0.2100000000E+04    0.6499683064E+00    0.4048553524E+00    0.1507719442E-01
    0.2300000000E+04    0.6525918227E+00    0.4079937246E+00    0.1515446775E-01
    0.2500000000E+04    0.6547985835E+00    0.4106772292E+00    0.1521739911E-01
    0.2700000000E+04    0.6566800355E+00    0.4129984889E+00    0.1526912848E-01
    0.2900000000E+04    0.6583028045E+00    0.4150265466E+00    0.1531196808E-01
    0.3100000000E+04    0.6597165549E+00    0.4168139248E+00    0.1534765542E-01
    0.3300000000E+04    0.6609590480E+00    0.4184012908E+00    0.1537751927E-01
    0.3500000000E+04    0.6620594963E+00    0.4198206254E+00    0.1540259156E-01
    0.3700000000E+04    0.6630408468E+00    0.4210974258E+00    0.1542368472E-01
    0.3900000000E+04    0.6639213710E+00    0.4222522707E+00    0.1544144610E-01
    0.4100000000E+04    0.6647157952E+00    0.4233019524E+00    0.1545639719E-01
    0.4300000000E+04    0.6654361187E+00    0.4242603104E+00    0.1546896217E-01
    0.4500000000E+04    0.6660922155E+00    0.4251388530E+00    0.1547948916E-01
    0.4700000000E+04    0.6666922842E+00    0.4259472294E+00    0.1548826614E-01
    0.4900000000E+04    0.6672431881E+00    0.4266935902E+00    0.1549553311E-01
    0.1000000000E+04    0.6174763573E+00    0.3696479028E+00    0.1405137774E-01
    0.3000000000E+04    0.6590332137E+00    0.4159475439E+00    0.1533061467E-01
    0.5000000000E+04    0.6675020483E+00    0.4270457224E+00    0.1549866456E-01
    0.7000000000E+04    0.6711205840E+00    0.4320735153E+00    0.1551714065E-01
    0.9000000000E+04    0.6731250612E+00    0.4349583824E+00    0.1549611103E-01
    0.1100000000E+05    0.6743977960E+00    0.4368378364E+00    0.1546251273E-01
    0.1300000000E+05    0.6752774091E+00    0.4381640995E+00    0.1542518785E-01
    0.1500000000E+05    0.6759215883E+00    0.4391529384E+00    0.1538749108E-01
    0.1700000000E+05    0.6764136611E+00    0.4399204836E+00    0.1535077297E-01
    0.1900000000E+05    0.6768017937E+00    0.4405348589E+00    0.1531556355E-01
    0.2100000000E+05    0.6771157629E+00    0.4410387017E+00    0.1528203294E-01
    0.2300000000E+05    0.6773749659E+00    0.4414600841E+00    0.1525018819E-01
    0.2500000000E+05    0.6775925796E+00    0.4418182562E+00    0.1521996306E-01
    0.2700000000E+05    0.6777778684E+00    0.4421268677E+00    0.1519126077E-01
    0.2900000000E+05    0.6779375357E+00    0.4423958722E+00    0.1516397485E-01
    0.3100000000E+05    0.6780765516E+00    0.4426327028E+00    0.1513799927E-01
    0.3300000000E+05    0.6781986790E+00    0.4428430250E+00    0.1511323321E-01
    0.3500000000E+05    0.6783068192E+00    0.4430312347E+00    0.1508958306E-01
    0.3700000000E+05    0.6784032449E+00    0.4432007963E+00    0.1506696306E-01
    0.3900000000E+05    0.6784897618E+00    0.4433544783E+00    0.1504529519E-01
    0.4100000000E+05    0.6785678227E+00    0.4434945201E+00    0.1502450873E-01
    0.4300000000E+05    0.6786386097E+00    0.4436227538E+00    0.1500453967E-01
    0.4500000000E+05    0.6787030943E+00    0.4437406927E+00    0.1498533006E-01
    0.4700000000E+05    0.6787620825E+00    0.4438495987E+00    0.1496682744E-01
    0.4900000000E+05    0.6788162483E+00    0.4439505322E+00    0.1494898423E-01
    0.1000000000E+05    0.6738253676E+00    0.4359872838E+00    0.1548013038E-01
    0.3000000000E+05    0.6780093663E+00    0.4425179205E+00    0.1515082972E-01
    0.5000000000E+05    0.6788417040E+00    0.4439982954E+00    0.1494029625E-01
    0.7000000000E+05    0.6791979461E+00    0.4446948461E+00    0.1479252956E-01
    0.9000000000E+05    0.6793957780E+00    0.4451147271E+00    0.1467926454E-01
    0.1100000000E+06    0.6795216709E+00    0.4454023985E+00    0.1458762292E-01
    0.1300000000E+06    0.6796088474E+00    0.4456155354E+00    0.1451076115E-01
    0.1500000000E+06    0.6796728011E+00    0.4457819887E+00    0.1444462581E-01
    0.1700000000E+06    0.6797217308E+00    0.4459169832E+00    0.1438662300E-01
    0.1900000000E+06    0.6797603818E+00    0.4460296058E+00    0.1433499450E-01
    0.2100000000E+06    0.6797916908E+00    0.4461256481E+00    0.1428849438E-01
    0.2300000000E+06    0.6798175730E+00    0.4462089944E+00    0.1424620807E-01
    0.2500000000E+06    0.6798393305E+00    0.4462823585E+00    0.1420744464E-01
    0.2700000000E+06    0.6798578796E+00    0.4463477007E+00    0.1417166954E-01
    0.2900000000E+06    0.6798738836E+00    0.4464064769E+00    0.1413846080E-01
    0.3100000000E+06    0.6798878348E+00    0.4464597940E+00    0.1410747959E-01
    0.3300000000E+06    0.6799001062E+00    0.4465085111E+00    0.1407844972E-01
    0.3500000000E+06    0.6799109855E+00    0.4465533065E+00    0.1405114318E-01
    0.3700000000E+06    0.6799206981E+00    0.4465947237E+00    0.1402536952E-01
    0.3900000000E+06    0.6799294234E+00    0.4466332047E+00    0.1400096808E-01
    0.4100000000E+06    0.6799373055E+00    0.4466691130E+00    0.1397780212E-01
    0.4300000000E+06    0.6799444620E+00    0.4467027504E+00    0.1395575423E-01
    0.4500000000E+06    0.6799509895E+00    0.4467343706E+00    0.1393472294E-01
    0.4700000000E+06    0.6799569680E+00    0.4467641882E+00    0.1391461992E-01
    0.4900000000E+06    0.6799624647E+00    0.4467923864E+00    0.1389536782E-01
    0.1000000000E+06    0.6794650169E+00    0.4452704459E+00    0.1463125763E-01
    0.3000000000E+06    0.6798810902E+00    0.4464337592E+00    0.1412271029E-01
    0.5000000000E+06    0.6799650504E+00    0.4468059283E+00    0.1388603927E-01
    0.7000000000E+06    0.6800014587E+00    0.4470205097E+00    0.1373118355E-01
    0.9000000000E+06    0.6800219613E+00    0.4471695059E+00    0.1361623101E-01
    0.1100000000E+07    0.6800352046E+00    0.4472829943E+00    0.1352493291E-01
    0.1300000000E+07    0.6800445214E+00    0.4473743595E+00    0.1344928248E-01
    0.1500000000E+07    0.6800514709E+00    0.4474506724E+00    0.1338474483E-01
    0.1700000000E+07    0.6800568805E+00    0.4475161057E+00    0.1332850337E-01
    0.1900000000E+07    0.6800612307E+00    0.4475733207E+00    0.1327868945E-01
    0.2100000000E+07    0.6800648199E+00    0.4476241158E+00    0.1323400018E-01
    0.2300000000E+07    0.6800678431E+00    0.4476697612E+00    0.1319349122E-01
    0.2500000000E+07    0.6800704336E+00    0.4477111870E+00    0.1315645641E-01
    0.2700000000E+07    0.6800726853E+00    0.4477490936E+00    0.1312235399E-01
