     Pressure (Pa)     22mC5-400 (mol/kg)     2mC6-400 (mol/kg)     33mC5-400 (mol/kg)
    0.1000000000E+01    0.6304108387E-02    0.4759159714E-02    0.1291479284E-03
    0.3000000000E+01    0.1840249912E-01    0.1391532075E-01    0.3775288725E-03
    0.5000000000E+01    0.2987337048E-01    0.2262286557E-01    0.6136232130E-03
    0.7000000000E+01    0.4077270237E-01    0.3091861884E-01    0.8384345056E-03
    0.9000000000E+01    0.5114982206E-01    0.3883516175E-01    0.1052851132E-02
    0.1100000000E+02    0.6104836395E-01    0.4640144628E-01    0.1257662935E-02
    0.1300000000E+02    0.7050706836E-01    0.5364330476E-01    0.1453575018E-02
    0.1500000000E+02    0.7956045003E-01    0.6058387496E-01    0.1641219265E-02
    0.1700000000E+02    0.8823936028E-01    0.6724395671E-01    0.1821164001E-02
    0.1900000000E+02    0.9657146200E-01    0.7364231249E-01    0.1993922145E-02
    0.2100000000E+02    0.1045816329E+00    0.7979592206E-01    0.2159958113E-02
    0.2300000000E+02    0.1122923090E+00    0.8572019920E-01    0.2319693695E-02
    0.2500000000E+02    0.1197237788E+00    0.9142917693E-01    0.2473513081E-02
    0.2700000000E+02    0.1268944362E+00    0.9693566651E-01    0.2621767177E-02
    0.2900000000E+02    0.1338209979E+00    0.1022513944E+00    0.2764777324E-02
    0.3100000000E+02    0.1405186922E+00    0.1073871210E+00    0.2902838520E-02
    0.3300000000E+02    0.1470014228E+00    0.1123527433E+00    0.3036222212E-02
    0.3500000000E+02    0.1532819111E+00    0.1171573847E+00    0.3165178738E-02
    0.3700000000E+02    0.1593718209E+00    0.1218094735E+00    0.3289939453E-02
    0.3900000000E+02    0.1652818673E+00    0.1263168115E+00    0.3410718606E-02
    0.4100000000E+02    0.1710219130E+00    0.1306866345E+00    0.3527714980E-02
    0.4300000000E+02    0.1766010524E+00    0.1349256662E+00    0.3641113349E-02
    0.4500000000E+02    0.1820276863E+00    0.1390401645E+00    0.3751085765E-02
    0.4700000000E+02    0.1873095881E+00    0.1430359645E+00    0.3857792697E-02
    0.4900000000E+02    0.1924539623E+00    0.1469185150E+00    0.3961384051E-02
    0.1000000000E+02    0.5615638766E-01    0.4266040403E-01    0.1156411727E-02
    0.3000000000E+02    0.1371975552E+00    0.1048411202E+00    0.2834409054E-02
    0.5000000000E+02    0.1949766855E+00    0.1488189272E+00    0.4012055568E-02
    0.7000000000E+02    0.2396054704E+00    0.1819609638E+00    0.4891642356E-02
    0.9000000000E+02    0.2758174416E+00    0.2079870613E+00    0.5575663302E-02
    0.1100000000E+03    0.3061648041E+00    0.2290361207E+00    0.6123185604E-02
    0.1300000000E+03    0.3321718322E+00    0.2464471277E+00    0.6571233886E-02
    0.1500000000E+03    0.3548223143E+00    0.2611096814E+00    0.6944418501E-02
    0.1700000000E+03    0.3747907775E+00    0.2736414062E+00    0.7259822032E-02
    0.1900000000E+03    0.3925623839E+00    0.2844859593E+00    0.7529705072E-02
    0.2100000000E+03    0.4084997020E+00    0.2939708671E+00    0.7763106129E-02
    0.2300000000E+03    0.4228821555E+00    0.3023434493E+00    0.7966837104E-02
    0.2500000000E+03    0.4359305263E+00    0.3097940651E+00    0.8146128358E-02
    0.2700000000E+03    0.4478228429E+00    0.3164716655E+00    0.8305060810E-02
    0.2900000000E+03    0.4587050768E+00    0.3224944932E+00    0.8446863467E-02
    0.3100000000E+03    0.4686985837E+00    0.3279576188E+00    0.8574123153E-02
    0.3300000000E+03    0.4779054307E+00    0.3329383601E+00    0.8688935347E-02
    0.3500000000E+03    0.4864123081E+00    0.3375002475E+00    0.8793014585E-02
    0.3700000000E+03    0.4942934662E+00    0.3416959725E+00    0.8887776539E-02
    0.3900000000E+03    0.5016129629E+00    0.3455696114E+00    0.8974399879E-02
    0.4100000000E+03    0.5084264143E+00    0.3491583232E+00    0.9053873481E-02
    0.4300000000E+03    0.5147823783E+00    0.3524936620E+00    0.9127032872E-02
    0.4500000000E+03    0.5207234617E+00    0.3556026008E+00    0.9194588638E-02
    0.4700000000E+03    0.5262872180E+00    0.3585083397E+00    0.9257148800E-02
    0.4900000000E+03    0.5315068814E+00    0.3612309479E+00    0.9315236570E-02
    0.1000000000E+03    0.2916123589E+00    0.2190365939E+00    0.5863801789E-02
    0.3000000000E+03    0.4638061413E+00    0.3252908226E+00    0.8512170154E-02
    0.5000000000E+03    0.5339970343E+00    0.3625291226E+00    0.9342747182E-02
    0.7000000000E+03    0.5714063984E+00    0.3821185535E+00    0.9741343949E-02
    0.9000000000E+03    0.5942333100E+00    0.3943784651E+00    0.9971475688E-02
    0.1100000000E+04    0.6094468472E+00    0.4028313425E+00    0.1011844423E-01
    0.1300000000E+04    0.6202395662E+00    0.4090338273E+00    0.1021832603E-01
    0.1500000000E+04    0.6282598017E+00    0.4137885223E+00    0.1028906168E-01
    0.1700000000E+04    0.6344366851E+00    0.4175540709E+00    0.1034059240E-01
    0.1900000000E+04    0.6393305353E+00    0.4206126408E+00    0.1037886951E-01
    0.2100000000E+04    0.6432978592E+00    0.4231477899E+00    0.1040766856E-01
    0.2300000000E+04    0.6465755834E+00    0.4252842768E+00    0.1042949556E-01
    0.2500000000E+04    0.6493269462E+00    0.4271099530E+00    0.1044607522E-01
    0.2700000000E+04    0.6516678805E+00    0.4286885191E+00    0.1045863042E-01
