# pressure,muc,muc_err,molkg,molkg_err,_
1.000000000000000021e-02,4.706317857000000271e-01,1.943270789999999859e-02,8.159225850000000058e-02,3.369000100000000067e-03,nan
5.000000000000000278e-02,1.877989285700000011e+00,5.686517010000000094e-02,3.255823169000000017e-01,9.858572700000000147e-03,nan
1.000000000000000056e-01,2.681047321399999905e+00,2.232876940000000018e-02,4.648064849999999915e-01,3.871082999999999989e-03,nan
5.000000000000000000e-01,3.706620714300000063e+00,1.022420270000000062e-02,6.426075852999999505e-01,1.772544499999999983e-03,nan
1.000000000000000000e+00,3.842388392899999783e+00,8.864339699999999531e-03,6.661452890000000293e-01,1.536788400000000006e-03,nan
5.000000000000000000e+00,3.969958392900000188e+00,2.958058799999999794e-03,6.882617815999999555e-01,5.128313000000000446e-04,nan
1.000000000000000000e+01,3.985283571400000113e+00,8.962939000000000279e-04,6.909186696000000349e-01,1.553881999999999974e-04,nan
5.000000000000000000e+01,3.996713571399999942e+00,2.213481900000000089e-03,6.929002601999999511e-01,3.837458000000000080e-04,nan
1.000000000000000000e+02,3.998610714299999813e+00,5.591367999999999555e-04,6.932291631000000454e-01,9.693619999999999526e-05,nan
5.000000000000000000e+02,3.999725000000000197e+00,1.440281999999999977e-04,6.934223441000000321e-01,2.496979999999999935e-05,nan
1.000000000000000000e+03,3.999779107100000175e+00,4.765737000000000142e-04,6.934317245000000129e-01,8.262239999999999689e-05,nan
5.000000000000000000e+03,3.999964107099999833e+00,9.963859999999999839e-05,6.934637974999999788e-01,1.727410000000000119e-05,nan
1.000000000000000000e+04,3.999946607100000051e+00,1.482185999999999974e-04,6.934607634999999659e-01,2.569629999999999994e-05,nan
5.000000000000000000e+04,4.000000000000000000e+00,0.000000000000000000e+00,6.934700201000000286e-01,0.000000000000000000e+00,nan
1.000000000000000000e+05,4.000000000000000000e+00,0.000000000000000000e+00,6.934700201000000286e-01,0.000000000000000000e+00,nan
5.000000000000000000e+05,3.999943392900000116e+00,9.797599999999999842e-05,6.934602063000000483e-01,1.698589999999999944e-05,nan
1.000000000000000000e+06,4.000000000000000000e+00,0.000000000000000000e+00,6.934700201000000286e-01,0.000000000000000000e+00,nan
5.000000000000000000e+06,4.000000000000000000e+00,0.000000000000000000e+00,6.934700201000000286e-01,0.000000000000000000e+00,nan
1.000000000000000000e+07,3.999986428600000199e+00,3.767429999999999943e-05,6.934676672999999791e-01,6.531500000000000061e-06,nan
5.000000000000000000e+07,4.000000000000000000e+00,0.000000000000000000e+00,6.934700201000000286e-01,0.000000000000000000e+00,nan
1.000000000000000000e+08,4.000000000000000000e+00,0.000000000000000000e+00,6.934700201000000286e-01,0.000000000000000000e+00,nan
