     Pressure (Pa)     2mC6-400 (mol/kg)     33mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1582338037E-02    0.7731134323E-03    0.1019097615E-01
    0.3000000000E+01    0.4604393658E-02    0.2250344562E-02    0.2953220509E-01
    0.5000000000E+01    0.7452439364E-02    0.3643428525E-02    0.4760282450E-01
    0.7000000000E+01    0.1014357867E-01    0.4960672015E-02    0.6452712744E-01
    0.9000000000E+01    0.1269269193E-01    0.6209298565E-02    0.8041361062E-01
    0.1100000000E+02    0.1511278558E-01    0.7395618995E-02    0.9535741090E-01
    0.1300000000E+02    0.1741527774E-01    0.8525170807E-02    0.1094423041E+00
    0.1500000000E+02    0.1961023338E-01    0.9602832915E-02    0.1227423553E+00
    0.1700000000E+02    0.2170655910E-01    0.1063292063E-01    0.1353232890E+00
    0.1900000000E+02    0.2371216528E-01    0.1161926474E-01    0.1472436341E+00
    0.2100000000E+02    0.2563410185E-01    0.1256527773E-01    0.1585556846E+00
    0.2300000000E+02    0.2747867259E-01    0.1347400942E-01    0.1693063108E+00
    0.2500000000E+02    0.2925153165E-01    0.1434819406E-01    0.1795376461E+00
    0.2700000000E+02    0.3095776556E-01    0.1519029024E-01    0.1892876729E+00
    0.2900000000E+02    0.3260196320E-01    0.1600251498E-01    0.1985907232E+00
    0.3100000000E+02    0.3418827561E-01    0.1678687283E-01    0.2074779075E+00
    0.3300000000E+02    0.3572046746E-01    0.1754518094E-01    0.2159774863E+00
    0.3500000000E+02    0.3720196145E-01    0.1827909064E-01    0.2241151894E+00
    0.3700000000E+02    0.3863587669E-01    0.1899010613E-01    0.2319144947E+00
    0.3900000000E+02    0.4002506203E-01    0.1967960068E-01    0.2393968699E+00
    0.4100000000E+02    0.4137212521E-01    0.2034883077E-01    0.2465819840E+00
    0.4300000000E+02    0.4267945814E-01    0.2099894843E-01    0.2534878927E+00
    0.4500000000E+02    0.4394925922E-01    0.2163101205E-01    0.2601312012E+00
    0.4700000000E+02    0.4518355285E-01    0.2224599583E-01    0.2665272074E+00
    0.4900000000E+02    0.4638420669E-01    0.2284479823E-01    0.2726900290E+00
