     Pressure (Pa)     2mC6-400 (mol/kg)     33mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1564231819E-02    0.3821926638E-03    0.2009305847E-01
    0.3000000000E+01    0.4457779177E-02    0.1089867009E-02    0.5670324807E-01
    0.5000000000E+01    0.7084188549E-02    0.1733119110E-02    0.8922044254E-01
    0.7000000000E+01    0.9488012765E-02    0.2322760398E-02    0.1183022144E+00
    0.9000000000E+01    0.1170440011E-01    0.2867311496E-02    0.1444720374E+00
    0.1100000000E+02    0.1376142727E-01    0.3373571642E-02    0.1681518408E+00
    0.1300000000E+02    0.1568177487E-01    0.3847027477E-02    0.1896855168E+00
    0.1500000000E+02    0.1748395130E-01    0.4292151491E-02    0.2093561853E+00
    0.1700000000E+02    0.1918320029E-01    0.4712623211E-02    0.2273990663E+00
    0.1900000000E+02    0.2079218312E-01    0.5111495406E-02    0.2440112135E+00
    0.2100000000E+02    0.2232149799E-01    0.5491320531E-02    0.2593589646E+00
    0.2300000000E+02    0.2378007984E-01    0.5854248034E-02    0.2735837118E+00
    0.2500000000E+02    0.2517551152E-01    0.6202100008E-02    0.2868064172E+00
    0.2700000000E+02    0.2651426814E-01    0.6536430592E-02    0.2991311812E+00
    0.2900000000E+02    0.2780191077E-01    0.6858573024E-02    0.3106480876E+00
    0.3100000000E+02    0.2904324128E-01    0.7169677212E-02    0.3214354909E+00
    0.3300000000E+02    0.3024242694E-01    0.7470739979E-02    0.3315618695E+00
    0.3500000000E+02    0.3140310159E-01    0.7762629566E-02    0.3410873379E+00
    0.3700000000E+02    0.3252844814E-01    0.8046105639E-02    0.3500648889E+00
    0.3900000000E+02    0.3362126644E-01    0.8321835704E-02    0.3585414209E+00
    0.4100000000E+02    0.3468402931E-01    0.8590408670E-02    0.3665585918E+00
    0.4300000000E+02    0.3571892915E-01    0.8852346109E-02    0.3741535332E+00
    0.4500000000E+02    0.3672791683E-01    0.9108111661E-02    0.3813594509E+00
    0.4700000000E+02    0.3771273440E-01    0.9358118913E-02    0.3882061315E+00
    0.4900000000E+02    0.3867494260E-01    0.9602738052E-02    0.3947203735E+00
    0.1000000000E+02    0.1275130587E-01    0.3124858200E-02    0.1566000968E+00
    0.3000000000E+02    0.2842809100E-01    0.7015439321E-02    0.3161284850E+00
    0.5000000000E+02    0.3914801216E-01    0.9723132295E-02    0.3978604787E+00
    0.7000000000E+02    0.4769803078E-01    0.1191333853E-01    0.4479853267E+00
    0.9000000000E+02    0.5497761885E-01    0.1379862324E-01    0.4820737272E+00
    0.1100000000E+03    0.6137899767E-01    0.1547114532E-01    0.5068706957E+00
    0.1300000000E+03    0.6711160985E-01    0.1698009066E-01    0.5257838934E+00
    0.1500000000E+03    0.7230467077E-01    0.1835592029E-01    0.5407255682E+00
    0.1700000000E+03    0.7704654388E-01    0.1961959982E-01    0.5528542535E+00
    0.1900000000E+03    0.8140220211E-01    0.2078666156E-01    0.5629141301E+00
    0.2100000000E+03    0.8542191245E-01    0.2186921350E-01    0.5714058145E+00
    0.2300000000E+03    0.8914598707E-01    0.2287703466E-01    0.5786789130E+00
    0.2500000000E+03    0.9260760010E-01    0.2381822404E-01    0.5849852455E+00
    0.2700000000E+03    0.9583457529E-01    0.2469961305E-01    0.5905109779E+00
    0.2900000000E+03    0.9885058697E-01    0.2552704361E-01    0.5953968269E+00
    0.3100000000E+03    0.1016760058E+00    0.2630556490E-01    0.5997512121E+00
    0.3300000000E+03    0.1043285181E+00    0.2703957824E-01    0.6036590756E+00
    0.3500000000E+03    0.1068235930E+00    0.2773294708E-01    0.6071879499E+00
    0.3700000000E+03    0.1091748452E+00    0.2838908281E-01    0.6103922303E+00
    0.3900000000E+03    0.1113943216E+00    0.2901101298E-01    0.6133162421E+00
    0.4100000000E+03    0.1134927317E+00    0.2960143648E-01    0.6159964845E+00
    0.4300000000E+03    0.1154796357E+00    0.3016276878E-01    0.6184632965E+00
    0.4500000000E+03    0.1173636000E+00    0.3069717946E-01    0.6207421133E+00
    0.4700000000E+03    0.1191523266E+00    0.3120662363E-01    0.6228544264E+00
    0.4900000000E+03    0.1208527620E+00    0.3169286842E-01    0.6248185244E+00
    0.1000000000E+03    0.5827239377E-01    0.1465779723E-01    0.4953722787E+00
    0.3000000000E+03    0.1002859583E+00    0.2592212908E-01    0.5976346751E+00
    0.5000000000E+03    0.1216718578E+00    0.3192779749E-01    0.6257499776E+00
    0.7000000000E+03    0.1346662073E+00    0.3572770467E-01    0.6394357372E+00
    0.9000000000E+03    0.1433534424E+00    0.3836987965E-01    0.6476950273E+00
    0.1100000000E+04    0.1495399812E+00    0.4032584872E-01    0.6532920999E+00
    0.1300000000E+04    0.1541492458E+00    0.4184024713E-01    0.6573724330E+00
    0.1500000000E+04    0.1577019481E+00    0.4305296089E-01    0.6605006760E+00
    0.1700000000E+04    0.1605136631E+00    0.4404992276E-01    0.6629890534E+00
    0.1900000000E+04    0.1627865566E+00    0.4488692124E-01    0.6650249997E+00
    0.2100000000E+04    0.1646559873E+00    0.4560180414E-01    0.6667282218E+00
    0.2300000000E+04    0.1662159050E+00    0.4622118657E-01    0.6681789631E+00
    0.2500000000E+04    0.1675335007E+00    0.4676435213E-01    0.6694331489E+00
    0.2700000000E+04    0.1686580589E+00    0.4724562973E-01    0.6705310232E+00
    0.2900000000E+04    0.1696265224E+00    0.4767589947E-01    0.6715023327E+00
    0.3100000000E+04    0.1704671070E+00    0.4806357902E-01    0.6723695710E+00
    0.3300000000E+04    0.1712017208E+00    0.4841528854E-01    0.6731500836E+00
    0.3500000000E+04    0.1718476220E+00    0.4873631043E-01    0.6738574760E+00
    0.3700000000E+04    0.1724185823E+00    0.4903091417E-01    0.6745025810E+00
    0.3900000000E+04    0.1729257189E+00    0.4930259047E-01    0.6750941386E+00
    0.4100000000E+04    0.1733780994E+00    0.4955422306E-01    0.6756392838E+00
    0.4300000000E+04    0.1737831897E+00    0.4978821662E-01    0.6761439036E+00
    0.4500000000E+04    0.1741471895E+00    0.5000659353E-01    0.6766129016E+00
    0.4700000000E+04    0.1744752873E+00    0.5021106792E-01    0.6770503977E+00
    0.4900000000E+04    0.1747718565E+00    0.5040310301E-01    0.6774598810E+00
    0.1000000000E+04    0.1466886216E+00    0.3941499285E-01    0.6507347447E+00
    0.3000000000E+04    0.1700613048E+00    0.4787461331E-01    0.6719477751E+00
    0.5000000000E+04    0.1749095000E+00    0.5049485575E-01    0.6776550652E+00
    0.7000000000E+04    0.1766676232E+00    0.5190595379E-01    0.6806241449E+00
    0.9000000000E+04    0.1774169599E+00    0.5283675553E-01    0.6825593381E+00
    0.1100000000E+05    0.1777350290E+00    0.5351902418E-01    0.6839760016E+00
    0.1300000000E+05    0.1778394749E+00    0.5405223612E-01    0.6850888092E+00
    0.1500000000E+05    0.1778281367E+00    0.5448718305E-01    0.6860049568E+00
    0.1700000000E+05    0.1777503783E+00    0.5485294475E-01    0.6867847065E+00
    0.1900000000E+05    0.1776332103E+00    0.5516758375E-01    0.6874649072E+00
    0.2100000000E+05    0.1774923177E+00    0.5544302526E-01    0.6880695541E+00
    0.2300000000E+05    0.1773372251E+00    0.5568752481E-01    0.6886150564E+00
    0.2500000000E+05    0.1771739153E+00    0.5590701814E-01    0.6891130834E+00
    0.2700000000E+05    0.1770062428E+00    0.5610590728E-01    0.6895722041E+00
    0.2900000000E+05    0.1768367368E+00    0.5628754196E-01    0.6899988819E+00
    0.3100000000E+05    0.1766670768E+00    0.5645452724E-01    0.6903981032E+00
    0.3300000000E+05    0.1764983841E+00    0.5660892712E-01    0.6907737906E+00
    0.3500000000E+05    0.1763314058E+00    0.5675240342E-01    0.6911290819E+00
    0.3700000000E+05    0.1761666348E+00    0.5688631311E-01    0.6914665249E+00
    0.3900000000E+05    0.1760043882E+00    0.5701177798E-01    0.6917882149E+00
    0.4100000000E+05    0.1758448607E+00    0.5712973568E-01    0.6920958951E+00
    0.4300000000E+05    0.1756881617E+00    0.5724097762E-01    0.6923910311E+00
    0.4500000000E+05    0.1755343401E+00    0.5734617771E-01    0.6926748662E+00
    0.4700000000E+05    0.1753834022E+00    0.5744591435E-01    0.6929484645E+00
    0.4900000000E+05    0.1752353248E+00    0.5754068756E-01    0.6932127431E+00
    0.1000000000E+05    0.1776120709E+00    0.5320107736E-01    0.6833153701E+00
    0.3000000000E+05    0.1767518455E+00    0.5637272597E-01    0.6902016583E+00
    0.5000000000E+05    0.1751623457E+00    0.5758635109E-01    0.6933416406E+00
