     Pressure (Pa)     2mC6-400 (mol/kg)     33mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.7816024886E-02    0.1272999654E-03    0.1343033462E-01
    0.3000000000E+01    0.2223239035E-01    0.3622441535E-03    0.3808838794E-01
    0.5000000000E+01    0.3524119460E-01    0.5744365809E-03    0.6020759310E-01
    0.7000000000E+01    0.4705213769E-01    0.7672725094E-03    0.8017868133E-01
    0.9000000000E+01    0.5783383556E-01    0.9434806641E-03    0.9831526977E-01
    0.1100000000E+02    0.6772354452E-01    0.1105281238E-02    0.1148720560E+00
    0.1300000000E+02    0.7683423632E-01    0.1254500801E-02    0.1300580863E+00
    0.1500000000E+02    0.8525983016E-01    0.1392657245E-02    0.1440465881E+00
    0.1700000000E+02    0.9307911929E-01    0.1521023507E-02    0.1569823613E+00
    0.1900000000E+02    0.1003587579E+00    0.1640676026E-02    0.1689874088E+00
    0.2100000000E+02    0.1071555611E+00    0.1752532038E-02    0.1801652769E+00
    0.2300000000E+02    0.1135182965E+00    0.1857378615E-02    0.1906044383E+00
    0.2500000000E+02    0.1194890934E+00    0.1955895509E-02    0.2003809553E+00
    0.2700000000E+02    0.1251045633E+00    0.2048673289E-02    0.2095605966E+00
    0.2900000000E+02    0.1303966974E+00    0.2136227882E-02    0.2182005332E+00
    0.3100000000E+02    0.1353935929E+00    0.2219012322E-02    0.2263507097E+00
    0.3300000000E+02    0.1401200435E+00    0.2297426311E-02    0.2340549593E+00
    0.3500000000E+02    0.1445980251E+00    0.2371824070E-02    0.2413519185E+00
    0.3700000000E+02    0.1488470963E+00    0.2442520812E-02    0.2482757819E+00
    0.3900000000E+02    0.1528847312E+00    0.2509798133E-02    0.2548569279E+00
    0.4100000000E+02    0.1567265986E+00    0.2573908507E-02    0.2611224418E+00
    0.4300000000E+02    0.1603867955E+00    0.2635079071E-02    0.2670965543E+00
    0.4500000000E+02    0.1638780458E+00    0.2693514826E-02    0.2728010121E+00
    0.4700000000E+02    0.1672118681E+00    0.2749401350E-02    0.2782553911E+00
    0.4900000000E+02    0.1703987196E+00    0.2802907118E-02    0.2834773637E+00
    0.1000000000E+02    0.6288262752E-01    0.1026059629E-02    0.1067771320E+00
    0.3000000000E+02    0.1329304291E+00    0.2178190239E-02    0.2223339703E+00
    0.5000000000E+02    0.1719400395E+00    0.2828815685E-02    0.2860062566E+00
    0.7000000000E+02    0.1969643368E+00    0.3252834662E-02    0.3275637817E+00
    0.9000000000E+02    0.2143308564E+00    0.3552225419E-02    0.3574307445E+00
    0.1100000000E+03    0.2270094722E+00    0.3774914945E-02    0.3802660799E+00
    0.1300000000E+03    0.2366014276E+00    0.3946800797E-02    0.3984906479E+00
    0.1500000000E+03    0.2440531717E+00    0.4083232831E-02    0.4134990819E+00
    0.1700000000E+03    0.2499621526E+00    0.4193931449E-02    0.4261576612E+00
    0.1900000000E+03    0.2547247056E+00    0.4285367398E-02    0.4370362992E+00
    0.2100000000E+03    0.2586141995E+00    0.4362020470E-02    0.4465273041E+00
    0.2300000000E+03    0.2618252240E+00    0.4427092077E-02    0.4549107958E+00
    0.2500000000E+03    0.2644999518E+00    0.4482930984E-02    0.4623929198E+00
    0.2700000000E+03    0.2667445666E+00    0.4531299033E-02    0.4691292718E+00
    0.2900000000E+03    0.2686398789E+00    0.4573543149E-02    0.4752398485E+00
    0.3100000000E+03    0.2702483994E+00    0.4610710168E-02    0.4808189228E+00
    0.3300000000E+03    0.2716191778E+00    0.4643625530E-02    0.4859417588E+00
    0.3500000000E+03    0.2727911891E+00    0.4672948477E-02    0.4906692995E+00
    0.3700000000E+03    0.2737957529E+00    0.4699211555E-02    0.4950515105E+00
    0.3900000000E+03    0.2746582906E+00    0.4722849382E-02    0.4991298144E+00
    0.4100000000E+03    0.2753996244E+00    0.4744219954E-02    0.5029388946E+00
    0.4300000000E+03    0.2760369496E+00    0.4763620638E-02    0.5065080522E+00
    0.4500000000E+03    0.2765845733E+00    0.4781300338E-02    0.5098622430E+00
    0.4700000000E+03    0.2770544804E+00    0.4797468864E-02    0.5130228784E+00
    0.4900000000E+03    0.2774567744E+00    0.4812304215E-02    0.5160084529E+00
    0.1000000000E+03    0.2211353690E+00    0.3671205848E-02    0.3695431318E+00
    0.3000000000E+03    0.2694766524E+00    0.4592705256E-02    0.4780907367E+00
    0.5000000000E+03    0.2776352955E+00    0.4819270312E-02    0.5174406984E+00
    0.7000000000E+03    0.2791742383E+00    0.4915878402E-02    0.5398828363E+00
    0.9000000000E+03    0.2788390946E+00    0.4968383214E-02    0.5549865749E+00
    0.1100000000E+04    0.2778734579E+00    0.5001439921E-02    0.5660905605E+00
    0.1300000000E+04    0.2766998816E+00    0.5024481533E-02    0.5747195754E+00
    0.1500000000E+04    0.2754825642E+00    0.5041793764E-02    0.5816865550E+00
    0.1700000000E+04    0.2742892906E+00    0.5055564593E-02    0.5874714241E+00
    0.1900000000E+04    0.2731477920E+00    0.5067010457E-02    0.5923788703E+00
    0.2100000000E+04    0.2720680151E+00    0.5076853484E-02    0.5966131911E+00
    0.2300000000E+04    0.2710517385E+00    0.5085545409E-02    0.6003173403E+00
    0.2500000000E+04    0.2700969941E+00    0.5093381257E-02    0.6035948353E+00
    0.2700000000E+04    0.2692001869E+00    0.5100560820E-02    0.6065227782E+00
    0.2900000000E+04    0.2683571362E+00    0.5107223681E-02    0.6091599665E+00
    0.3100000000E+04    0.2675635883E+00    0.5113470042E-02    0.6115521463E+00
    0.3300000000E+04    0.2668154622E+00    0.5119373587E-02    0.6137355283E+00
    0.3500000000E+04    0.2661089590E+00    0.5124989675E-02    0.6157392087E+00
    0.3700000000E+04    0.2654405997E+00    0.5130360718E-02    0.6175868772E+00
    0.3900000000E+04    0.2648072271E+00    0.5135519784E-02    0.6192980475E+00
    0.4100000000E+04    0.2642059899E+00    0.5140493081E-02    0.6208889617E+00
    0.4300000000E+04    0.2636343192E+00    0.5145301688E-02    0.6223732655E+00
    0.4500000000E+04    0.2630899020E+00    0.5149962798E-02    0.6237625203E+00
    0.4700000000E+04    0.2625706550E+00    0.5154490608E-02    0.6250665964E+00
    0.4900000000E+04    0.2620747003E+00    0.5158896988E-02    0.6262939795E+00
    0.1000000000E+04    0.2783993434E+00    0.4986571890E-02    0.5609193994E+00
