     Pressure (Pa)     2mC6-400 (mol/kg)     33mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.3133897653E-02    0.3828360668E-03    0.1679482617E-01
    0.3000000000E+01    0.8956708672E-02    0.1094714594E-02    0.4765992535E-01
    0.5000000000E+01    0.1426472230E-01    0.1744402480E-02    0.7536825315E-01
    0.7000000000E+01    0.1913525167E-01    0.2341281472E-02    0.1003908977E+00
    0.9000000000E+01    0.2363051689E-01    0.2892895690E-02    0.1231091526E+00
    0.1100000000E+02    0.2780114897E-01    0.3405379072E-02    0.1438349732E+00
    0.1300000000E+02    0.3168876488E-01    0.3883769372E-02    0.1628260817E+00
    0.1500000000E+02    0.3532788801E-01    0.4332242235E-02    0.1802972862E+00
    0.1700000000E+02    0.3874739954E-01    0.4754288029E-02    0.1964290759E+00
    0.1900000000E+02    0.4197164892E-01    0.5152847070E-02    0.2113742285E+00
    0.2100000000E+02    0.4502131289E-01    0.5530414183E-02    0.2252629468E+00
    0.2300000000E+02    0.4791406687E-01    0.5889120385E-02    0.2382068915E+00
    0.2500000000E+02    0.5066511476E-01    0.6230797301E-02    0.2503023789E+00
    0.2700000000E+02    0.5328761056E-01    0.6557028417E-02    0.2616329380E+00
    0.2900000000E+02    0.5579299677E-01    0.6869190173E-02    0.2722713722E+00
    0.3100000000E+02    0.5819127793E-01    0.7168485184E-02    0.2822814333E+00
    0.3300000000E+02    0.6049124347E-01    0.7455969273E-02    0.2917191918E+00
    0.3500000000E+02    0.6270065023E-01    0.7732573613E-02    0.3006341647E+00
    0.3700000000E+02    0.6482637318E-01    0.7999122990E-02    0.3090702499E+00
    0.3900000000E+02    0.6687453035E-01    0.8256350934E-02    0.3170665051E+00
    0.4100000000E+02    0.6885058706E-01    0.8504912350E-02    0.3246578002E+00
    0.4300000000E+02    0.7075944342E-01    0.8745394092E-02    0.3318753665E+00
    0.4500000000E+02    0.7260550796E-01    0.8978323873E-02    0.3387472620E+00
    0.4700000000E+02    0.7439276002E-01    0.9204177807E-02    0.3452987665E+00
    0.4900000000E+02    0.7612480286E-01    0.9423386820E-02    0.3515527190E+00
    0.1000000000E+02    0.2575362492E-01    0.3153691253E-02    0.1337038865E+00
    0.3000000000E+02    0.5700494998E-01    0.7020376873E-02    0.2773512792E+00
    0.5000000000E+02    0.7697115528E-01    0.9530623150E-02    0.3545746551E+00
    0.7000000000E+02    0.9165573706E-01    0.1140486354E-01    0.4035088934E+00
    0.9000000000E+02    0.1032307524E+00    0.1290254102E-01    0.4376415031E+00
