     Pressure (Pa)     22mC5-400 (mol/kg)     3mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.5286358219E-02    0.4214496527E-02    0.3419455417E-02
    0.3000000000E+01    0.1561626201E-01    0.1236645284E-01    0.1003463760E-01
    0.5000000000E+01    0.2563462104E-01    0.2016880078E-01    0.1636745863E-01
    0.7000000000E+01    0.3535532029E-01    0.2764352859E-01    0.2243564871E-01
    0.9000000000E+01    0.4479143171E-01    0.3481081907E-01    0.2825548344E-01
    0.1100000000E+02    0.5395527285E-01    0.4168923115E-01    0.3384192999E-01
    0.1300000000E+02    0.6285846055E-01    0.4829585995E-01    0.3920877605E-01
    0.1500000000E+02    0.7151196003E-01    0.5464647830E-01    0.4436874375E-01
    0.1700000000E+02    0.7992612996E-01    0.6075566212E-01    0.4933359070E-01
    0.1900000000E+02    0.8811076385E-01    0.6663690186E-01    0.5411419968E-01
    0.2100000000E+02    0.9607512804E-01    0.7230270167E-01    0.5872065856E-01
    0.2300000000E+02    0.1038279967E+00    0.7776466787E-01    0.6316233160E-01
    0.2500000000E+02    0.1113776841E+00    0.8303358815E-01    0.6744792316E-01
    0.2700000000E+02    0.1187320745E+00    0.8811950246E-01    0.7158553486E-01
    0.2900000000E+02    0.1258986491E+00    0.9303176669E-01    0.7558271689E-01
    0.3100000000E+02    0.1328845121E+00    0.9777910993E-01    0.7944651412E-01
    0.3300000000E+02    0.1396964137E+00    0.1023696861E+00    0.8318350769E-01
    0.3500000000E+02    0.1463407722E+00    0.1068111205E+00    0.8679985259E-01
    0.3700000000E+02    0.1528236940E+00    0.1111105522E+00    0.9030131157E-01
    0.3900000000E+02    0.1591509920E+00    0.1152746716E+00    0.9369328593E-01
    0.4100000000E+02    0.1653282037E+00    0.1193097560E+00    0.9698084341E-01
    0.4300000000E+02    0.1713606068E+00    0.1232217000E+00    0.1001687436E+00
    0.4500000000E+02    0.1772532345E+00    0.1270160451E+00    0.1032614609E+00
    0.4700000000E+02    0.1830108892E+00    0.1306980052E+00    0.1062632057E+00
    0.4900000000E+02    0.1886381560E+00    0.1342724907E+00    0.1091779436E+00
    0.1000000000E+02    0.4940664419E-01    0.3828503390E-01    0.3107699227E-01
    0.3000000000E+02    0.1294137396E+00    0.9542553091E-01    0.7753086687E-01
    0.5000000000E+02    0.1914042703E+00    0.1360208873E+00    0.1106038615E+00
    0.7000000000E+02    0.2408481269E+00    0.1663404972E+00    0.1353573544E+00
    0.9000000000E+02    0.2812044422E+00    0.1898422928E+00    0.1545850479E+00
    0.1100000000E+03    0.3147677821E+00    0.2085896817E+00    0.1699552097E+00
    0.1300000000E+03    0.3431201857E+00    0.2238900566E+00    0.1825256332E+00
    0.1500000000E+03    0.3673878162E+00    0.2366119334E+00    0.1929995282E+00
    0.1700000000E+03    0.3883941320E+00    0.2473548165E+00    0.2018626413E+00
    0.1900000000E+03    0.4067551888E+00    0.2565458447E+00    0.2094613071E+00
    0.2100000000E+03    0.4229410698E+00    0.2644975690E+00    0.2160491292E+00
    0.2300000000E+03    0.4373167027E+00    0.2714439524E+00    0.2218160795E+00
    0.2500000000E+03    0.4501697058E+00    0.2775636023E+00    0.2269072847E+00
    0.2700000000E+03    0.4617298309E+00    0.2829952218E+00    0.2314355269E+00
    0.2900000000E+03    0.4721828195E+00    0.2878481607E+00    0.2354897831E+00
    0.3100000000E+03    0.4816804588E+00    0.2922097870E+00    0.2391411936E+00
    0.3300000000E+03    0.4903480020E+00    0.2961507441E+00    0.2424473210E+00
    0.3500000000E+03    0.4982897233E+00    0.2997287681E+00    0.2454552434E+00
    0.3700000000E+03    0.5055931334E+00    0.3029915053E+00    0.2482038390E+00
    0.3900000000E+03    0.5123322186E+00    0.3059786231E+00    0.2507254978E+00
    0.4100000000E+03    0.5185699562E+00    0.3087234122E+00    0.2530474222E+00
    0.4300000000E+03    0.5243602882E+00    0.3112540175E+00    0.2551926258E+00
    0.4500000000E+03    0.5297496862E+00    0.3135943949E+00    0.2571807106E+00
    0.4700000000E+03    0.5347784012E+00    0.3157650624E+00    0.2590284772E+00
    0.4900000000E+03    0.5394814704E+00    0.3177836946E+00    0.2607504081E+00
    0.1000000000E+03    0.2987233251E+00    0.1997155596E+00    0.1626756942E+00
    0.3000000000E+03    0.4770426803E+00    0.2900856312E+00    0.2373619691E+00
    0.5000000000E+03    0.5417206158E+00    0.3187408624E+00    0.2615681740E+00
    0.7000000000E+03    0.5751415226E+00    0.3327213160E+00    0.2736316231E+00
    0.9000000000E+03    0.5955547875E+00    0.3409631547E+00    0.2808945540E+00
    0.1100000000E+04    0.6093175654E+00    0.3463773988E+00    0.2857667050E+00
    0.1300000000E+04    0.6192247469E+00    0.3501937436E+00    0.2892734266E+00
    0.1500000000E+04    0.6266975443E+00    0.3530205834E+00    0.2919256510E+00
