     Pressure (Pa)     22mC5-400 (mol/kg)     3mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.2124440758E-02    0.3103560425E-02    0.1678879771E-01
    0.3000000000E+01    0.6333672575E-02    0.8798005904E-02    0.4760634123E-01
    0.5000000000E+01    0.1049085550E-01    0.1389785830E-01    0.7522207180E-01
    0.7000000000E+01    0.1459694929E-01    0.1849140410E-01    0.1001106260E+00
    0.9000000000E+01    0.1865289021E-01    0.2265028562E-01    0.1226572321E+00
    0.1100000000E+02    0.2265959183E-01    0.2643324591E-01    0.1431778167E+00
    0.1300000000E+02    0.2661794563E-01    0.2988890611E-01    0.1619339186E+00
    0.1500000000E+02    0.3052882171E-01    0.3305785495E-01    0.1791439106E+00
    0.1700000000E+02    0.3439306941E-01    0.3597424130E-01    0.1949915523E+00
    0.1900000000E+02    0.3821151794E-01    0.3866700220E-01    0.2096325873E+00
    0.2100000000E+02    0.4198497693E-01    0.4116082034E-01    0.2231998865E+00
    0.2300000000E+02    0.4571423708E-01    0.4347687792E-01    0.2358074987E+00
    0.2500000000E+02    0.4940007064E-01    0.4563345577E-01    0.2475538694E+00
    0.2700000000E+02    0.5304323198E-01    0.4764641345E-01    0.2585244216E+00
    0.2900000000E+02    0.5664445809E-01    0.4952957716E-01    0.2687936401E+00
    0.3100000000E+02    0.6020446909E-01    0.5129505534E-01    0.2784267679E+00
    0.3300000000E+02    0.6372396872E-01    0.5295349730E-01    0.2874811970E+00
    0.3500000000E+02    0.6720364476E-01    0.5451430649E-01    0.2960076145E+00
    0.3700000000E+02    0.7064416952E-01    0.5598581746E-01    0.3040509546E+00
    0.3900000000E+02    0.7404620025E-01    0.5737544344E-01    0.3116511916E+00
    0.4100000000E+02    0.7741037960E-01    0.5868980017E-01    0.3188440066E+00
    0.4300000000E+02    0.8073733596E-01    0.5993481032E-01    0.3256613485E+00
    0.4500000000E+02    0.8402768390E-01    0.6111579182E-01    0.3321319098E+00
    0.4700000000E+02    0.8728202452E-01    0.6223753315E-01    0.3382815311E+00
    0.4900000000E+02    0.9050094586E-01    0.6330435756E-01    0.3441335468E+00
    0.1000000000E+02    0.2066233971E-01    0.2458550717E-01    0.1331533029E+00
    0.3000000000E+02    0.5842957112E-01    0.5042632986E-01    0.2736859588E+00
    0.5000000000E+02    0.9209730455E-01    0.6381841344E-01    0.3469546332E+00
    0.7000000000E+02    0.1222988207E+00    0.7199378184E-01    0.3919504284E+00
    0.9000000000E+02    0.1495433421E+00    0.7749409810E-01    0.4224044745E+00
    0.1100000000E+03    0.1742449942E+00    0.8144187027E-01    0.4443932090E+00
    0.1300000000E+03    0.1967440147E+00    0.8440931759E-01    0.4610204201E+00
    0.1500000000E+03    0.2173225292E+00    0.8671862240E-01    0.4740371802E+00
    0.1700000000E+03    0.2362164502E+00    0.8856497502E-01    0.4845064993E+00
    0.1900000000E+03    0.2536245676E+00    0.9007348747E-01    0.4931111238E+00
    0.2100000000E+03    0.2697155743E+00    0.9132802715E-01    0.5003096582E+00
    0.2300000000E+03    0.2846335549E+00    0.9238690224E-01    0.5064215975E+00
    0.2500000000E+03    0.2985023147E+00    0.9329189835E-01    0.5116763731E+00
    0.2700000000E+03    0.3114288268E+00    0.9407373640E-01    0.5162430115E+00
    0.2900000000E+03    0.3235059987E+00    0.9475550247E-01    0.5202487944E+00
    0.3100000000E+03    0.3348149103E+00    0.9535487715E-01    0.5237914030E+00
    0.3300000000E+03    0.3454266386E+00    0.9588562747E-01    0.5269470544E+00
    0.3500000000E+03    0.3554037538E+00    0.9635863089E-01    0.5297760931E+00
    0.3700000000E+03    0.3648015553E+00    0.9678259414E-01    0.5323269210E+00
    0.3900000000E+03    0.3736690979E+00    0.9716456778E-01    0.5346388146E+00
