     Pressure (Pa)     22mC5-400 (mol/kg)     3mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.6333783238E-02    0.3165777073E-02    0.3424734247E-02
    0.3000000000E+01    0.1865384752E-01    0.9317196918E-02    0.1008022901E-01
    0.5000000000E+01    0.3053137952E-01    0.1523959691E-01    0.1648909023E-01
    0.7000000000E+01    0.4198980238E-01    0.2094551328E-01    0.2266479727E-01
    0.9000000000E+01    0.5305091487E-01    0.2644658405E-01    0.2861986447E-01
    0.1100000000E+02    0.6373502976E-01    0.3175362805E-01    0.3436592599E-01
    0.1300000000E+02    0.7406109837E-01    0.3687671576E-01    0.3991381187E-01
    0.1500000000E+02    0.8404682268E-01    0.4182523285E-01    0.4527361635E-01
    0.1700000000E+02    0.9370875672E-01    0.4660793747E-01    0.5045475931E-01
    0.1900000000E+02    0.1030623980E+00    0.5123301178E-01    0.5546604166E-01
    0.2100000000E+02    0.1121222707E+00    0.5570810855E-01    0.6031569537E-01
    0.2300000000E+02    0.1209020005E+00    0.6004039328E-01    0.6501142875E-01
    0.2500000000E+02    0.1294143835E+00    0.6423658237E-01    0.6956046739E-01
    0.2700000000E+02    0.1376714481E+00    0.6830297774E-01    0.7396959143E-01
    0.2900000000E+02    0.1456845117E+00    0.7224549832E-01    0.7824516933E-01
    0.3100000000E+02    0.1534642326E+00    0.7606970873E-01    0.8239318864E-01
    0.3300000000E+02    0.1610206573E+00    0.7978084534E-01    0.8641928413E-01
    0.3500000000E+02    0.1683632636E+00    0.8338384019E-01    0.9032876333E-01
    0.3700000000E+02    0.1755010006E+00    0.8688334270E-01    0.9412662999E-01
    0.3900000000E+02    0.1824423246E+00    0.9028373968E-01    0.9781760550E-01
    0.4100000000E+02    0.1891952331E+00    0.9358917358E-01    0.1014061485E+00
    0.4300000000E+02    0.1957672950E+00    0.9680355930E-01    0.1048964731E+00
    0.4500000000E+02    0.2021656792E+00    0.9993059956E-01    0.1082925649E+00
    0.4700000000E+02    0.2083971808E+00    0.1029737991E+00    0.1115981971E+00
    0.4900000000E+02    0.2144682447E+00    0.1059364777E+00    0.1148169437E+00
    0.1000000000E+02    0.5843888202E-01    0.2912371323E-01    0.3151832605E-01
    0.3000000000E+02    0.1496028983E+00    0.7417205762E-01    0.8033476368E-01
    0.5000000000E+02    0.2174455364E+00    0.1073886116E+00    0.1163948006E+00
    0.7000000000E+02    0.2699011060E+00    0.1328876592E+00    0.1441266734E+00
    0.9000000000E+02    0.3116713202E+00    0.1530746667E+00    0.1661209884E+00
    0.1100000000E+03    0.3457193974E+00    0.1694498910E+00    0.1839944558E+00
    0.1300000000E+03    0.3740055976E+00    0.1829975052E+00    0.1988082853E+00
    0.1500000000E+03    0.3978784567E+00    0.1943899005E+00    0.2112879381E+00
    0.1700000000E+03    0.4182961385E+00    0.2041020638E+00    0.2219462005E+00
    0.1900000000E+03    0.4359581580E+00    0.2124790517E+00    0.2311558127E+00
    0.2100000000E+03    0.4513871394E+00    0.2197775618E+00    0.2391942343E+00
    0.2300000000E+03    0.4649814060E+00    0.2261925060E+00    0.2462722683E+00
    0.2500000000E+03    0.4770498613E+00    0.2318745386E+00    0.2525529499E+00
    0.2700000000E+03    0.4878357476E+00    0.2369419388E+00    0.2581643557E+00
    0.2900000000E+03    0.4975332126E+00    0.2414888605E+00    0.2632084998E+00
    0.3100000000E+03    0.5062991004E+00    0.2455911828E+00    0.2677676450E+00
    0.3300000000E+03    0.5142615003E+00    0.2493107361E+00    0.2719088641E+00
    0.3500000000E+03    0.5215260480E+00    0.2526984086E+00    0.2756873927E+00
    0.3700000000E+03    0.5281806388E+00    0.2557964626E+00    0.2791491316E+00
    0.3900000000E+03    0.5342990019E+00    0.2586402873E+00    0.2823325394E+00
    0.4100000000E+03    0.5399434438E+00    0.2612597406E+00    0.2852700833E+00
    0.4300000000E+03    0.5451669777E+00    0.2636801881E+00    0.2879893624E+00
    0.4500000000E+03    0.5500149944E+00    0.2659233174E+00    0.2905139877E+00
    0.4700000000E+03    0.5545265843E+00    0.2680077806E+00    0.2928642778E+00
    0.4900000000E+03    0.5587355939E+00    0.2699497071E+00    0.2950578140E+00
    0.1000000000E+03    0.3295202985E+00    0.1616681301E+00    0.1754966932E+00
    0.3000000000E+03    0.5020240070E+00    0.2435914439E+00    0.2655441934E+00
    0.5000000000E+03    0.5607359872E+00    0.2708716729E+00    0.2961006566E+00
    0.7000000000E+03    0.5903255221E+00    0.2844246196E+00    0.3115634058E+00
    0.9000000000E+03    0.6081551100E+00    0.2924917006E+00    0.3209371565E+00
    0.1100000000E+04    0.6200734758E+00    0.2978230831E+00    0.3272462033E+00
    0.1300000000E+04    0.6286024126E+00    0.3015965480E+00    0.3317938694E+00
    0.1500000000E+04    0.6350078479E+00    0.3044000579E+00    0.3352348285E+00
    0.1700000000E+04    0.6399950761E+00    0.3065595916E+00    0.3379342813E+00
    0.1900000000E+04    0.6439881795E+00    0.3082702792E+00    0.3401121773E+00
    0.2100000000E+04    0.6472574802E+00    0.3096559802E+00    0.3419089840E+00
    0.2300000000E+04    0.6499834353E+00    0.3107990468E+00    0.3434186662E+00
    0.2500000000E+04    0.6522911153E+00    0.3117563336E+00    0.3447064914E+00
    0.2700000000E+04    0.6542699388E+00    0.3125683350E+00    0.3458192292E+00
    0.2900000000E+04    0.6559855318E+00    0.3132646601E+00    0.3467912853E+00
    0.3100000000E+04    0.6574871468E+00    0.3138674495E+00    0.3476485437E+00
    0.3300000000E+04    0.6588124703E+00    0.3143935830E+00    0.3484108585E+00
    0.3500000000E+04    0.6599908292E+00    0.3148561492E+00    0.3490937182E+00
    0.3700000000E+04    0.6610453868E+00    0.3152654493E+00    0.3497093867E+00
    0.3900000000E+04    0.6619946819E+00    0.3156296984E+00    0.3502677044E+00
    0.4100000000E+04    0.6628537272E+00    0.3159555258E+00    0.3507766602E+00
    0.4300000000E+04    0.6636348104E+00    0.3162483383E+00    0.3512428098E+00
    0.4500000000E+04    0.6643480851E+00    0.3165125882E+00    0.3516715841E+00
    0.4700000000E+04    0.6650020149E+00    0.3167519735E+00    0.3520675218E+00
    0.4900000000E+04    0.6656037113E+00    0.3169695908E+00    0.3524344464E+00
    0.1000000000E+04    0.6146528473E+00    0.2954056334E+00    0.3243712315E+00
    0.3000000000E+04    0.6567605037E+00    0.3135765885E+00    0.3472329046E+00
    0.5000000000E+04    0.6658868897E+00    0.3170710688E+00    0.3526080621E+00
    0.7000000000E+04    0.6698772338E+00    0.3184186786E+00    0.3551361801E+00
    0.9000000000E+04    0.6721152632E+00    0.3190751670E+00    0.3566529929E+00
    0.1100000000E+05    0.6735475153E+00    0.3194321902E+00    0.3576867398E+00
    0.1300000000E+05    0.6745428136E+00    0.3196366096E+00    0.3584488345E+00
    0.1500000000E+05    0.6752746784E+00    0.3197548785E+00    0.3590413331E+00
    0.1700000000E+05    0.6758354899E+00    0.3198209888E+00    0.3595199397E+00
    0.1900000000E+05    0.6762789524E+00    0.3198539015E+00    0.3599178306E+00
    0.2100000000E+05    0.6766384174E+00    0.3198648976E+00    0.3602561000E+00
    0.2300000000E+05    0.6769356908E+00    0.3198610311E+00    0.3605488605E+00
    0.2500000000E+05    0.6771856313E+00    0.3198468901E+00    0.3608059464E+00
    0.2700000000E+05    0.6773987129E+00    0.3198255549E+00    0.3610344437E+00
    0.2900000000E+05    0.6775825314E+00    0.3197991481E+00    0.3612396025E+00
    0.3100000000E+05    0.6777427296E+00    0.3197691637E+00    0.3614254054E+00
    0.3300000000E+05    0.6778835866E+00    0.3197366723E+00    0.3615949355E+00
    0.3500000000E+05    0.6780084071E+00    0.3197024523E+00    0.3617506218E+00
    0.3700000000E+05    0.6781197830E+00    0.3196670765E+00    0.3618944075E+00
    0.3900000000E+05    0.6782197764E+00    0.3196309704E+00    0.3620278687E+00
    0.4100000000E+05    0.6783100480E+00    0.3195944525E+00    0.3621522990E+00
    0.4300000000E+05    0.6783919505E+00    0.3195577625E+00    0.3622687718E+00
    0.4500000000E+05    0.6784665966E+00    0.3195210814E+00    0.3623781862E+00
    0.4700000000E+05    0.6785349103E+00    0.3194845460E+00    0.3624813025E+00
    0.4900000000E+05    0.6785976648E+00    0.3194482596E+00    0.3625787682E+00
    0.1000000000E+05    0.6729022181E+00    0.3192790889E+00    0.3572132315E+00
    0.3000000000E+05    0.6776652889E+00    0.3197845281E+00    0.3613347130E+00
    0.5000000000E+05    0.6786271653E+00    0.3194302349E+00    0.3626255588E+00
    0.7000000000E+05    0.6790405976E+00    0.3190934639E+00    0.3633659970E+00
    0.9000000000E+05    0.6792706719E+00    0.3188049847E+00    0.3638797789E+00
    0.1100000000E+06    0.6794172620E+00    0.3185572344E+00    0.3642715171E+00
    0.1300000000E+06    0.6795188469E+00    0.3183414082E+00    0.3645874361E+00
    0.1500000000E+06    0.6795934045E+00    0.3181506955E+00    0.3648518439E+00
    0.1700000000E+06    0.6796504609E+00    0.3179800742E+00    0.3650790423E+00
    0.1900000000E+06    0.6796955353E+00    0.3178258218E+00    0.3652781348E+00
    0.2100000000E+06    0.6797320464E+00    0.3176851316E+00    0.3654552644E+00
    0.2300000000E+06    0.6797622249E+00    0.3175558460E+00    0.3656147677E+00
    0.2500000000E+06    0.6797875884E+00    0.3174362762E+00    0.3657598173E+00
    0.2700000000E+06    0.6798092054E+00    0.3173250779E+00    0.3658928031E+00
    0.2900000000E+06    0.6798278497E+00    0.3172211649E+00    0.3660155695E+00
    0.3100000000E+06    0.6798440959E+00    0.3171236478E+00    0.3661295692E+00
    0.3300000000E+06    0.6798583792E+00    0.3170317895E+00    0.3662359666E+00
    0.3500000000E+06    0.6798710356E+00    0.3169449726E+00    0.3663357092E+00
    0.3700000000E+06    0.6798823285E+00    0.3168626751E+00    0.3664295779E+00
    0.3900000000E+06    0.6798924673E+00    0.3167844516E+00    0.3665182245E+00
    0.4100000000E+06    0.6799016205E+00    0.3167099192E+00    0.3666021979E+00
    0.4300000000E+06    0.6799099255E+00    0.3166387465E+00    0.3666819651E+00
    0.4500000000E+06    0.6799174952E+00    0.3165706445E+00    0.3667579263E+00
    0.4700000000E+06    0.6799244231E+00    0.3165053599E+00    0.3668304277E+00
    0.4900000000E+06    0.6799307878E+00    0.3164426695E+00    0.3668997700E+00
    0.1000000000E+06    0.6793512771E+00    0.3186766109E+00    0.3640872723E+00
    0.3000000000E+06    0.6798362426E+00    0.3171716561E+00    0.3660735866E+00
    0.5000000000E+06    0.6799337801E+00    0.3164122344E+00    0.3669333401E+00
    0.7000000000E+06    0.6799757368E+00    0.3159017145E+00    0.3674884995E+00
    0.9000000000E+06    0.6799991183E+00    0.3155167539E+00    0.3678991624E+00
    0.1100000000E+07    0.6800140384E+00    0.3152076628E+00    0.3682251828E+00
    0.1300000000E+07    0.6800243937E+00    0.3149494184E+00    0.3684955442E+00
    0.1500000000E+07    0.6800320054E+00    0.3147276388E+00    0.3687265009E+00
    0.1700000000E+07    0.6800378391E+00    0.3145332929E+00    0.3689280873E+00
    0.1900000000E+07    0.6800424543E+00    0.3143603375E+00    0.3691069351E+00
    0.2100000000E+07    0.6800461980E+00    0.3142045289E+00    0.3692676563E+00
    0.2300000000E+07    0.6800492966E+00    0.3140627732E+00    0.3694135882E+00
    0.2500000000E+07    0.6800519043E+00    0.3139327447E+00    0.3695472239E+00
    0.2700000000E+07    0.6800541297E+00    0.3138126511E+00    0.3696704748E+00
    0.2900000000E+07    0.6800560516E+00    0.3137010820E+00    0.3697848387E+00
    0.3100000000E+07    0.6800577283E+00    0.3135969074E+00    0.3698915109E+00
    0.3300000000E+07    0.6800592042E+00    0.3134992080E+00    0.3699914610E+00
    0.3500000000E+07    0.6800605136E+00    0.3134072262E+00    0.3700854859E+00
    0.3700000000E+07    0.6800616834E+00    0.3133203297E+00    0.3701742487E+00
    0.3900000000E+07    0.6800627348E+00    0.3132379858E+00    0.3702583072E+00
    0.4100000000E+07    0.6800636850E+00    0.3131597413E+00    0.3703381348E+00
    0.4300000000E+07    0.6800645482E+00    0.3130852075E+00    0.3704141369E+00
    0.4500000000E+07    0.6800653358E+00    0.3130140484E+00    0.3704866635E+00
    0.4700000000E+07    0.6800660574E+00    0.3129459716E+00    0.3705560184E+00
    0.4900000000E+07    0.6800667211E+00    0.3128807214E+00    0.3706224673E+00
    0.1000000000E+07    0.6800073195E+00    0.3153546347E+00    0.3680705222E+00
    0.3000000000E+07    0.6800569175E+00    0.3136481321E+00    0.3698390711E+00
    0.5000000000E+07    0.6800670334E+00    0.3128490848E+00    0.3706546761E+00
    0.7000000000E+07    0.6800714327E+00    0.3123218822E+00    0.3711906593E+00
    0.9000000000E+07    0.6800739080E+00    0.3119278226E+00    0.3715905221E+00
    0.1100000000E+08    0.6800755014E+00    0.3116130501E+00    0.3719095738E+00
    0.1300000000E+08    0.6800766163E+00    0.3113509488E+00    0.3721750428E+00
    0.1500000000E+08    0.6800774422E+00    0.3111263972E+00    0.3724023611E+00
    0.1700000000E+08    0.6800780798E+00    0.3109299751E+00    0.3726011259E+00
    0.1900000000E+08    0.6800785877E+00    0.3107554150E+00    0.3727777146E+00
    0.2100000000E+08    0.6800790026E+00    0.3105983357E+00    0.3729365812E+00
    0.2300000000E+08    0.6800793482E+00    0.3104555537E+00    0.3730809596E+00
    0.2500000000E+08    0.6800796409E+00    0.3103246828E+00    0.3732132721E+00
    0.2700000000E+08    0.6800798922E+00    0.3102038885E+00    0.3733353801E+00
    0.2900000000E+08    0.6800801106E+00    0.3100917299E+00    0.3734487452E+00
    0.3100000000E+08    0.6800803022E+00    0.3099870547E+00    0.3735545356E+00
    0.3300000000E+08    0.6800804718E+00    0.3098889268E+00    0.3736537002E+00
    0.3500000000E+08    0.6800806232E+00    0.3097965753E+00    0.3737470200E+00
    0.3700000000E+08    0.6800807591E+00    0.3097093582E+00    0.3738351455E+00
    0.3900000000E+08    0.6800808820E+00    0.3096267346E+00    0.3739186244E+00
    0.4100000000E+08    0.6800809936E+00    0.3095482450E+00    0.3739979222E+00
    0.4300000000E+08    0.6800810956E+00    0.3094734955E+00    0.3740734375E+00
    0.4500000000E+08    0.6800811890E+00    0.3094021459E+00    0.3741455147E+00
    0.4700000000E+08    0.6800812751E+00    0.3093339006E+00    0.3742144532E+00
    0.4900000000E+08    0.6800813547E+00    0.3092685006E+00    0.3742805149E+00
    0.1000000000E+08    0.6800747822E+00    0.3117625651E+00    0.3717580610E+00
