     Pressure (Pa)     22mC5-400 (mol/kg)     3mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.3181707623E-02    0.6302216983E-02    0.3408946625E-02
    0.3000000000E+01    0.9456615294E-02    0.1838254005E-01    0.9944685922E-02
    0.5000000000E+01    0.1561622347E-01    0.2981112310E-01    0.1612952209E-01
    0.7000000000E+01    0.2166368121E-01    0.4063926917E-01    0.2199103227E-01
    0.9000000000E+01    0.2760202396E-01    0.5091303581E-01    0.2755397624E-01
    0.1100000000E+02    0.3343417858E-01    0.6067388867E-01    0.3284064730E-01
    0.1300000000E+02    0.3916296819E-01    0.6995925978E-01    0.3787117202E-01
    0.1500000000E+02    0.4479111670E-01    0.7880302634E-01    0.4266376723E-01
    0.1700000000E+02    0.5032125315E-01    0.8723592290E-01    0.4723496142E-01
    0.1900000000E+02    0.5575591582E-01    0.9528589741E-01    0.5159978586E-01
    0.2100000000E+02    0.6109755605E-01    0.1029784201E+00    0.5577194049E-01
    0.2300000000E+02    0.6634854200E-01    0.1103367518E+00    0.5976393810E-01
    0.2500000000E+02    0.7151116213E-01    0.1173821790E+00    0.6358723026E-01
    0.2700000000E+02    0.7658762849E-01    0.1241342181E+00    0.6725231750E-01
    0.2900000000E+02    0.8158007991E-01    0.1306107964E+00    0.7076884607E-01
    0.3100000000E+02    0.8649058503E-01    0.1368284100E+00    0.7414569307E-01
    0.3300000000E+02    0.9132114511E-01    0.1428022644E+00    0.7739104169E-01
    0.3500000000E+02    0.9607369676E-01    0.1485463975E+00    0.8051244769E-01
    0.3700000000E+02    0.1007501146E+00    0.1540737905E+00    0.8351689842E-01
    0.3900000000E+02    0.1053522135E+00    0.1593964646E+00    0.8641086533E-01
    0.4100000000E+02    0.1098817513E+00    0.1645255686E+00    0.8920035070E-01
    0.4300000000E+02    0.1143404308E+00    0.1694714566E+00    0.9189092944E-01
    0.4500000000E+02    0.1187299017E+00    0.1742437572E+00    0.9448778645E-01
    0.4700000000E+02    0.1230517633E+00    0.1788514366E+00    0.9699575017E-01
    0.4900000000E+02    0.1273075656E+00    0.1833028540E+00    0.9941932269E-01
    0.1000000000E+02    0.3053119596E-01    0.5585514839E-01    0.3023054039E-01
    0.3000000000E+02    0.8404544914E-01    0.1337509947E+00    0.7247420287E-01
    0.5000000000E+02    0.1294111660E+00    0.1854724232E+00    0.1006007867E+00
    0.7000000000E+02    0.1683578810E+00    0.2223034163E+00    0.1206848718E+00
    0.9000000000E+02    0.2021580051E+00    0.2498580904E+00    0.1357516383E+00
    0.1100000000E+03    0.2317684904E+00    0.2712441640E+00    0.1474772839E+00
    0.1300000000E+03    0.2579228864E+00    0.2883210871E+00    0.1568656856E+00
    0.1500000000E+03    0.2811929376E+00    0.3022695030E+00    0.1645548507E+00
    0.1700000000E+03    0.3020308651E+00    0.3138750488E+00    0.1709697299E+00
    0.1900000000E+03    0.3207990490E+00    0.3236807695E+00    0.1764043327E+00
    0.2100000000E+03    0.3377912830E+00    0.3320740241E+00    0.1810685751E+00
    0.2300000000E+03    0.3532482677E+00    0.3393385322E+00    0.1851163536E+00
    0.2500000000E+03    0.3673690860E+00    0.3456868533E+00    0.1886630727E+00
    0.2700000000E+03    0.3803198249E+00    0.3512813736E+00    0.1917969787E+00
    0.2900000000E+03    0.3922401399E+00    0.3562482797E+00    0.1945867092E+00
    0.3100000000E+03    0.4032483113E+00    0.3606871098E+00    0.1970864568E+00
    0.3300000000E+03    0.4134451835E+00    0.3646774331E+00    0.1993395821E+00
    0.3500000000E+03    0.4229172632E+00    0.3682836156E+00    0.2013811931E+00
    0.3700000000E+03    0.4317391805E+00    0.3715582843E+00    0.2032400212E+00
    0.3900000000E+03    0.4399756594E+00    0.3745448857E+00    0.2049398072E+00
    0.4100000000E+03    0.4476831082E+00    0.3772796023E+00    0.2065003409E+00
    0.4300000000E+03    0.4549109142E+00    0.3797928097E+00    0.2079382511E+00
    0.4500000000E+03    0.4617025023E+00    0.3821101954E+00    0.2092676129E+00
    0.4700000000E+03    0.4680962091E+00    0.3842536293E+00    0.2105004204E+00
    0.4900000000E+03    0.4741260065E+00    0.3862418472E+00    0.2116469583E+00
    0.1000000000E+03    0.2174367070E+00    0.2611853755E+00    0.1419582529E+00
    0.3000000000E+03    0.3978515720E+00    0.3585283266E+00    0.1958699013E+00
    0.5000000000E+03    0.4770140128E+00    0.3871828837E+00    0.2121906963E+00
    0.7000000000E+03    0.5214857993E+00    0.4008031949E+00    0.2201589877E+00
    0.9000000000E+03    0.5499725631E+00    0.4087243179E+00    0.2249166361E+00
    0.1100000000E+04    0.5697802736E+00    0.4138843296E+00    0.2280976475E+00
    0.1300000000E+04    0.5843511845E+00    0.4175006832E+00    0.2303853963E+00
    0.1500000000E+04    0.5955197304E+00    0.4201682338E+00    0.2321168180E+00
    0.1700000000E+04    0.6043531130E+00    0.4222118047E+00    0.2334775480E+00
    0.1900000000E+04    0.6115144451E+00    0.4238236364E+00    0.2345784278E+00
    0.2100000000E+04    0.6174374710E+00    0.4251246798E+00    0.2354898108E+00
    0.2300000000E+04    0.6224178473E+00    0.4261947858E+00    0.2362585520E+00
    0.2500000000E+04    0.6266640448E+00    0.4270887629E+00    0.2369170936E+00
    0.2700000000E+04    0.6303272800E+00    0.4278454593E+00    0.2374886314E+00
    0.2900000000E+04    0.6335199084E+00    0.4284931639E+00    0.2379902030E+00
    0.3100000000E+04    0.6363271542E+00    0.4290529551E+00    0.2384346138E+00
    0.3300000000E+04    0.6388148341E+00    0.4295408541E+00    0.2388316808E+00
    0.3500000000E+04    0.6410345841E+00    0.4299692499E+00    0.2391890611E+00
    0.3700000000E+04    0.6430274838E+00    0.4303478699E+00    0.2395128188E+00
    0.3900000000E+04    0.6448266226E+00    0.4306844551E+00    0.2398078209E+00
    0.4100000000E+04    0.6464589526E+00    0.4309852405E+00    0.2400780213E+00
    0.4300000000E+04    0.6479466483E+00    0.4312553025E+00    0.2403266668E+00
    0.4500000000E+04    0.6493081207E+00    0.4314988146E+00    0.2405564495E+00
    0.4700000000E+04    0.6505587826E+00    0.4317192384E+00    0.2407696215E+00
    0.4900000000E+04    0.6517116359E+00    0.4319194689E+00    0.2409680821E+00
    0.1000000000E+04    0.5606929393E+00    0.4115519377E+00    0.2266496126E+00
    0.3000000000E+04    0.6349672065E+00    0.4287829483E+00    0.2382188812E+00
    0.5000000000E+04    0.6522549017E+00    0.4320127889E+00    0.2410623095E+00
    0.7000000000E+04    0.6599578687E+00    0.4332485797E+00    0.2424631840E+00
    0.9000000000E+04    0.6643175703E+00    0.4338474153E+00    0.2433381610E+00
    0.1100000000E+05    0.6671226943E+00    0.4341714327E+00    0.2439554657E+00
    0.1300000000E+05    0.6690790355E+00    0.4343558259E+00    0.2444243806E+00
    0.1500000000E+05    0.6705212770E+00    0.4344615891E+00    0.2447985913E+00
    0.1700000000E+05    0.6716285737E+00    0.4345198525E+00    0.2451078958E+00
    0.1900000000E+05    0.6725054948E+00    0.4345479492E+00    0.2453703273E+00
    0.2100000000E+05    0.6732171804E+00    0.4345561757E+00    0.2455975266E+00
    0.2300000000E+05    0.6738063251E+00    0.4345509606E+00    0.2457973945E+00
    0.2500000000E+05    0.6743020799E+00    0.4345364797E+00    0.2459755121E+00
    0.2700000000E+05    0.6747250274E+00    0.4345155324E+00    0.2461359531E+00
    0.2900000000E+05    0.6750901154E+00    0.4344900451E+00    0.2462817731E+00
    0.3100000000E+05    0.6754084612E+00    0.4344613720E+00    0.2464153170E+00
    0.3300000000E+05    0.6756885052E+00    0.4344304816E+00    0.2465384205E+00
    0.3500000000E+05    0.6759367705E+00    0.4343980772E+00    0.2466525451E+00
    0.3700000000E+05    0.6761583785E+00    0.4343646751E+00    0.2467588718E+00
    0.3900000000E+05    0.6763574059E+00    0.4343306583E+00    0.2468583678E+00
    0.4100000000E+05    0.6765371384E+00    0.4342963127E+00    0.2469518341E+00
    0.4300000000E+05    0.6767002537E+00    0.4342618529E+00    0.2470399415E+00
    0.4500000000E+05    0.6768489556E+00    0.4342274405E+00    0.2471232564E+00
    0.4700000000E+05    0.6769850748E+00    0.4341931971E+00    0.2472022615E+00
    0.4900000000E+05    0.6771101446E+00    0.4341592142E+00    0.2472773714E+00
    0.1000000000E+05    0.6658573866E+00    0.4340326992E+00    0.2436702668E+00
    0.3000000000E+05    0.6752545512E+00    0.4344760389E+00    0.2463499548E+00
    0.5000000000E+05    0.6771689482E+00    0.4341423425E+00    0.2473135795E+00
    0.7000000000E+05    0.6779936764E+00    0.4338278187E+00    0.2478993819E+00
    0.9000000000E+05    0.6784531724E+00    0.4335589836E+00    0.2483195937E+00
    0.1100000000E+06    0.6787461557E+00    0.4333283040E+00    0.2486470222E+00
    0.1300000000E+06    0.6789492984E+00    0.4331274273E+00    0.2489151697E+00
    0.1500000000E+06    0.6790984560E+00    0.4329499552E+00    0.2491421890E+00
    0.1700000000E+06    0.6792126403E+00    0.4327911891E+00    0.2493390106E+00
    0.1900000000E+06    0.6793028716E+00    0.4326476542E+00    0.2495127221E+00
    0.2100000000E+06    0.6793759787E+00    0.4325167337E+00    0.2496681798E+00
    0.2300000000E+06    0.6794364193E+00    0.4323964181E+00    0.2498088556E+00
    0.2500000000E+06    0.6794872266E+00    0.4322851355E+00    0.2499373174E+00
    0.2700000000E+06    0.6795305367E+00    0.4321816353E+00    0.2500555176E+00
    0.2900000000E+06    0.6795678972E+00    0.4320849071E+00    0.2501649751E+00
    0.3100000000E+06    0.6796004572E+00    0.4319941240E+00    0.2502668951E+00
    0.3300000000E+06    0.6796290874E+00    0.4319086008E+00    0.2503622495E+00
    0.3500000000E+06    0.6796544599E+00    0.4318277635E+00    0.2504518337E+00
    0.3700000000E+06    0.6796771018E+00    0.4317511270E+00    0.2505363068E+00
    0.3900000000E+06    0.6796974322E+00    0.4316782775E+00    0.2506162211E+00
    0.4100000000E+06    0.6797157884E+00    0.4316088590E+00    0.2506920438E+00
    0.4300000000E+06    0.6797324454E+00    0.4315425635E+00    0.2507641740E+00
    0.4500000000E+06    0.6797476290E+00    0.4314791226E+00    0.2508329550E+00
    0.4700000000E+06    0.6797615269E+00    0.4314183010E+00    0.2508986844E+00
    0.4900000000E+06    0.6797742960E+00    0.4313598911E+00    0.2509616216E+00
    0.1000000000E+06    0.6786142524E+00    0.4334394392E+00    0.2484922984E+00
    0.3000000000E+06    0.6795847174E+00    0.4320388182E+00    0.2502168118E+00
    0.5000000000E+06    0.6797802996E+00    0.4313315323E+00    0.2509921155E+00
    0.7000000000E+06    0.6798645131E+00    0.4308556547E+00    0.2514985195E+00
    0.9000000000E+06    0.6799114752E+00    0.4304965687E+00    0.2518753380E+00
    0.1100000000E+07    0.6799414583E+00    0.4302080885E+00    0.2521756001E+00
    0.1300000000E+07    0.6799622772E+00    0.4299669482E+00    0.2524252447E+00
    0.1500000000E+07    0.6799775857E+00    0.4297597708E+00    0.2526389156E+00
    0.1700000000E+07    0.6799893217E+00    0.4295781540E+00    0.2528256958E+00
    0.1900000000E+07    0.6799986089E+00    0.4294164732E+00    0.2529916098E+00
    0.2100000000E+07    0.6800061440E+00    0.4292707781E+00    0.2531408596E+00
    0.2300000000E+07    0.6800123818E+00    0.4291381875E+00    0.2532764925E+00
    0.2500000000E+07    0.6800176322E+00    0.4290165354E+00    0.2534007893E+00
    0.2700000000E+07    0.6800221135E+00    0.4289041523E+00    0.2535155019E+00
    0.2900000000E+07    0.6800259840E+00    0.4287997237E+00    0.2536220044E+00
    0.3100000000E+07    0.6800293611E+00    0.4287021967E+00    0.2537213954E+00
    0.3300000000E+07    0.6800323340E+00    0.4286107144E+00    0.2538145665E+00
    0.3500000000E+07    0.6800349716E+00    0.4285245705E+00    0.2539022514E+00
    0.3700000000E+07    0.6800373280E+00    0.4284431754E+00    0.2539850611E+00
    0.3900000000E+07    0.6800394460E+00    0.4283660323E+00    0.2540635099E+00
    0.4100000000E+07    0.6800413603E+00    0.4282927185E+00    0.2541380347E+00
    0.4300000000E+07    0.6800430992E+00    0.4282228713E+00    0.2542090100E+00
    0.4500000000E+07    0.6800446859E+00    0.4281561774E+00    0.2542767589E+00
    0.4700000000E+07    0.6800461396E+00    0.4280923640E+00    0.2543415624E+00
    0.4900000000E+07    0.6800474765E+00    0.4280311923E+00    0.2544036662E+00
    0.1000000000E+07    0.6799279545E+00    0.4303452786E+00    0.2520330465E+00
    0.3000000000E+07    0.6800277281E+00    0.4287501550E+00    0.2536725290E+00
    0.5000000000E+07    0.6800481055E+00    0.4280015304E+00    0.2544337743E+00
    0.7000000000E+07    0.6800569645E+00    0.4275069697E+00    0.2549352921E+00
    0.9000000000E+07    0.6800619434E+00    0.4271369788E+00    0.2553100053E+00
    0.1100000000E+08    0.6800651432E+00    0.4268412284E+00    0.2556093072E+00
    0.1300000000E+08    0.6800673778E+00    0.4265948274E+00    0.2558585460E+00
    0.1500000000E+08    0.6800690294E+00    0.4263836262E+00    0.2560721071E+00
