     Pressure (Pa)     22mC5-400 (mol/kg)     3mC6-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.3181687678E-02    0.1032588182E-02    0.2010911164E-01
    0.3000000000E+01    0.9456439333E-02    0.2917186078E-02    0.5682746140E-01
    0.5000000000E+01    0.1561574425E-01    0.4594079210E-02    0.8951918592E-01
    0.7000000000E+01    0.2166276017E-01    0.6095720184E-02    0.1188123859E+00
    0.9000000000E+01    0.2760053071E-01    0.7448140011E-02    0.1452109769E+00
    0.1100000000E+02    0.3343199045E-01    0.8672461179E-02    0.1691239357E+00
    0.1300000000E+02    0.3915996980E-01    0.9786002210E-02    0.1908866535E+00
    0.1500000000E+02    0.4478719957E-01    0.1080309685E-01    0.2107767741E+00
    0.1700000000E+02    0.5031631532E-01    0.1173571030E-01    0.2290261093E+00
    0.1900000000E+02    0.5574986146E-01    0.1259390892E-01    0.2458297220E+00
    0.2100000000E+02    0.6109029518E-01    0.1338622236E-01    0.2613529311E+00
    0.2300000000E+02    0.6633999014E-01    0.1411992593E-01    0.2757367721E+00
    0.2500000000E+02    0.7150123999E-01    0.1480126289E-01    0.2891022990E+00
    0.2700000000E+02    0.7657626173E-01    0.1543562115E-01    0.3015540012E+00
    0.2900000000E+02    0.8156719886E-01    0.1602767479E-01    0.3131825436E+00
    0.3100000000E+02    0.8647612442E-01    0.1658149848E-01    0.3240669797E+00
    0.3300000000E+02    0.9130504384E-01    0.1710066050E-01    0.3342765531E+00
    0.3500000000E+02    0.9605589773E-01    0.1758829904E-01    0.3438721729E+00
    0.3700000000E+02    0.1007305644E+00    0.1804718502E-01    0.3529076316E+00
    0.3900000000E+02    0.1053308624E+00    0.1847977431E-01    0.3614306148E+00
    0.4100000000E+02    0.1098585528E+00    0.1888825122E-01    0.3694835441E+00
    0.4300000000E+02    0.1143153415E+00    0.1927456500E-01    0.3771042838E+00
    0.4500000000E+02    0.1187028816E+00    0.1964046064E-01    0.3843267371E+00
    0.4700000000E+02    0.1230227748E+00    0.1998750489E-01    0.3911813508E+00
    0.4900000000E+02    0.1272765742E+00    0.2031710847E-01    0.3976955449E+00
    0.1000000000E+02    0.3052937014E-01    0.8075152122E-02    0.1574556817E+00
    0.3000000000E+02    0.8403178619E-01    0.1630913146E-01    0.3187132360E+00
    0.5000000000E+02    0.1293791609E+00    0.2047577291E-01    0.4008328171E+00
    0.7000000000E+02    0.1683043403E+00    0.2298526332E-01    0.4506042348E+00
    0.9000000000E+02    0.2020816733E+00    0.2465865384E-01    0.4840019066E+00
    0.1100000000E+03    0.2316692497E+00    0.2585196395E-01    0.5079675975E+00
    0.1300000000E+03    0.2578012793E+00    0.2674446385E-01    0.5260043274E+00
    0.1500000000E+03    0.2810498775E+00    0.2743619552E-01    0.5400711913E+00
    0.1700000000E+03    0.3018674595E+00    0.2798735811E-01    0.5513496048E+00
    0.1900000000E+03    0.3206164906E+00    0.2843633064E-01    0.5605943930E+00
    0.2100000000E+03    0.3375907829E+00    0.2880872726E-01    0.5683104174E+00
    0.2300000000E+03    0.3530310156E+00    0.2912229075E-01    0.5748481504E+00
    0.2500000000E+03    0.3671362262E+00    0.2938969651E-01    0.5804585101E+00
    0.2700000000E+03    0.3800724437E+00    0.2962023831E-01    0.5853258709E+00
    0.2900000000E+03    0.3919792594E+00    0.2982088368E-01    0.5895887556E+00
    0.3100000000E+03    0.4029748873E+00    0.2999695745E-01    0.5933532569E+00
