pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
0.05,0.0000005357,0.0000009914,0.0000000929,0.0000001719,
0.1,0.0000012500,0.0000016810,0.0000002167,0.0000002914,
0.5,0.0000069643,0.0000042499,0.0000012074,0.0000007368,
1,0.0000180357,0.0000036258,0.0000031268,0.0000006286,
5,0.0000714286,0.0000096633,0.0000123834,0.0000016753,
10,0.0001557143,0.0000081680,0.0000269958,0.0000014161,
50,0.0007146429,0.0000273834,0.0001238958,0.0000047474,
1e2,0.0014739286,0.0000608861,0.0002555313,0.0000105557,
5e2,0.0073648214,0.0002495992,0.0012768207,0.0000432724,
1e3,0.0148525000,0.0003278808,0.0025749409,0.0000568439,
5e3,0.0744242857,0.0011714625,0.0129027527,0.0002030935,
1e4,0.1439673214,0.0012610105,0.0249592553,0.0002186182,
5e4,0.6587221429,0.0035959942,0.1142010144,0.0006234285,
1e5,1.1695642857,0.0088036038,0.2027644422,0.0015262588,
5e5,2.7809591071,0.0168088210,0.4821279420,0.0029141034,
1e6,3.2657678571,0.0134102091,0.5661780254,0.0023248945,
5e6,3.7568132143,0.0121931274,0.6513093338,0.0021138921,
1e7,3.8259782143,0.0035196992,0.6633002973,0.0006102015,
5e7,3.9617555357,0.0034183595,0.6868396728,0.0005926325,
