     Pressure (Pa)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1589260584E-02    0.5263064165E-02    0.6532057080E-03    0.1708093920E-02
    0.3000000000E+01    0.4662615890E-02    0.1541494019E-01    0.1949863368E-02    0.5003383718E-02
    0.5000000000E+01    0.7603851648E-02    0.2509735278E-01    0.3233720843E-02    0.8147004533E-02
    0.7000000000E+01    0.1042189399E-01    0.3434286414E-01    0.4505018353E-02    0.1114946042E-01
    0.9000000000E+01    0.1312485380E-01    0.4318107666E-01    0.5763989940E-02    0.1402030137E-01
    0.1100000000E+02    0.1572011841E-01    0.5163896229E-01    0.7010863669E-02    0.1676822943E-01
    0.1300000000E+02    0.1821443129E-01    0.5974114885E-01    0.8245861815E-02    0.1940119093E-01
    0.1500000000E+02    0.2061396130E-01    0.6751016971E-01    0.9469201050E-02    0.2192645698E-01
    0.1700000000E+02    0.2292436334E-01    0.7496668225E-01    0.1068109262E-01    0.2435069380E-01
    0.1900000000E+02    0.2515083133E-01    0.8212965945E-01    0.1188174252E-01    0.2668002456E-01
    0.2100000000E+02    0.2729814487E-01    0.8901655852E-01    0.1307135163E-01    0.2892008361E-01
    0.2300000000E+02    0.2937071025E-01    0.9564346962E-01    0.1425011594E-01    0.3107606450E-01
    0.2500000000E+02    0.3137259677E-01    0.1020252474E+00    0.1541822661E-01    0.3315276233E-01
    0.2700000000E+02    0.3330756879E-01    0.1081756277E+00    0.1657587018E-01    0.3515461135E-01
    0.2900000000E+02    0.3517911427E-01    0.1141073310E+00    0.1772322872E-01    0.3708571840E-01
    0.3100000000E+02    0.3699047009E-01    0.1198321550E+00    0.1886047990E-01    0.3894989262E-01
    0.3300000000E+02    0.3874464465E-01    0.1253610570E+00    0.1998779720E-01    0.4075067205E-01
    0.3500000000E+02    0.4044443809E-01    0.1307042274E+00    0.2110534996E-01    0.4249134741E-01
    0.3700000000E+02    0.4209246034E-01    0.1358711561E+00    0.2221330356E-01    0.4417498340E-01
    0.3900000000E+02    0.4369114734E-01    0.1408706916E+00    0.2331181953E-01    0.4580443781E-01
    0.4100000000E+02    0.4524277564E-01    0.1457110947E+00    0.2440105563E-01    0.4738237882E-01
    0.4300000000E+02    0.4674947551E-01    0.1504000866E+00    0.2548116598E-01    0.4891130045E-01
