     Pressure (Pa)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.3134305856E-02    0.3622289161E-02    0.9324706834E-04    0.1343641289E-01
    0.3000000000E+01    0.8960168090E-02    0.1027715529E-01    0.2779493221E-03    0.3813200086E-01
    0.5000000000E+01    0.1427382727E-01    0.1624860321E-01    0.4603125833E-03    0.6030382775E-01
    0.7000000000E+01    0.1915224851E-01    0.2163849838E-01    0.6403952293E-03    0.8032749056E-01
    0.9000000000E+01    0.2365739421E-01    0.2652933461E-01    0.8182536139E-03    0.9850721399E-01
    0.1100000000E+02    0.2783969803E-01    0.3098863564E-01    0.9939421558E-03    0.1150920601E+00
    0.1300000000E+02    0.3174062058E-01    0.3507220843E-01    0.1167513423E-02    0.1302879099E+00
    0.1500000000E+02    0.3539455708E-01    0.3882658288E-01    0.1339018211E-02    0.1442664504E+00
    0.1700000000E+02    0.3883028047E-01    0.4229086607E-01    0.1508505622E-02    0.1571720054E+00
    0.1900000000E+02    0.4207204614E-01    0.4549816857E-01    0.1676023131E-02    0.1691267901E+00
    0.2100000000E+02    0.4514044718E-01    0.4847671380E-01    0.1841616658E-02    0.1802349992E+00
    0.2300000000E+02    0.4805308327E-01    0.5125070971E-01    0.2005330632E-02    0.1905860187E+00
    0.2500000000E+02    0.5082508855E-01    0.5384104013E-01    0.2167208051E-02    0.2002569741E+00
    0.2700000000E+02    0.5346955216E-01    0.5626581796E-01    0.2327290541E-02    0.2093147695E+00
    0.2900000000E+02    0.5599785570E-01    0.5854083123E-01    0.2485618410E-02    0.2178177316E+00
    0.3100000000E+02    0.5841994619E-01    0.6067990569E-01    0.2642230705E-02    0.2258169469E+00
    0.3300000000E+02    0.6074455847E-01    0.6269520141E-01    0.2797165257E-02    0.2333573548E+00
    0.3500000000E+02    0.6297939747E-01    0.6459745718E-01    0.2950458732E-02    0.2404786490E+00
    0.3700000000E+02    0.6513128863E-01    0.6639619294E-01    0.3102146675E-02    0.2472160245E+00
    0.3900000000E+02    0.6720630265E-01    0.6809987862E-01    0.3252263556E-02    0.2536007995E+00
    0.4100000000E+02    0.6920985968E-01    0.6971607555E-01    0.3400842807E-02    0.2596609376E+00
    0.4300000000E+02    0.7114681659E-01    0.7125155562E-01    0.3547916866E-02    0.2654214871E+00
    0.4500000000E+02    0.7302154058E-01    0.7271240210E-01    0.3693517211E-02    0.2709049535E+00
    0.4700000000E+02    0.7483797146E-01    0.7410409539E-01    0.3837674398E-02    0.2761316149E+00
    0.4900000000E+02    0.7659967470E-01    0.7543158625E-01    0.3980418095E-02    0.2811197933E+00
    0.1000000000E+02    0.2578612476E-01    0.2880919639E-01    0.9063657872E-03    0.1069852346E+00
    0.3000000000E+02    0.5722160555E-01    0.5962656486E-01    0.2564136612E-02    0.2218773662E+00
    0.5000000000E+02    0.7746102656E-01    0.7607267367E-01    0.4051268921E-02    0.2835296995E+00
    0.7000000000E+02    0.9246293503E-01    0.8641585303E-01    0.5400671997E-02    0.3225105493E+00
    0.9000000000E+02    0.1043714245E+00    0.9357752332E-01    0.6636937889E-02    0.3496405894E+00
    0.1100000000E+03    0.1141984551E+00    0.9886001215E-01    0.7778855547E-02    0.3697522420E+00
    0.1300000000E+03    0.1225105877E+00    0.1029346748E+00    0.8841057615E-02    0.3853410780E+00
    0.1500000000E+03    0.1296631523E+00    0.1061841081E+00    0.9835131605E-02    0.3978317976E+00
    0.1700000000E+03    0.1358970619E+00    0.1088430170E+00    0.1077038929E-01    0.4080999133E+00
    0.1900000000E+03    0.1413849064E+00    0.1110637508E+00    0.1165441163E-01    0.4167147134E+00
    0.2100000000E+03    0.1462553957E+00    0.1129497273E+00    0.1249344260E-01    0.4240633035E+00
    0.2300000000E+03    0.1506074603E+00    0.1145737457E+00    0.1329267888E-01    0.4304186446E+00
    0.2500000000E+03    0.1545189434E+00    0.1159886184E+00    0.1405648638E-01    0.4359790888E+00
    0.2700000000E+03    0.1580522505E+00    0.1172336414E+00    0.1478856458E-01    0.4408924699E+00
    0.2900000000E+03    0.1612581806E+00    0.1183386929E+00    0.1549207271E-01    0.4452713774E+00
    0.3100000000E+03    0.1641786159E+00    0.1193269195E+00    0.1616972793E-01    0.4492031751E+00
    0.3300000000E+03    0.1668484647E+00    0.1202165469E+00    0.1682388252E-01    0.4527567656E+00
    0.3500000000E+03    0.1692970970E+00    0.1210221337E+00    0.1745658522E-01    0.4559872757E+00
    0.3700000000E+03    0.1715494282E+00    0.1217554581E+00    0.1806963032E-01    0.4589393744E+00
    0.3900000000E+03    0.1736267499E+00    0.1224261577E+00    0.1866459744E-01    0.4616496699E+00
    0.4100000000E+03    0.1755473770E+00    0.1230421992E+00    0.1924288387E-01    0.4641484708E+00
    0.4300000000E+03    0.1773271572E+00    0.1236102294E+00    0.1980573121E-01    0.4664611024E+00
    0.4500000000E+03    0.1789798780E+00    0.1241358402E+00    0.2035424726E-01    0.4686089034E+00
    0.4700000000E+03    0.1805175935E+00    0.1246237720E+00    0.2088942437E-01    0.4706099906E+00
    0.4900000000E+03    0.1819508909E+00    0.1250780718E+00    0.2141215474E-01    0.4724798531E+00
    0.1000000000E+03    0.1095030452E+00    0.9640242594E-01    0.7218693352E-02    0.3603833439E+00
    0.3000000000E+03    0.1627517587E+00    0.1188461718E+00    0.1583397715E-01    0.4472884888E+00
    0.5000000000E+03    0.1826313444E+00    0.1252937155E+00    0.2166910703E-01    0.4733698136E+00
    0.7000000000E+03    0.1925314262E+00    0.1284739649E+00    0.2631413210E-01    0.4867129347E+00
    0.9000000000E+03    0.1981222201E+00    0.1303974160E+00    0.3029287975E-01    0.4950544595E+00
    0.1100000000E+04    0.2014925513E+00    0.1316960518E+00    0.3384106092E-01    0.5008630568E+00
    0.1300000000E+04    0.2035862128E+00    0.1326358026E+00    0.3708506979E-01    0.5051915707E+00
    0.1500000000E+04    0.2048884858E+00    0.1333491756E+00    0.4010082564E-01    0.5085711953E+00
    0.1700000000E+04    0.2056725441E+00    0.1339100158E+00    0.4293770484E-01    0.5113014692E+00
    0.1900000000E+04    0.2061028710E+00    0.1343629085E+00    0.4562976533E-01    0.5135652889E+00
    0.2100000000E+04    0.2062838033E+00    0.1347364472E+00    0.4820158410E-01    0.5154812256E+00
    0.2300000000E+04    0.2062843323E+00    0.1350498555E+00    0.5067154122E-01    0.5171298335E+00
    0.2500000000E+04    0.2061516496E+00    0.1353165579E+00    0.5305378549E-01    0.5185679392E+00
