     Pressure (Pa)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)     23mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.7067365401E-02    0.2080200803E-02    0.1857529458E-03    0.8439382707E-02
    0.3000000000E+01    0.2027463740E-01    0.5956989486E-02    0.5494078653E-03    0.2417263092E-01
    0.5000000000E+01    0.3238131039E-01    0.9498671310E-02    0.9030731762E-03    0.3855214029E-01
    0.7000000000E+01    0.4352574478E-01    0.1274894166E-01    0.1247285068E-02    0.5175417911E-01
    0.9000000000E+01    0.5382330139E-01    0.1574413320E-01    0.1582540155E-02    0.6392533566E-01
    0.1100000000E+02    0.6337100023E-01    0.1851470936E-01    0.1909299132E-02    0.7518853596E-01
    0.1300000000E+02    0.7225108424E-01    0.2108640802E-01    0.2227990024E-02    0.8564765240E-01
    0.1500000000E+02    0.8053377749E-01    0.2348112740E-01    0.2539011094E-02    0.9539107387E-01
    0.1700000000E+02    0.8827944319E-01    0.2571761948E-01    0.2842733432E-02    0.1044945007E+00
    0.1900000000E+02    0.9554028896E-01    0.2781203819E-01    0.3139503287E-02    0.1130231543E+00
    0.2100000000E+02    0.1023617268E+00    0.2977837655E-01    0.3429644148E-02    0.1210335393E+00
    0.2300000000E+02    0.1087834669E+00    0.3162881831E-01    0.3713458630E-02    0.1285748610E+00
    0.2500000000E+02    0.1148404049E+00    0.3337402284E-01    0.3991230160E-02    0.1356901746E+00
    0.2700000000E+02    0.1205633461E+00    0.3502335781E-01    0.4263224516E-02    0.1424173229E+00
    0.2900000000E+02    0.1259796013E+00    0.3658509029E-01    0.4529691203E-02    0.1487897072E+00
    0.3100000000E+02    0.1311134806E+00    0.3806654492E-01    0.4790864708E-02    0.1548369252E+00
    0.3300000000E+02    0.1359867039E+00    0.3947423538E-01    0.5046965645E-02    0.1605853011E+00
    0.3500000000E+02    0.1406187455E+00    0.4081397447E-01    0.5298201784E-02    0.1660583298E+00
    0.3700000000E+02    0.1450271238E+00    0.4209096661E-01    0.5544768997E-02    0.1712770499E+00
    0.3900000000E+02    0.1492276473E+00    0.4330988605E-01    0.5786852115E-02    0.1762603595E+00
    0.4100000000E+02    0.1532346228E+00    0.4447494327E-01    0.6024625720E-02    0.1810252839E+00
    0.4300000000E+02    0.1570610346E+00    0.4558994160E-01    0.6258254856E-02    0.1855872040E+00
    0.4500000000E+02    0.1607186972E+00    0.4665832573E-01    0.6487895693E-02    0.1899600524E+00
    0.4700000000E+02    0.1642183876E+00    0.4768322338E-01    0.6713696128E-02    0.1941564810E+00
    0.4900000000E+02    0.1675699594E+00    0.4866748131E-01    0.6935796341E-02    0.1981880070E+00
    0.1000000000E+02    0.5868543219E-01    0.1715579028E-01    0.1746954175E-02    0.6966353792E-01
    0.3000000000E+02    0.1285804241E+00    0.3733542761E-01    0.4660925502E-02    0.1518522456E+00
    0.5000000000E+02    0.1691930523E+00    0.4914519092E-01    0.7045500686E-02    0.2001452516E+00
    0.7000000000E+02    0.1957160503E+00    0.5708949419E-01    0.9074273068E-02    0.2327523117E+00
    0.9000000000E+02    0.2142692580E+00    0.6289965986E-01    0.1084941021E-01    0.2566823065E+00
    0.1100000000E+03    0.2278499887E+00    0.6739158731E-01    0.1243549854E-01    0.2752425911E+00
    0.1300000000E+03    0.2381160604E+00    0.7100380716E-01    0.1387567228E-01    0.2902130684E+00
    0.1500000000E+03    0.2460640674E+00    0.7399485485E-01    0.1520002119E-01    0.3026443727E+00
    0.1700000000E+03    0.2523307208E+00    0.7652799744E-01    0.1643029171E-01    0.3132007826E+00
    0.1900000000E+03    0.2573422218E+00    0.7871197050E-01    0.1758266836E-01    0.3223252232E+00
    0.2100000000E+03    0.2613946037E+00    0.8062232577E-01    0.1866949755E-01    0.3303257987E+00
    0.2300000000E+03    0.2646997713E+00    0.8231340334E-01    0.1970039857E-01    0.3374243570E+00
    0.2500000000E+03    0.2674132551E+00    0.8382542479E-01    0.2068300367E-01    0.3437852846E+00
    0.2700000000E+03    0.2696516531E+00    0.8518889099E-01    0.2162346538E-01    0.3495333712E+00
    0.2900000000E+03    0.2715039797E+00    0.8642741486E-01    0.2252681312E-01    0.3547653258E+00
    0.3100000000E+03    0.2730392726E+00    0.8755960666E-01    0.2339720934E-01    0.3595574455E+00
    0.3300000000E+03    0.2743118217E+00    0.8860036437E-01    0.2423813717E-01    0.3639708690E+00
    0.3500000000E+03    0.2753648452E+00    0.8956177895E-01    0.2505254021E-01    0.3680552631E+00
    0.3700000000E+03    0.2762331245E+00    0.9045378331E-01    0.2584292837E-01    0.3718514689E+00
    0.3900000000E+03    0.2769449262E+00    0.9128462642E-01    0.2661145916E-01    0.3753934350E+00
    0.4100000000E+03    0.2775234253E+00    0.9206122585E-01    0.2736000080E-01    0.3787096568E+00
    0.4300000000E+03    0.2779877749E+00    0.9278943379E-01    0.2809018190E-01    0.3818242622E+00
    0.4500000000E+03    0.2783539194E+00    0.9347424070E-01    0.2880343100E-01    0.3847578447E+00
