pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0217791071,0.0010961863,0.0037757895,0.0001900431,
0.05,0.1104825000,0.0017899272,0.0191540754,0.0003103152,
0.1,0.2163441071,0.0061141964,0.0375070381,0.0010600030,
0.5,0.9805130357,0.0202674602,0.1699890987,0.0035137190,
1,1.6747582143,0.0260275410,0.2903486531,0.0045123299,
5,3.2819783929,0.0205302897,0.5689884055,0.0035592851,
10,3.6220505357,0.0159336383,0.6279458645,0.0027623751,
50,3.9217151786,0.0093225342,0.6798979760,0.0016162245,
1e2,3.9628526786,0.0053288499,0.6870298817,0.0009238494,
5e2,3.9918350000,0.0009751096,0.6920544744,0.0001690523,
1e3,3.9968832143,0.0014040779,0.6929296708,0.0002434215,
5e3,3.9994669643,0.0005328427,0.6933776091,0.0000923776,
1e4,4.0004912500,0.0023062464,0.6935551869,0.0003998282,
5e4,4.0034625000,0.0069481876,0.6940703051,0.0012045899,
1e5,4.0015753571,0.0025008097,0.6937431359,0.0004335591,
5e5,4.0125233929,0.0159184542,0.6956411695,0.0027597427,
1e6,4.0086660714,0.0145356735,0.6949724353,0.0025200134,
5e6,4.0189544643,0.0138220531,0.6967561083,0.0023962949,
1e7,4.0124383929,0.0099640945,0.6956264333,0.0017274502,
5e7,4.0951576786,0.0312054889,0.7099672694,0.0054100177,
