pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
0.05,0.0000000000,0.0000000000,0.0000000000,0.0000000000,
0.1,0.0000007143,0.0000014452,0.0000001238,0.0000002506,
0.5,0.0000044643,0.0000025995,0.0000007740,0.0000004507,
1,0.0000091071,0.0000029743,0.0000015789,0.0000005156,
5,0.0000403571,0.0000051635,0.0000069966,0.0000008952,
10,0.0000782143,0.0000097455,0.0000135598,0.0000016896,
50,0.0004080357,0.0000297532,0.0000707401,0.0000051582,
1e2,0.0007930357,0.0000160515,0.0001374866,0.0000027828,
5e2,0.0040692857,0.0001330963,0.0007054819,0.0000230746,
1e3,0.0081810714,0.0002294097,0.0014183319,0.0000397722,
5e3,0.0417867857,0.0006222579,0.0072444708,0.0001078793,
1e4,0.0828444643,0.0014472942,0.0143625381,0.0002509138,
5e4,0.3842158929,0.0083999747,0.0666105507,0.0014562827,
1e5,0.7048242857,0.0096577507,0.1221936279,0.0016743401,
5e5,2.1088212500,0.0221101036,0.3656010787,0.0038331735,
1e6,2.7149885714,0.0260285114,0.4706907948,0.0045124981,
5e6,3.5722314286,0.0165084237,0.6193088502,0.0028620242,
1e7,3.7226158929,0.0138783140,0.6453806295,0.0024060487,
5e7,3.9422512500,0.0051582458,0.6834582634,0.0008942722,
