# pressure,muc,muc_err,molkg,molkg_err,_
1.000000000000000000e+01,2.537500000000000150e-04,1.530710000000000122e-05,4.399200000000000164e-05,2.653700000000000105e-06,nan
5.000000000000000000e+01,1.305178599999999925e-03,9.208280000000000545e-05,2.262755999999999990e-04,1.596419999999999870e-05,nan
1.000000000000000000e+02,2.661071399999999799e-03,1.353594999999999972e-04,4.613433000000000117e-04,2.346690000000000058e-05,nan
5.000000000000000000e+02,1.351767859999999932e-02,3.853029999999999801e-04,2.343526199999999924e-03,6.679899999999999521e-05,nan
1.000000000000000000e+03,2.740321429999999919e-02,5.697725999999999529e-04,4.750826900000000401e-03,9.878010000000000653e-05,nan
5.000000000000000000e+03,1.351203571000000048e-01,2.539522199999999855e-03,2.342547920000000172e-02,4.402706000000000263e-04,nan
1.000000000000000000e+04,2.604639286000000054e-01,2.758606499999999989e-03,4.515598140000000316e-02,4.782526999999999959e-04,nan
5.000000000000000000e+04,1.056252857100000053e+00,1.914454079999999836e-02,1.831199225000000042e-01,3.319041300000000107e-03,nan
1.000000000000000000e+05,1.709115357099999954e+00,2.969434859999999995e-02,2.963050653000000034e-01,5.148035100000000058e-03,nan
5.000000000000000000e+05,3.173012321399999891e+00,2.559971059999999882e-02,5.500972295999999595e-01,4.438157899999999739e-03,nan
1.000000000000000000e+06,3.514525357100000136e+00,8.462459400000000437e-03,6.093044924999999612e-01,1.467115499999999909e-03,nan
5.000000000000000000e+06,3.842688392899999972e+00,6.591965800000000250e-03,6.661972993000000454e-01,1.142832699999999898e-03,nan
1.000000000000000000e+07,3.895065357100000014e+00,7.445659099999999905e-03,6.752777628999999671e-01,1.290835300000000045e-03,nan
5.000000000000000000e+07,3.978794642900000067e+00,2.954146800000000215e-03,6.897937002999999789e-01,5.121531000000000347e-04,nan
1.000000000000000000e+08,3.996914285699999958e+00,2.011585000000000196e-03,6.929350574999999512e-01,3.487434999999999992e-04,nan
