pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000478571,0.0000031934,0.0000082969,0.0000005536,
0.05,0.0002248214,0.0000130543,0.0000389767,0.0000022632,
0.1,0.0004580357,0.0000284118,0.0000794085,0.0000049257,
0.5,0.0024167857,0.0001758623,0.0004189921,0.0000304888,
1,0.0049010714,0.0002204165,0.0008496865,0.0000382131,
5,0.0256348214,0.0003602934,0.0044442450,0.0000624632,
10,0.0499044643,0.0012669067,0.0086518125,0.0002196405,
50,0.2440576786,0.0053482931,0.0423116708,0.0009272202,
1e2,0.4718021429,0.0116333236,0.0817951604,0.0020168403,
5e2,1.7332233929,0.0148251381,0.3004846153,0.0025701972,
1e3,2.4878557143,0.0202709165,0.4313133381,0.0035143182,
5e3,3.5923167857,0.0168071008,0.6227909984,0.0029138051,
1e4,3.7981441071,0.0141188211,0.6584747676,0.0024477448,
5e4,3.9553607143,0.0032456976,0.6857310185,0.0005626985,
1e5,3.9807133929,0.0019628411,0.6901263492,0.0003402929,
5e5,3.9951116071,0.0014399047,0.6926225316,0.0002496327,
1e6,3.9979078571,0.0025447216,0.6931073105,0.0004411720,
5e6,3.9993508929,0.0034927475,0.6933574860,0.0006055289,
1e7,3.9985314286,0.0018979688,0.6932154176,0.0003290461,
5e7,4.0040691071,0.0031663573,0.6941754711,0.0005489435,
