     Pressure (Pa)     22mC5-400 (mol/kg)     2mC6-400 (mol/kg)
    0.1000000000E+01    0.9442324044E-02    0.1589165741E-02
    0.3000000000E+01    0.2748288868E-01    0.4663688406E-02
    0.5000000000E+01    0.4448406221E-01    0.7611608008E-02
    0.7000000000E+01    0.6053823609E-01    0.1044546586E-01
    0.9000000000E+01    0.7572700374E-01    0.1317619746E-01
    0.1100000000E+02    0.9012268978E-01    0.1581337184E-01
    0.1300000000E+02    0.1037896280E+00    0.1836539038E-01
    0.1500000000E+02    0.1167852350E+00    0.2083965286E-01
    0.1700000000E+02    0.1291609158E+00    0.2324269671E-01
    0.1900000000E+02    0.1409628319E+00    0.2558031431E-01
    0.2100000000E+02    0.1522325552E+00    0.2785765224E-01
    0.2300000000E+02    0.1630076263E+00    0.3007929544E-01
    0.2500000000E+02    0.1733220341E+00    0.3224933904E-01
    0.2700000000E+02    0.1832066288E+00    0.3437144972E-01
    0.2900000000E+02    0.1926894781E+00    0.3644891837E-01
    0.3100000000E+02    0.2017961771E+00    0.3848470543E-01
    0.3300000000E+02    0.2105501167E+00    0.4048147998E-01
    0.3500000000E+02    0.2189727187E+00    0.4244165368E-01
    0.3700000000E+02    0.2270836413E+00    0.4436741012E-01
    0.3900000000E+02    0.2349009585E+00    0.4626073046E-01
    0.4100000000E+02    0.2424413196E+00    0.4812341579E-01
    0.4300000000E+02    0.2497200883E+00    0.4995710664E-01
    0.4500000000E+02    0.2567514669E+00    0.5176330016E-01
    0.4700000000E+02    0.2635486054E+00    0.5354336520E-01
    0.4900000000E+02    0.2701236993E+00    0.5529855554E-01
    0.1000000000E+02    0.8301978729E-01    0.1450592894E-01
    0.3000000000E+02    0.1972883357E+00    0.3747184887E-01
    0.5000000000E+02    0.2733315512E+00    0.5616718596E-01
    0.7000000000E+02    0.3281956468E+00    0.7246827672E-01
    0.9000000000E+02    0.3699101475E+00    0.8715566578E-01
    0.1100000000E+03    0.4028089943E+00    0.1006157471E+00
    0.1300000000E+03    0.4294667168E+00    0.1130704566E+00
    0.1500000000E+03    0.4515237967E+00    0.1246643517E+00
    0.1700000000E+03    0.4700823928E+00    0.1355014699E+00
    0.1900000000E+03    0.4859140732E+00    0.1456623969E+00
    0.2100000000E+03    0.4995769525E+00    0.1552128224E+00
    0.2300000000E+03    0.5114856550E+00    0.1642081629E+00
    0.2500000000E+03    0.5219551094E+00    0.1726962476E+00
    0.2700000000E+03    0.5312290478E+00    0.1807189953E+00
    0.2900000000E+03    0.5394991626E+00    0.1883135354E+00
    0.3100000000E+03    0.5469183445E+00    0.1955130036E+00
    0.3300000000E+03    0.5536100492E+00    0.2023471370E+00
    0.3500000000E+03    0.5596750618E+00    0.2088427393E+00
    0.3700000000E+03    0.5651964707E+00    0.2150240552E+00
    0.3900000000E+03    0.5702433839E+00    0.2209130799E+00
    0.4100000000E+03    0.5748737446E+00    0.2265298196E+00
    0.4300000000E+03    0.5791364930E+00    0.2318925132E+00
    0.4500000000E+03    0.5830732435E+00    0.2370178241E+00
    0.4700000000E+03    0.5867196014E+00    0.2419210059E+00
    0.4900000000E+03    0.5901062054E+00    0.2466160479E+00
    0.1000000000E+03    0.3872720796E+00    0.9402278022E-01
    0.3000000000E+03    0.5433068039E+00    0.1919607212E+00
    0.5000000000E+03    0.5917105249E+00    0.2488895738E+00
    0.7000000000E+03    0.6150301675E+00    0.2860561126E+00
    0.9000000000E+03    0.6286835538E+00    0.3121891021E+00
    0.1100000000E+04    0.6376285008E+00    0.3315547173E+00
    0.1300000000E+04    0.6439348801E+00    0.3464760289E+00
    0.1500000000E+04    0.6486169176E+00    0.3583237027E+00
