     Pressure (Pa)     22mC5-400 (mol/kg)     2mC6-400 (mol/kg)
    0.1000000000E+01    0.7344403650E-02    0.4755268922E-02
    0.3000000000E+01    0.2138170860E-01    0.1388306640E-01
    0.5000000000E+01    0.3462234713E-01    0.2254015295E-01
    0.7000000000E+01    0.4714277157E-01    0.3076864045E-01
    0.9000000000E+01    0.5900968885E-01    0.3860534825E-01
    0.1100000000E+02    0.7028156426E-01    0.4608263169E-01
    0.1300000000E+02    0.8100985628E-01    0.5322905912E-01
    0.1500000000E+02    0.9124003686E-01    0.6006996864E-01
    0.1700000000E+02    0.1010124392E+00    0.6662792869E-01
    0.1900000000E+02    0.1103629656E+00    0.7292312135E-01
    0.2100000000E+02    0.1193236827E+00    0.7897366291E-01
    0.2300000000E+02    0.1279233225E+00    0.8479587351E-01
    0.2500000000E+02    0.1361877078E+00    0.9040450498E-01
    0.2700000000E+02    0.1441401139E+00    0.9581293422E-01
    0.2900000000E+02    0.1518015781E+00    0.1010333282E+00
    0.3100000000E+02    0.1591911650E+00    0.1060767852E+00
    0.3300000000E+02    0.1663261949E+00    0.1109534563E+00
    0.3500000000E+02    0.1732224416E+00    0.1156726503E+00
    0.3700000000E+02    0.1798943033E+00    0.1202429244E+00
    0.3900000000E+02    0.1863549518E+00    0.1246721635E+00
    0.4100000000E+02    0.1926164629E+00    0.1289676490E+00
    0.4300000000E+02    0.1986899296E+00    0.1331361193E+00
    0.4500000000E+02    0.2045855625E+00    0.1371838225E+00
    0.4700000000E+02    0.2103127775E+00    0.1411165636E+00
    0.4900000000E+02    0.2158802735E+00    0.1449397455E+00
    0.1000000000E+02    0.6471663930E-01    0.4238705078E-01
    0.3000000000E+02    0.1555292352E+00    0.1035765185E+00
    0.5000000000E+02    0.2186066664E+00    0.1468118392E+00
    0.7000000000E+02    0.2664185090E+00    0.1795626755E+00
    0.9000000000E+02    0.3046078554E+00    0.2054697744E+00
    0.1100000000E+03    0.3361614777E+00    0.2265902239E+00
    0.1300000000E+03    0.3628462771E+00    0.2442011270E+00
    0.1500000000E+03    0.3857975008E+00    0.2591481499E+00
    0.1700000000E+03    0.4057917992E+00    0.2720181611E+00
    0.1900000000E+03    0.4233868308E+00    0.2832333092E+00
    0.2100000000E+03    0.4389983896E+00    0.2931060597E+00
    0.2300000000E+03    0.4529458321E+00    0.3018731901E+00
    0.2500000000E+03    0.4654803131E+00    0.3097177105E+00
    0.2700000000E+03    0.4768031559E+00    0.3167834967E+00
    0.2900000000E+03    0.4870782801E+00    0.3231853464E+00
    0.3100000000E+03    0.4964408941E+00    0.3290160592E+00
    0.3300000000E+03    0.5050037508E+00    0.3343515288E+00
    0.3500000000E+03    0.5128617608E+00    0.3392544728E+00
    0.3700000000E+03    0.5200954663E+00    0.3437772097E+00
    0.3900000000E+03    0.5267737050E+00    0.3479637568E+00
    0.4100000000E+03    0.5329556837E+00    0.3518514364E+00
    0.4300000000E+03    0.5386926158E+00    0.3554721198E+00
    0.4500000000E+03    0.5440290284E+00    0.3588532017E+00
    0.4700000000E+03    0.5490038171E+00    0.3620183711E+00
    0.4900000000E+03    0.5536511049E+00    0.3649882266E+00
    0.1000000000E+03    0.3210842473E+00    0.2165355473E+00
    0.3000000000E+03    0.4918661381E+00    0.3261670045E+00
    0.5000000000E+03    0.5558614705E+00    0.3664056276E+00
    0.7000000000E+03    0.5885616506E+00    0.3878710111E+00
    0.9000000000E+03    0.6080827453E+00    0.4013308563E+00
    0.1100000000E+04    0.6209379254E+00    0.4105906476E+00
    0.1300000000E+04    0.6299957200E+00    0.4173612744E+00
    0.1500000000E+04    0.6367003815E+00    0.4225315756E+00
    0.1700000000E+04    0.6418525671E+00    0.4266107959E+00
    0.1900000000E+04    0.6459296694E+00    0.4299122492E+00
    0.2100000000E+04    0.6492330358E+00    0.4326394997E+00
    0.2300000000E+04    0.6519618112E+00    0.4349306413E+00
    0.2500000000E+04    0.6542526500E+00    0.4368827023E+00
    0.2700000000E+04    0.6562023225E+00    0.4385658757E+00
    0.2900000000E+04    0.6578812073E+00    0.4400322078E+00
    0.3100000000E+04    0.6593416752E+00    0.4413211125E+00
    0.3300000000E+04    0.6606234777E+00    0.4424629885E+00
    0.3500000000E+04    0.6617573177E+00    0.4434816594E+00
    0.3700000000E+04    0.6627672756E+00    0.4443960616E+00
    0.3900000000E+04    0.6636724972E+00    0.4452214373E+00
    0.4100000000E+04    0.6644883922E+00    0.4459701939E+00
    0.4300000000E+04    0.6652274998E+00    0.4466525341E+00
    0.4500000000E+04    0.6659001258E+00    0.4472769253E+00
    0.4700000000E+04    0.6665148167E+00    0.4478504534E+00
    0.4900000000E+04    0.6670787194E+00    0.4483790937E+00
    0.1000000000E+04    0.6151161528E+00    0.4063512117E+00
    0.3000000000E+04    0.6586360118E+00    0.4406967604E+00
    0.5000000000E+04    0.6673435446E+00    0.4486281970E+00
    0.7000000000E+04    0.6710353699E+00    0.4521596149E+00
    0.9000000000E+04    0.6730717265E+00    0.4541579305E+00
    0.1100000000E+05    0.6743611774E+00    0.4554435764E+00
    0.1300000000E+05    0.6752506476E+00    0.4563401490E+00
    0.1500000000E+05    0.6759011286E+00    0.4570010720E+00
    0.1700000000E+05    0.6763974756E+00    0.4575084680E+00
    0.1900000000E+05    0.6767886410E+00    0.4579102693E+00
    0.2100000000E+05    0.6771048402E+00    0.4582363345E+00
    0.2300000000E+05    0.6773657308E+00    0.4585062339E+00
    0.2500000000E+05    0.6775846523E+00    0.4587333296E+00
    0.2700000000E+05    0.6777709749E+00    0.4589270562E+00
    0.2900000000E+05    0.6779314734E+00    0.4590942653E+00
    0.3100000000E+05    0.6780711676E+00    0.4592400528E+00
    0.3300000000E+05    0.6781938554E+00    0.4593682875E+00
    0.3500000000E+05    0.6783024638E+00    0.4594819594E+00
    0.3700000000E+05    0.6783992846E+00    0.4595834158E+00
    0.3900000000E+05    0.6784861378E+00    0.4596745253E+00
    0.4100000000E+05    0.6785644872E+00    0.4597567938E+00
    0.4300000000E+05    0.6786355235E+00    0.4598314487E+00
    0.4500000000E+05    0.6787002248E+00    0.4598994999E+00
    0.4700000000E+05    0.6787594024E+00    0.4599617866E+00
    0.4900000000E+05    0.6788137348E+00    0.4600190113E+00
    0.1000000000E+05    0.6737815823E+00    0.4548636710E+00
    0.3000000000E+05    0.6780036598E+00    0.4591695710E+00
    0.5000000000E+05    0.6788392663E+00    0.4600459144E+00
    0.7000000000E+05    0.6791963965E+00    0.4604230539E+00
    0.9000000000E+05    0.6793945727E+00    0.4606329619E+00
    0.1100000000E+06    0.6795206216E+00    0.4607666698E+00
    0.1300000000E+06    0.6796078728E+00    0.4608592868E+00
    0.1500000000E+06    0.6796718611E+00    0.4609272256E+00
    0.1700000000E+06    0.6797208036E+00    0.4609791855E+00
    0.1900000000E+06    0.6797594549E+00    0.4610202070E+00
    0.2100000000E+06    0.6797907566E+00    0.4610534126E+00
    0.2300000000E+06    0.6798166269E+00    0.4610808397E+00
    0.2500000000E+06    0.6798383694E+00    0.4611038742E+00
    0.2700000000E+06    0.6798569015E+00    0.4611234917E+00
    0.2900000000E+06    0.6798728874E+00    0.4611403990E+00
    0.3100000000E+06    0.6798868199E+00    0.4611551204E+00
    0.3300000000E+06    0.6798990721E+00    0.4611680532E+00
    0.3500000000E+06    0.6799099319E+00    0.4611795041E+00
    0.3700000000E+06    0.6799196250E+00    0.4611897133E+00
    0.3900000000E+06    0.6799283308E+00    0.4611988720E+00
    0.4100000000E+06    0.6799361936E+00    0.4612071338E+00
    0.4300000000E+06    0.6799433309E+00    0.4612146239E+00
