     Pressure (Pa)     22mC5-400 (mol/kg)     2mC6-400 (mol/kg)
    0.1000000000E+01    0.2098613250E-02    0.1260061065E-01
    0.3000000000E+01    0.6112044440E-02    0.3633794338E-01
    0.5000000000E+01    0.9902908390E-02    0.5830350507E-01
    0.7000000000E+01    0.1349472099E-01    0.7868639361E-01
    0.9000000000E+01    0.1690766868E-01    0.9764965763E-01
    0.1100000000E+02    0.2015918559E-01    0.1153346497E+00
    0.1300000000E+02    0.2326441389E-01    0.1318645313E+00
    0.1500000000E+02    0.2623657413E-01    0.1473471173E+00
    0.1700000000E+02    0.2908726548E-01    0.1618772005E+00
    0.1900000000E+02    0.3182671098E-01    0.1755384654E+00
    0.2100000000E+02    0.3446395924E-01    0.1884050726E+00
    0.2300000000E+02    0.3700705136E-01    0.2005429791E+00
    0.2500000000E+02    0.3946315997E-01    0.2120110442E+00
    0.2700000000E+02    0.4183870563E-01    0.2228619605E+00
    0.2900000000E+02    0.4413945480E-01    0.2331430423E+00
    0.3100000000E+02    0.4637060283E-01    0.2428968956E+00
    0.3300000000E+02    0.4853684440E-01    0.2521619898E+00
    0.3500000000E+02    0.5064243374E-01    0.2609731486E+00
    0.3700000000E+02    0.5269123626E-01    0.2693619721E+00
    0.3900000000E+02    0.5468677300E-01    0.2773572015E+00
    0.4100000000E+02    0.5663225906E-01    0.2849850355E+00
    0.4300000000E+02    0.5853063689E-01    0.2922694051E+00
    0.4500000000E+02    0.6038460539E-01    0.2992322144E+00
    0.4700000000E+02    0.6219664517E-01    0.3058935500E+00
    0.4900000000E+02    0.6396904080E-01    0.3122718664E+00
    0.1000000000E+02    0.1855261060E-01    0.1066438499E+00
    0.3000000000E+02    0.4526342456E-01    0.2380833773E+00
    0.5000000000E+02    0.6484103723E-01    0.3153602533E+00
    0.7000000000E+02    0.8063426215E-01    0.3657497031E+00
    0.9000000000E+02    0.9410554367E-01    0.4008753027E+00
    0.1100000000E+03    0.1060104513E+00    0.4265246850E+00
    0.1300000000E+03    0.1167856849E+00    0.4459010031E+00
    0.1500000000E+03    0.1267047925E+00    0.4609189180E+00
    0.1700000000E+03    0.1359498268E+00    0.4727921714E+00
    0.1900000000E+03    0.1446478135E+00    0.4823267254E+00
    0.2100000000E+03    0.1528908074E+00    0.4900782785E+00
    0.2300000000E+03    0.1607476235E+00    0.4964420904E+00
    0.2500000000E+03    0.1682710537E+00    0.5017067644E+00
    0.2700000000E+03    0.1755024956E+00    0.5060877906E+00
    0.2900000000E+03    0.1824750277E+00    0.5097492026E+00
    0.3100000000E+03    0.1892155160E+00    0.5128179839E+00
    0.3300000000E+03    0.1957460947E+00    0.5153939021E+00
    0.3500000000E+03    0.2020852315E+00    0.5175563766E+00
    0.3700000000E+03    0.2082485095E+00    0.5193693734E+00
    0.3900000000E+03    0.2142492112E+00    0.5208849553E+00
    0.4100000000E+03    0.2200987623E+00    0.5221459003E+00
    0.4300000000E+03    0.2258070732E+00    0.5231876604E+00
    0.4500000000E+03    0.2313828056E+00    0.5240398460E+00
    0.4700000000E+03    0.2368335827E+00    0.5247273657E+00
    0.4900000000E+03    0.2421661576E+00    0.5252713098E+00
    0.1000000000E+03    0.1002214535E+00    0.4146440155E+00
    0.3000000000E+03    0.1858727972E+00    0.5113508908E+00
    0.5000000000E+03    0.2447900254E+00    0.5254951613E+00
    0.7000000000E+03    0.2922370169E+00    0.5256479395E+00
    0.9000000000E+03    0.3321148101E+00    0.5218976937E+00
    0.1100000000E+04    0.3662347433E+00    0.5170338223E+00
    0.1300000000E+04    0.3957079001E+00    0.5120389276E+00
    0.1500000000E+04    0.4213266079E+00    0.5072906130E+00
    0.1700000000E+04    0.4437029933E+00    0.5029276314E+00
    0.1900000000E+04    0.4633300230E+00    0.4989857901E+00
    0.2100000000E+04    0.4806133240E+00    0.4954552127E+00
    0.2300000000E+04    0.4958904948E+00    0.4923064861E+00
    0.2500000000E+04    0.5094443527E+00    0.4895031493E+00
    0.2700000000E+04    0.5215128246E+00    0.4870077358E+00
    0.2900000000E+04    0.5322967139E+00    0.4847846227E+00
    0.3100000000E+04    0.5419659728E+00    0.4828012542E+00
    0.3300000000E+04    0.5506648361E+00    0.4810285316E+00
    0.3500000000E+04    0.5585160546E+00    0.4794407844E+00
    0.3700000000E+04    0.5656243938E+00    0.4780155413E+00
    0.3900000000E+04    0.5720795342E+00    0.4767332185E+00
    0.4100000000E+04    0.5779584744E+00    0.4755767884E+00
    0.4300000000E+04    0.5833275275E+00    0.4745314585E+00
    0.4500000000E+04    0.5882439802E+00    0.4735843767E+00
    0.4700000000E+04    0.5927574741E+00    0.4727243676E+00
    0.4900000000E+04    0.5969111578E+00    0.4719417012E+00
    0.1000000000E+04    0.3498150286E+00    0.5195221279E+00
    0.3000000000E+04    0.5372611083E+00    0.4837648711E+00
    0.5000000000E+04    0.5988650196E+00    0.4715766763E+00
    0.7000000000E+04    0.6260135308E+00    0.4667722721E+00
    0.9000000000E+04    0.6405050254E+00    0.4645006897E+00
    0.1100000000E+05    0.6492736778E+00    0.4632827084E+00
    0.1300000000E+05    0.6550575178E+00    0.4625696295E+00
    0.1500000000E+05    0.6591178554E+00    0.4621247052E+00
    0.1700000000E+05    0.6621049852E+00    0.4618335836E+00
    0.1900000000E+05    0.6643839722E+00    0.4616360646E+00
    0.2100000000E+05    0.6661738196E+00    0.4614982441E+00
    0.2300000000E+05    0.6676130688E+00    0.4613999657E+00
    0.2500000000E+05    0.6687932435E+00    0.4613287042E+00
    0.2700000000E+05    0.6697770257E+00    0.4612763843E+00
    0.2900000000E+05    0.6706086706E+00    0.4612376353E+00
    0.3100000000E+05    0.6713202463E+00    0.4612087894E+00
    0.3300000000E+05    0.6719355183E+00    0.4611872842E+00
    0.3500000000E+05    0.6724724479E+00    0.4611712929E+00
    0.3700000000E+05    0.6729448458E+00    0.4611594911E+00
    0.3900000000E+05    0.6733634948E+00    0.4611509033E+00
    0.4100000000E+05    0.6737369297E+00    0.4611448015E+00
    0.4300000000E+05    0.6740719888E+00    0.4611406353E+00
    0.4500000000E+05    0.6743742124E+00    0.4611379850E+00
    0.4700000000E+05    0.6746481342E+00    0.4611365265E+00
    0.4900000000E+05    0.6748974982E+00    0.4611360080E+00
    0.1000000000E+05    0.6453819816E+00    0.4638053862E+00
    0.3000000000E+05    0.6709778215E+00    0.4612221554E+00
    0.5000000000E+05    0.6750139662E+00    0.4611360379E+00
    0.7000000000E+05    0.6765938501E+00    0.4611552723E+00
    0.9000000000E+05    0.6774289978E+00    0.4611816645E+00
    0.1100000000E+06    0.6779437878E+00    0.4612045636E+00
    0.1300000000E+06    0.6782923135E+00    0.4612232843E+00
    0.1500000000E+06    0.6785436978E+00    0.4612385389E+00
    0.1700000000E+06    0.6787334829E+00    0.4612510918E+00
    0.1900000000E+06    0.6788817871E+00    0.4612615535E+00
    0.2100000000E+06    0.6790008420E+00    0.4612703837E+00
    0.2300000000E+06    0.6790985076E+00    0.4612779246E+00
    0.2500000000E+06    0.6791800632E+00    0.4612844328E+00
    0.2700000000E+06    0.6792491848E+00    0.4612901031E+00
    0.2900000000E+06    0.6793085105E+00    0.4612950852E+00
    0.3100000000E+06    0.6793599823E+00    0.4612994957E+00
    0.3300000000E+06    0.6794050610E+00    0.4613034266E+00
    0.3500000000E+06    0.6794448668E+00    0.4613069515E+00
    0.3700000000E+06    0.6794802728E+00    0.4613101298E+00
    0.3900000000E+06    0.6795119696E+00    0.4613130097E+00
    0.4100000000E+06    0.6795405106E+00    0.4613156312E+00
    0.4300000000E+06    0.6795663444E+00    0.4613180273E+00
    0.4500000000E+06    0.6795898385E+00    0.4613202259E+00
    0.4700000000E+06    0.6796112967E+00    0.4613222501E+00
    0.4900000000E+06    0.6796309725E+00    0.4613241200E+00
    0.1000000000E+06    0.6777137726E+00    0.4611936601E+00
    0.3000000000E+06    0.6793351275E+00    0.4612973557E+00
    0.5000000000E+06    0.6796402100E+00    0.4613250024E+00
    0.7000000000E+06    0.6797688500E+00    0.4613375953E+00
    0.9000000000E+06    0.6798397664E+00    0.4613447806E+00
    0.1100000000E+07    0.6798846961E+00    0.4613494185E+00
    0.1300000000E+07    0.6799157161E+00    0.4613526557E+00
    0.1500000000E+07    0.6799384241E+00    0.4613550406E+00
    0.1700000000E+07    0.6799557695E+00    0.4613568687E+00
    0.1900000000E+07    0.6799694537E+00    0.4613583131E+00
    0.2100000000E+07    0.6799805274E+00    0.4613594820E+00
    0.2300000000E+07    0.6799896740E+00    0.4613604463E+00
    0.2500000000E+07    0.6799973576E+00    0.4613612548E+00
    0.2700000000E+07    0.6800039042E+00    0.4613619418E+00
    0.2900000000E+07    0.6800095498E+00    0.4613625322E+00
    0.3100000000E+07    0.6800144692E+00    0.4613630446E+00
    0.3300000000E+07    0.6800187945E+00    0.4613634933E+00
    0.3500000000E+07    0.6800226279E+00    0.4613638889E+00
    0.3700000000E+07    0.6800260492E+00    0.4613642402E+00
    0.3900000000E+07    0.6800291219E+00    0.4613645540E+00
    0.4100000000E+07    0.6800318971E+00    0.4613648357E+00
    0.4300000000E+07    0.6800344162E+00    0.4613650899E+00
    0.4500000000E+07    0.6800367135E+00    0.4613653201E+00
    0.4700000000E+07    0.6800388173E+00    0.4613655296E+00
    0.4900000000E+07    0.6800407512E+00    0.4613657208E+00
    0.1000000000E+07    0.6798644963E+00    0.4613473255E+00
    0.3000000000E+07    0.6800120912E+00    0.4613627972E+00
    0.5000000000E+07    0.6800416608E+00    0.4613658102E+00
    0.7000000000E+07    0.6800544632E+00    0.4613670224E+00
    0.9000000000E+07    0.6800616687E+00    0.4613676415E+00
    0.1100000000E+08    0.6800663224E+00    0.4613679963E+00
    0.1300000000E+08    0.6800695965E+00    0.4613682120E+00
    0.1500000000E+08    0.6800720392E+00    0.4613683465E+00
    0.1700000000E+08    0.6800739412E+00    0.4613684300E+00
    0.1900000000E+08    0.6800754712E+00    0.4613684797E+00
    0.2100000000E+08    0.6800767339E+00    0.4613685063E+00
    0.2300000000E+08    0.6800777980E+00    0.4613685164E+00
