     Pressure (Pa)     22mC5-400 (mol/kg)     2mC6-400 (mol/kg)
    0.1000000000E+01    0.8393396834E-02    0.3174245115E-02
    0.3000000000E+01    0.2443289678E-01    0.9291105163E-02
    0.5000000000E+01    0.3955559403E-01    0.1512375675E-01
    0.7000000000E+01    0.5384642594E-01    0.2069835436E-01
    0.9000000000E+01    0.6737991127E-01    0.2603771858E-01
    0.1100000000E+02    0.8022169648E-01    0.3116185073E-01
    0.1300000000E+02    0.9242983637E-01    0.3608835611E-01
    0.1500000000E+02    0.1040558604E+00    0.4083279416E-01
    0.1700000000E+02    0.1151456652E+00    0.4540896959E-01
    0.1900000000E+02    0.1257402655E+00    0.4982917567E-01
    0.2100000000E+02    0.1358764283E+00    0.5410439845E-01
    0.2300000000E+02    0.1455872115E+00    0.5824448906E-01
    0.2500000000E+02    0.1549024228E+00    0.6225830959E-01
    0.2700000000E+02    0.1638490122E+00    0.6615385715E-01
    0.2900000000E+02    0.1724514098E+00    0.6993836987E-01
    0.3100000000E+02    0.1807318161E+00    0.7361841760E-01
    0.3300000000E+02    0.1887104538E+00    0.7719998004E-01
    0.3500000000E+02    0.1964057859E+00    0.8068851411E-01
    0.3700000000E+02    0.2038347060E+00    0.8408901227E-01
    0.3900000000E+02    0.2110127040E+00    0.8740605322E-01
    0.4100000000E+02    0.2179540117E+00    0.9064384599E-01
    0.4300000000E+02    0.2246717304E+00    0.9380626861E-01
    0.4500000000E+02    0.2311779430E+00    0.9689690181E-01
    0.4700000000E+02    0.2374838137E+00    0.9991905879E-01
    0.4900000000E+02    0.2435996754E+00    0.1028758114E+00
    0.1000000000E+02    0.7388347347E-01    0.2862553660E-01
    0.3000000000E+02    0.1766305543E+00    0.7179106513E-01
    0.5000000000E+02    0.2465893740E+00    0.1043305607E+00
    0.7000000000E+02    0.2984008888E+00    0.1305887601E+00
    0.9000000000E+02    0.3388207316E+00    0.1526060817E+00
    0.1100000000E+03    0.3714675719E+00    0.1715191178E+00
    0.1300000000E+03    0.3984952810E+00    0.1880386920E+00
    0.1500000000E+03    0.4212887231E+00    0.2026465316E+00
    0.1700000000E+03    0.4407913145E+00    0.2156882945E+00
    0.1900000000E+03    0.4576747578E+00    0.2274225793E+00
    0.2100000000E+03    0.4724340232E+00    0.2380490273E+00
    0.2300000000E+03    0.4854439332E+00    0.2477255558E+00
    0.2500000000E+03    0.4969946585E+00    0.2565795131E+00
    0.2700000000E+03    0.5073149579E+00    0.2647152204E+00
    0.2900000000E+03    0.5165879485E+00    0.2722192568E+00
    0.3100000000E+03    0.5249621301E+00    0.2791642730E+00
    0.3300000000E+03    0.5325592935E+00    0.2856118116E+00
    0.3500000000E+03    0.5394803140E+00    0.2916144379E+00
    0.3700000000E+03    0.5458094773E+00    0.2972173766E+00
    0.3900000000E+03    0.5516177621E+00    0.3024597902E+00
    0.4100000000E+03    0.5569653645E+00    0.3073757896E+00
    0.4300000000E+03    0.5619036662E+00    0.3119952427E+00
    0.4500000000E+03    0.5664767839E+00    0.3163444283E+00
    0.4700000000E+03    0.5707228029E+00    0.3204465699E+00
    0.4900000000E+03    0.5746747668E+00    0.3243222744E+00
    0.1000000000E+03    0.3559575939E+00    0.1623992733E+00
    0.3000000000E+03    0.5208792288E+00    0.2757575635E+00
    0.5000000000E+03    0.5765496261E+00    0.3261810278E+00
    0.7000000000E+03    0.6039652106E+00    0.3550149906E+00
    0.9000000000E+03    0.6201073606E+00    0.3737047592E+00
    0.1100000000E+04    0.6306868152E+00    0.3868062632E+00
    0.1300000000E+04    0.6381345290E+00    0.3965005223E+00
    0.1500000000E+04    0.6436522375E+00    0.4039638870E+00
    0.1700000000E+04    0.6478994484E+00    0.4098870034E+00
    0.1900000000E+04    0.6512672189E+00    0.4147020834E+00
    0.2100000000E+04    0.6540016921E+00    0.4186934555E+00
    0.2300000000E+04    0.6562653308E+00    0.4220558322E+00
    0.2500000000E+04    0.6581695929E+00    0.4249270393E+00
    0.2700000000E+04    0.6597934393E+00    0.4274073763E+00
    0.2900000000E+04    0.6611943440E+00    0.4295715743E+00
    0.3100000000E+04    0.6624151208E+00    0.4314764551E+00
    0.3300000000E+04    0.6634883079E+00    0.4331659932E+00
    0.3500000000E+04    0.6644390696E+00    0.4346747521E+00
    0.3700000000E+04    0.6652871696E+00    0.4360302740E+00
    0.3900000000E+04    0.6660483435E+00    0.4372547768E+00
    0.4100000000E+04    0.6667352733E+00    0.4383663811E+00
    0.4300000000E+04    0.6673582931E+00    0.4393800132E+00
    0.4500000000E+04    0.6679259073E+00    0.4403080793E+00
    0.4700000000E+04    0.6684451779E+00    0.4411609755E+00
    0.4900000000E+04    0.6689220176E+00    0.4419474795E+00
    0.1000000000E+04    0.6258985018E+00    0.3807846520E+00
    0.3000000000E+04    0.6618250135E+00    0.4305534263E+00
    0.5000000000E+04    0.6691461156E+00    0.4423182109E+00
    0.7000000000E+04    0.6722817013E+00    0.4475817865E+00
    0.9000000000E+04    0.6740214747E+00    0.4505664661E+00
    0.1100000000E+05    0.6751274004E+00    0.4524888939E+00
    0.1300000000E+05    0.6758923752E+00    0.4538304951E+00
    0.1500000000E+05    0.6764529657E+00    0.4548199558E+00
    0.1700000000E+05    0.6768814103E+00    0.4555798360E+00
    0.1900000000E+05    0.6772194988E+00    0.4561817325E+00
    0.2100000000E+05    0.6774930838E+00    0.4566702744E+00
    0.2300000000E+05    0.6777190154E+00    0.4570747274E+00
    0.2500000000E+05    0.6779087459E+00    0.4574150811E+00
    0.2700000000E+05    0.6780703302E+00    0.4577054543E+00
    0.2900000000E+05    0.6782095992E+00    0.4579561029E+00
    0.3100000000E+05    0.6783308770E+00    0.4581746566E+00
    0.3300000000E+05    0.6784374386E+00    0.4583669085E+00
    0.3500000000E+05    0.6785318097E+00    0.4585373369E+00
    0.3700000000E+05    0.6786159692E+00    0.4586894578E+00
    0.3900000000E+05    0.6786914898E+00    0.4588260706E+00
    0.4100000000E+05    0.6787596369E+00    0.4589494315E+00
    0.4300000000E+05    0.6788214405E+00    0.4590613794E+00
    0.4500000000E+05    0.6788777471E+00    0.4591634279E+00
    0.4700000000E+05    0.6789292591E+00    0.4592568343E+00
    0.4900000000E+05    0.6789765641E+00    0.4593426518E+00
    0.1000000000E+05    0.6746298654E+00    0.4516215560E+00
    0.3000000000E+05    0.6782722618E+00    0.4580689936E+00
    0.5000000000E+05    0.6789987969E+00    0.4593829979E+00
    0.7000000000E+05    0.6793100378E+00    0.4599486297E+00
    0.9000000000E+05    0.6794829760E+00    0.4602634808E+00
    0.1100000000E+06    0.6795930748E+00    0.4604640468E+00
    0.1300000000E+06    0.6796693428E+00    0.4606029805E+00
    0.1500000000E+06    0.6797253132E+00    0.4607048975E+00
    0.1700000000E+06    0.6797681491E+00    0.4607828457E+00
    0.1900000000E+06    0.6798019972E+00    0.4608443858E+00
    0.2100000000E+06    0.6798294246E+00    0.4608942016E+00
    0.2300000000E+06    0.6798521052E+00    0.4609353490E+00
    0.2500000000E+06    0.6798711775E+00    0.4609699070E+00
    0.2700000000E+06    0.6798874425E+00    0.4609993392E+00
    0.2900000000E+06    0.6799014806E+00    0.4610247057E+00
    0.3100000000E+06    0.6799137223E+00    0.4610467930E+00
    0.3300000000E+06    0.6799244936E+00    0.4610661972E+00
    0.3500000000E+06    0.6799340462E+00    0.4610833782E+00
    0.3700000000E+06    0.6799425775E+00    0.4610986965E+00
    0.3900000000E+06    0.6799502442E+00    0.4611124387E+00
    0.4100000000E+06    0.6799571726E+00    0.4611248355E+00
    0.4300000000E+06    0.6799634655E+00    0.4611360746E+00
    0.4500000000E+06    0.6799692074E+00    0.4611463105E+00
    0.4700000000E+06    0.6799744684E+00    0.4611556712E+00
    0.4900000000E+06    0.6799793073E+00    0.4611642640E+00
    0.1000000000E+06    0.6795435231E+00    0.4603737738E+00
    0.3000000000E+06    0.6799078036E+00    0.4610361182E+00
