# pressure,temperature,f1,f2,molkg1,molkg2
1.000000000000000000e+00,6.000000000000000000e+02,4.000000000000000222e-01,5.000000000000000000e-01,4.336660725000000065e-06,2.292657579999999947e-06
3.000000000000000000e+00,6.000000000000000000e+02,4.000000000000000222e-01,5.000000000000000000e-01,1.300975695000000026e-05,6.877879112999999763e-06
5.000000000000000000e+00,6.000000000000000000e+02,4.000000000000000222e-01,5.000000000000000000e-01,2.168255291000000106e-05,1.146297581999999930e-05
7.000000000000000000e+00,6.000000000000000000e+02,4.000000000000000222e-01,5.000000000000000000e-01,3.035504861000000069e-05,1.604794769999999909e-05
9.000000000000000000e+00,6.000000000000000000e+02,4.000000000000000222e-01,5.000000000000000000e-01,3.902724409000000013e-05,2.063279478000000017e-05
1.100000000000000000e+01,6.000000000000000000e+02,4.000000000000000222e-01,5.000000000000000000e-01,4.769913935999999920e-05,2.521751705999999917e-05
1.300000000000000000e+01,6.000000000000000000e+02,4.000000000000000222e-01,5.000000000000000000e-01,5.637073445000000078e-05,2.980211453999999946e-05
1.500000000000000000e+01,6.000000000000000000e+02,4.000000000000000222e-01,5.000000000000000000e-01,6.504202937999999773e-05,3.438658724999999714e-05
1.700000000000000000e+01,6.000000000000000000e+02,4.000000000000000222e-01,5.000000000000000000e-01,7.371302417000000326e-05,3.897093518000000254e-05
1.900000000000000000e+01,6.000000000000000000e+02,4.000000000000000222e-01,5.000000000000000000e-01,8.238371885000000667e-05,4.355515835000000176e-05
2.100000000000000000e+01,6.000000000000000000e+02,4.000000000000000222e-01,5.000000000000000000e-01,9.105411344000000084e-05,4.813925676999999801e-05
2.300000000000000000e+01,6.000000000000000000e+02,4.000000000000000222e-01,5.000000000000000000e-01,9.972420796000000575e-05,5.272323045000000129e-05
2.500000000000000000e+01,6.000000000000000000e+02,4.000000000000000222e-01,5.000000000000000000e-01,1.083940024000000046e-04,5.730707938999999803e-05
2.700000000000000000e+01,6.000000000000000000e+02,4.000000000000000222e-01,5.000000000000000000e-01,1.170634969000000018e-04,6.189080361000000145e-05
2.900000000000000000e+01,6.000000000000000000e+02,4.000000000000000222e-01,5.000000000000000000e-01,1.257326914000000051e-04,6.647440312000000120e-05
3.100000000000000000e+01,6.000000000000000000e+02,4.000000000000000222e-01,5.000000000000000000e-01,1.344015858000000094e-04,7.105787791999999727e-05
