     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.7298255107E-05    0.1204615726E-05
    0.3000000000E+01    0.2189422084E-04    0.3613792175E-05
    0.5000000000E+01    0.3648946065E-04    0.6022895293E-05
    0.7000000000E+01    0.5108397461E-04    0.8431925093E-05
    0.9000000000E+01    0.6567776278E-04    0.1084088158E-04
    0.1100000000E+02    0.8027082523E-04    0.1324976478E-04
    0.1300000000E+02    0.9486316202E-04    0.1565857468E-04
    0.1500000000E+02    0.1094547732E-03    0.1806731131E-04
    0.1700000000E+02    0.1240456589E-03    0.2047597466E-04
    0.1900000000E+02    0.1386358191E-03    0.2288456476E-04
    0.2100000000E+02    0.1532252539E-03    0.2529308162E-04
    0.2300000000E+02    0.1678139633E-03    0.2770152524E-04
    0.2500000000E+02    0.1824019475E-03    0.3010989563E-04
    0.2700000000E+02    0.1969892065E-03    0.3251819280E-04
    0.2900000000E+02    0.2115757403E-03    0.3492641677E-04
    0.3100000000E+02    0.2261615491E-03    0.3733456755E-04
    0.3300000000E+02    0.2407466328E-03    0.3974264514E-04
    0.3500000000E+02    0.2553309917E-03    0.4215064955E-04
    0.3700000000E+02    0.2699146256E-03    0.4455858080E-04
    0.3900000000E+02    0.2844975347E-03    0.4696643890E-04
    0.4100000000E+02    0.2990797190E-03    0.4937422385E-04
    0.4300000000E+02    0.3136611787E-03    0.5178193567E-04
    0.4500000000E+02    0.3282419137E-03    0.5418957437E-04
    0.4700000000E+02    0.3428219242E-03    0.5659713995E-04
    0.4900000000E+02    0.3574012102E-03    0.5900463244E-04
    0.5100000000E+02    0.3719797718E-03    0.6141205183E-04
    0.5300000000E+02    0.3865576090E-03    0.6381939813E-04
    0.5500000000E+02    0.4011347219E-03    0.6622667137E-04
    0.5700000000E+02    0.4157111105E-03    0.6863387154E-04
    0.5900000000E+02    0.4302867750E-03    0.7104099867E-04
    0.6100000000E+02    0.4448617154E-03    0.7344805275E-04
    0.6300000000E+02    0.4594359318E-03    0.7585503381E-04
    0.6500000000E+02    0.4740094242E-03    0.7826194184E-04
    0.6700000000E+02    0.4885821926E-03    0.8066877686E-04
    0.6900000000E+02    0.5031542372E-03    0.8307553889E-04
    0.7100000000E+02    0.5177255581E-03    0.8548222793E-04
    0.7300000000E+02    0.5322961552E-03    0.8788884398E-04
    0.7500000000E+02    0.5468660286E-03    0.9029538707E-04
    0.7700000000E+02    0.5614351785E-03    0.9270185720E-04
    0.7900000000E+02    0.5760036049E-03    0.9510825438E-04
    0.8100000000E+02    0.5905713077E-03    0.9751457863E-04
    0.8300000000E+02    0.6051382872E-03    0.9992082995E-04
    0.8500000000E+02    0.6197045434E-03    0.1023270083E-03
    0.8700000000E+02    0.6342700763E-03    0.1047331138E-03
    0.8900000000E+02    0.6488348860E-03    0.1071391464E-03
    0.9100000000E+02    0.6633989726E-03    0.1095451062E-03
    0.9300000000E+02    0.6779623361E-03    0.1119509930E-03
    0.9500000000E+02    0.6925249766E-03    0.1143568070E-03
