     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.6331799011E-02    0.1853054871E-03
    0.3000000000E+01    0.1863728533E-01    0.5454591389E-03
    0.5000000000E+01    0.3048737645E-01    0.8923141920E-03
    0.7000000000E+01    0.4190689166E-01    0.1226594887E-02
    0.9000000000E+01    0.5291887885E-01    0.1548973794E-02
    0.1100000000E+02    0.6354476985E-01    0.1860076342E-02
    0.1300000000E+02    0.7380451960E-01    0.2160484877E-02
    0.1500000000E+02    0.8371673118E-01    0.2450742311E-02
    0.1700000000E+02    0.9329876846E-01    0.2731355403E-02
    0.1900000000E+02    0.1025668575E+00    0.3002797721E-02
    0.2100000000E+02    0.1115361783E+00    0.3265512316E-02
    0.2300000000E+02    0.1202209479E+00    0.3519914140E-02
    0.2500000000E+02    0.1286344951E+00    0.3766392240E-02
    0.2700000000E+02    0.1367893293E+00    0.4005311751E-02
    0.2900000000E+02    0.1446972022E+00    0.4237015701E-02
    0.3100000000E+02    0.1523691643E+00    0.4461826663E-02
    0.3300000000E+02    0.1598156167E+00    0.4680048259E-02
    0.3500000000E+02    0.1670463578E+00    0.4891966525E-02
    0.3700000000E+02    0.1740706265E+00    0.5097851173E-02
    0.3900000000E+02    0.1808971414E+00    0.5297956737E-02
    0.4100000000E+02    0.1875341373E+00    0.5492523627E-02
    0.4300000000E+02    0.1939893978E+00    0.5681779091E-02
    0.4500000000E+02    0.2002702862E+00    0.5865938111E-02
    0.4700000000E+02    0.2063837732E+00    0.6045204214E-02
    0.4900000000E+02    0.2123364629E+00    0.6219770227E-02
    0.5100000000E+02    0.2181346166E+00    0.6389818972E-02
    0.5300000000E+02    0.2237841746E+00    0.6555523906E-02
    0.5500000000E+02    0.2292907767E+00    0.6717049711E-02
    0.5700000000E+02    0.2346597807E+00    0.6874552846E-02
    0.5900000000E+02    0.2398962800E+00    0.7028182053E-02
    0.6100000000E+02    0.2450051199E+00    0.7178078824E-02
    0.6300000000E+02    0.2499909121E+00    0.7324377841E-02
    0.6500000000E+02    0.2548580488E+00    0.7467207379E-02
    0.6700000000E+02    0.2596107158E+00    0.7606689685E-02
    0.6900000000E+02    0.2642529042E+00    0.7742941324E-02
    0.7100000000E+02    0.2687884215E+00    0.7876073510E-02
    0.7300000000E+02    0.2732209027E+00    0.8006192405E-02
    0.7500000000E+02    0.2775538191E+00    0.8133399406E-02
    0.7700000000E+02    0.2817904879E+00    0.8257791410E-02
    0.7900000000E+02    0.2859340806E+00    0.8379461057E-02
    0.8100000000E+02    0.2899876309E+00    0.8498496966E-02
    0.8300000000E+02    0.2939540421E+00    0.8614983947E-02
    0.8500000000E+02    0.2978360938E+00    0.8729003206E-02
    0.8700000000E+02    0.3016364489E+00    0.8840632532E-02
    0.8900000000E+02    0.3053576593E+00    0.8949946480E-02
    0.9100000000E+02    0.3090021716E+00    0.9057016530E-02
    0.9300000000E+02    0.3125723328E+00    0.9161911251E-02
    0.9500000000E+02    0.3160703949E+00    0.9264696442E-02
    0.9700000000E+02    0.3194985199E+00    0.9365435274E-02
    0.9900000000E+02    0.3228587844E+00    0.9464188420E-02
    0.1000000000E+02    0.5827880611E-01    0.1705897251E-02
    0.3000000000E+02    0.1485620074E+00    0.4350263402E-02
    0.5000000000E+02    0.2152544782E+00    0.6305348205E-02
    0.7000000000E+02    0.2665337656E+00    0.7809890599E-02
    0.9000000000E+02    0.3071893538E+00    0.9003757640E-02
    0.1100000000E+03    0.3402126206E+00    0.9974331719E-02
    0.1300000000E+03    0.3675682553E+00    0.1077902079E-01
    0.1500000000E+03    0.3905999191E+00    0.1145709777E-01
    0.1700000000E+03    0.4102576524E+00    0.1203633874E-01
    0.1900000000E+03    0.4272321760E+00    0.1253694389E-01
    0.2100000000E+03    0.4420377167E+00    0.1297395619E-01
    0.2300000000E+03    0.4550649948E+00    0.1335880886E-01
    0.2500000000E+03    0.4666162028E+00    0.1370034717E-01
    0.2700000000E+03    0.4769287341E+00    0.1400552169E-01
    0.2900000000E+03    0.4861916678E+00    0.1427987001E-01
    0.3100000000E+03    0.4945574642E+00    0.1452785852E-01
    0.3300000000E+03    0.5021504208E+00    0.1475312963E-01
    0.3500000000E+03    0.5090728876E+00    0.1495868343E-01
    0.3700000000E+03    0.5154099065E+00    0.1514701342E-01
    0.3900000000E+03    0.5212327217E+00    0.1532020912E-01
    0.4100000000E+03    0.5266014684E+00    0.1548003474E-01
    0.4300000000E+03    0.5315672574E+00    0.1562799017E-01
    0.4500000000E+03    0.5361738063E+00    0.1576535870E-01
    0.4700000000E+03    0.5404587295E+00    0.1589324478E-01
    0.4900000000E+03    0.5444545678E+00    0.1601260418E-01
    0.5100000000E+03    0.5481896155E+00    0.1612426816E-01
    0.5300000000E+03    0.5516885912E+00    0.1622896314E-01
    0.5500000000E+03    0.5549731857E+00    0.1632732674E-01
    0.5700000000E+03    0.5580625114E+00    0.1641992097E-01
    0.5900000000E+03    0.5609734746E+00    0.1650724308E-01
    0.6100000000E+03    0.5637210848E+00    0.1658973466E-01
    0.6300000000E+03    0.5663187135E+00    0.1666778925E-01
    0.6500000000E+03    0.5687783116E+00    0.1674175864E-01
    0.6700000000E+03    0.5711105933E+00    0.1681195834E-01
    0.6900000000E+03    0.5733251918E+00    0.1687867209E-01
    0.7100000000E+03    0.5754307926E+00    0.1694215579E-01
    0.7300000000E+03    0.5774352470E+00    0.1700264083E-01
    0.7500000000E+03    0.5793456701E+00    0.1706033697E-01
    0.7700000000E+03    0.5811685249E+00    0.1711543479E-01
    0.7900000000E+03    0.5829096953E+00    0.1716810784E-01
    0.8100000000E+03    0.5845745499E+00    0.1721851452E-01
    0.8300000000E+03    0.5861679968E+00    0.1726679970E-01
    0.8500000000E+03    0.5876945322E+00    0.1731309611E-01
    0.8700000000E+03    0.5891582824E+00    0.1735752559E-01
    0.8900000000E+03    0.5905630416E+00    0.1740020023E-01
    0.9100000000E+03    0.5919123042E+00    0.1744122328E-01
    0.9300000000E+03    0.5932092938E+00    0.1748069001E-01
    0.9500000000E+03    0.5944569895E+00    0.1751868848E-01
    0.9700000000E+03    0.5956581478E+00    0.1755530024E-01
    0.9900000000E+03    0.5968153238E+00    0.1759060084E-01
    0.1000000000E+03    0.3245140955E+00    0.9512838668E-02
    0.3000000000E+03    0.4904783614E+00    0.1440691467E-01
    0.5000000000E+03    0.5463530687E+00    0.1606935044E-01
    0.7000000000E+03    0.5743911078E+00    0.1691080270E-01
    0.9000000000E+03    0.5912444025E+00    0.1742091207E-01
    0.1100000000E+04    0.6024916487E+00    0.1776421917E-01
    0.1300000000E+04    0.6105305405E+00    0.1801165277E-01
    0.1500000000E+04    0.6165621376E+00    0.1819884664E-01
    0.1700000000E+04    0.6212545555E+00    0.1834568019E-01
    0.1900000000E+04    0.6250090433E+00    0.1846412670E-01
    0.2100000000E+04    0.6280811248E+00    0.1856183278E-01
    0.2300000000E+04    0.6306412451E+00    0.1864391354E-01
    0.2500000000E+04    0.6328074570E+00    0.1871392185E-01
    0.2700000000E+04    0.6346641146E+00    0.1877440352E-01
    0.2900000000E+04    0.6362730953E+00    0.1882723130E-01
    0.3100000000E+04    0.6376808185E+00    0.1887381402E-01
    0.3300000000E+04    0.6389227883E+00    0.1891523225E-01
    0.3500000000E+04    0.6400266235E+00    0.1895232892E-01
    0.3700000000E+04    0.6410141315E+00    0.1898577142E-01
    0.3900000000E+04    0.6419027601E+00    0.1901609523E-01
    0.4100000000E+04    0.6427066348E+00    0.1904373506E-01
    0.4300000000E+04    0.6434373140E+00    0.1906904757E-01
    0.4500000000E+04    0.6441043464E+00    0.1909232827E-01
    0.4700000000E+04    0.6447156894E+00    0.1911382405E-01
    0.4900000000E+04    0.6452780278E+00    0.1913374290E-01
    0.5100000000E+04    0.6457970178E+00    0.1915226130E-01
    0.5300000000E+04    0.6462774781E+00    0.1916953000E-01
    0.5500000000E+04    0.6467235387E+00    0.1918567854E-01
    0.5700000000E+04    0.6471387601E+00    0.1920081892E-01
    0.5900000000E+04    0.6475262281E+00    0.1921504846E-01
    0.6100000000E+04    0.6478886302E+00    0.1922845216E-01
    0.6300000000E+04    0.6482283181E+00    0.1924110458E-01
    0.6500000000E+04    0.6485473583E+00    0.1925307142E-01
    0.6700000000E+04    0.6488475741E+00    0.1926441081E-01
    0.6900000000E+04    0.6491305804E+00    0.1927517437E-01
    0.7100000000E+04    0.6493978127E+00    0.1928540812E-01
    0.7300000000E+04    0.6496505513E+00    0.1929515318E-01
    0.7500000000E+04    0.6498899415E+00    0.1930444646E-01
    0.7700000000E+04    0.6501170113E+00    0.1931332117E-01
    0.7900000000E+04    0.6503326857E+00    0.1932180728E-01
    0.8100000000E+04    0.6505377997E+00    0.1932993189E-01
    0.8300000000E+04    0.6507331083E+00    0.1933771960E-01
    0.8500000000E+04    0.6509192966E+00    0.1934519276E-01
