     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.1114726369E-01    0.3440701743E-02
    0.3000000000E+01    0.3205752752E-01    0.9896392685E-02
    0.5000000000E+01    0.5130541360E-01    0.1584077250E-01
    0.7000000000E+01    0.6908147767E-01    0.2133237883E-01
    0.9000000000E+01    0.8554822703E-01    0.2642113835E-01
    0.1100000000E+02    0.1008450977E+00    0.3114989427E-01
    0.1300000000E+02    0.1150924084E+00    0.3555561971E-01
    0.1500000000E+02    0.1283945276E+00    0.3967038997E-01
    0.1700000000E+02    0.1408424323E+00    0.4352216770E-01
    0.1900000000E+02    0.1525157886E+00    0.4713544169E-01
    0.2100000000E+02    0.1634846563E+00    0.5053175020E-01
    0.2300000000E+02    0.1738108948E+00    0.5373011242E-01
    0.2500000000E+02    0.1835493283E+00    0.5674738641E-01
    0.2700000000E+02    0.1927487184E+00    0.5959856760E-01
    0.2900000000E+02    0.2014525795E+00    0.6229703920E-01
    0.3100000000E+02    0.2096998659E+00    0.6485478329E-01
    0.3300000000E+02    0.2175255542E+00    0.6728255950E-01
    0.3500000000E+02    0.2249611381E+00    0.6959005711E-01
    0.3700000000E+02    0.2320350512E+00    0.7178602493E-01
    0.3900000000E+02    0.2387730303E+00    0.7387838274E-01
    0.4100000000E+02    0.2451984270E+00    0.7587431725E-01
    0.4300000000E+02    0.2513324786E+00    0.7778036502E-01
    0.4500000000E+02    0.2571945413E+00    0.7960248437E-01
    0.4700000000E+02    0.2628022942E+00    0.8134611798E-01
    0.4900000000E+02    0.2681719174E+00    0.8301624747E-01
    0.5100000000E+02    0.2733182471E+00    0.8461744127E-01
    0.5300000000E+02    0.2782549124E+00    0.8615389657E-01
    0.5500000000E+02    0.2829944557E+00    0.8762947629E-01
    0.5700000000E+02    0.2875484389E+00    0.8904774175E-01
    0.5900000000E+02    0.2919275373E+00    0.9041198152E-01
    0.6100000000E+02    0.2961416229E+00    0.9172523706E-01
    0.6300000000E+02    0.3001998387E+00    0.9299032554E-01
    0.6500000000E+02    0.3041106647E+00    0.9420986008E-01
    0.6700000000E+02    0.3078819768E+00    0.9538626798E-01
    0.6900000000E+02    0.3115210998E+00    0.9652180692E-01
    0.7100000000E+02    0.3150348549E+00    0.9761857951E-01
    0.7300000000E+02    0.3184296019E+00    0.9867854642E-01
    0.7500000000E+02    0.3217112778E+00    0.9970353815E-01
    0.7700000000E+02    0.3248854312E+00    0.1006952656E+00
    0.7900000000E+02    0.3279572538E+00    0.1016553299E+00
    0.8100000000E+02    0.3309316083E+00    0.1025852308E+00
    0.8300000000E+02    0.3338130542E+00    0.1034863746E+00
    0.8500000000E+02    0.3366058713E+00    0.1043600816E+00
    0.8700000000E+02    0.3393140805E+00    0.1052075924E+00
    0.8900000000E+02    0.3419414630E+00    0.1060300736E+00
    0.9100000000E+02    0.3444915785E+00    0.1068286237E+00
    0.9300000000E+02    0.3469677803E+00    0.1076042777E+00
    0.9500000000E+02    0.3493732308E+00    0.1083580115E+00
    0.9700000000E+02    0.3517109146E+00    0.1090907466E+00
    0.9900000000E+02    0.3539836507E+00    0.1098033531E+00
