     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.5632572546E-02    0.3708939371E-03
    0.3000000000E+01    0.1660384422E-01    0.1093373524E-02
    0.5000000000E+01    0.2720002811E-01    0.1791208009E-02
    0.7000000000E+01    0.3744003461E-01    0.2465638972E-02
    0.9000000000E+01    0.4734152394E-01    0.3117825945E-02
    0.1100000000E+02    0.5692100783E-01    0.3748853076E-02
    0.1300000000E+02    0.6619394136E-01    0.4359735166E-02
    0.1500000000E+02    0.7517480615E-01    0.4951423119E-02
    0.1700000000E+02    0.8387718583E-01    0.5524808899E-02
    0.1900000000E+02    0.9231383458E-01    0.6080730028E-02
    0.2100000000E+02    0.1004967395E+00    0.6619973673E-02
    0.2300000000E+02    0.1084371773E+00    0.7143280378E-02
    0.2500000000E+02    0.1161457664E+00    0.7651347469E-02
    0.2700000000E+02    0.1236325140E+00    0.8144832155E-02
    0.2900000000E+02    0.1309068598E+00    0.8624354378E-02
    0.3100000000E+02    0.1379777151E+00    0.9090499416E-02
    0.3300000000E+02    0.1448534998E+00    0.9543820273E-02
    0.3500000000E+02    0.1515421757E+00    0.9984839873E-02
    0.3700000000E+02    0.1580512770E+00    0.1041405308E-01
    0.3900000000E+02    0.1643879386E+00    0.1083192855E-01
    0.4100000000E+02    0.1705589228E+00    0.1123891046E-01
    0.4300000000E+02    0.1765706426E+00    0.1163542005E-01
    0.4500000000E+02    0.1824291842E+00    0.1202185714E-01
    0.4700000000E+02    0.1881403278E+00    0.1239860142E-01
    0.4900000000E+02    0.1937095663E+00    0.1276601373E-01
    0.5100000000E+02    0.1991421230E+00    0.1312443722E-01
    0.5300000000E+02    0.2044429680E+00    0.1347419839E-01
    0.5500000000E+02    0.2096168333E+00    0.1381560814E-01
    0.5700000000E+02    0.2146682270E+00    0.1414896263E-01
    0.5900000000E+02    0.2196014462E+00    0.1447454419E-01
    0.6100000000E+02    0.2244205894E+00    0.1479262210E-01
    0.6300000000E+02    0.2291295676E+00    0.1510345335E-01
    0.6500000000E+02    0.2337321153E+00    0.1540728328E-01
    0.6700000000E+02    0.2382317997E+00    0.1570434633E-01
    0.6900000000E+02    0.2426320308E+00    0.1599486654E-01
    0.7100000000E+02    0.2469360693E+00    0.1627905817E-01
    0.7300000000E+02    0.2511470347E+00    0.1655712624E-01
    0.7500000000E+02    0.2552679136E+00    0.1682926698E-01
    0.7700000000E+02    0.2593015656E+00    0.1709566835E-01
    0.7900000000E+02    0.2632507309E+00    0.1735651040E-01
    0.8100000000E+02    0.2671180360E+00    0.1761196576E-01
    0.8300000000E+02    0.2709059997E+00    0.1786219997E-01
    0.8500000000E+02    0.2746170385E+00    0.1810737183E-01
    0.8700000000E+02    0.2782534717E+00    0.1834763381E-01
    0.8900000000E+02    0.2818175263E+00    0.1858313226E-01
    0.9100000000E+02    0.2853113416E+00    0.1881400780E-01
    0.9300000000E+02    0.2887369735E+00    0.1904039556E-01
    0.9500000000E+02    0.2920963982E+00    0.1926242545E-01
    0.9700000000E+02    0.2953915165E+00    0.1948022241E-01
    0.9900000000E+02    0.2986241569E+00    0.1969390665E-01
    0.1000000000E+02    0.5217052687E-01    0.3435919507E-02
    0.3000000000E+02    0.1344671864E+00    0.8859063752E-02
    0.5000000000E+02    0.1964426135E+00    0.1294632829E-01
    0.7000000000E+02    0.2447958759E+00    0.1613774040E-01
    0.9000000000E+02    0.2835730835E+00    0.1869913932E-01
    0.1100000000E+03    0.3153623483E+00    0.2080061565E-01
    0.1300000000E+03    0.3418962348E+00    0.2255606372E-01
    0.1500000000E+03    0.3643782922E+00    0.2404462276E-01
    0.1700000000E+03    0.3836706419E+00    0.2532299648E-01
    0.1900000000E+03    0.4004070303E+00    0.2643287886E-01
    0.2100000000E+03    0.4150637511E+00    0.2740561344E-01
    0.2300000000E+03    0.4280056834E+00    0.2826521819E-01
    0.2500000000E+03    0.4395170690E+00    0.2903040813E-01
    0.2700000000E+03    0.4498226213E+00    0.2971598271E-01
    0.2900000000E+03    0.4591023333E+00    0.3033379928E-01
    0.3100000000E+03    0.4675020753E+00    0.3089346980E-01
    0.3300000000E+03    0.4751413145E+00    0.3140286852E-01
    0.3500000000E+03    0.4821188302E+00    0.3186850785E-01
    0.3700000000E+03    0.4885170061E+00    0.3229582066E-01
    0.3900000000E+03    0.4944050963E+00    0.3268937520E-01
    0.4100000000E+03    0.4998417406E+00    0.3305304056E-01
    0.4300000000E+03    0.5048769229E+00    0.3339011559E-01
    0.4500000000E+03    0.5095535115E+00    0.3370343027E-01
    0.4700000000E+03    0.5139084815E+00    0.3399542618E-01
    0.4900000000E+03    0.5179738943E+00    0.3426822097E-01
    0.5100000000E+03    0.5217776871E+00    0.3452366040E-01
