     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.1560045138E-01    0.6240281003E-03
    0.3000000000E+01    0.4465530118E-01    0.1786552291E-02
    0.5000000000E+01    0.7116235876E-01    0.2847517886E-02
    0.7000000000E+01    0.9544263958E-01    0.3819705020E-02
    0.9000000000E+01    0.1177654044E+00    0.4713834682E-02
    0.1100000000E+02    0.1383581851E+00    0.5538967457E-02
    0.1300000000E+02    0.1574145669E+00    0.6302813055E-02
    0.1500000000E+02    0.1751002911E+00    0.7011973087E-02
    0.1700000000E+02    0.1915580880E+00    0.7672133282E-02
    0.1900000000E+02    0.2069115358E+00    0.8288217039E-02
    0.2100000000E+02    0.2212681689E+00    0.8864509080E-02
    0.2300000000E+02    0.2347219999E+00    0.9404755791E-02
    0.2500000000E+02    0.2473555797E+00    0.9912247215E-02
    0.2700000000E+02    0.2592416928E+00    0.1038988451E-01
    0.2900000000E+02    0.2704447602E+00    0.1084023575E-01
    0.3100000000E+02    0.2810220067E+00    0.1126558246E-01
    0.3300000000E+02    0.2910244390E+00    0.1166795845E-01
    0.3500000000E+02    0.3004976675E+00    0.1204918261E-01
    0.3700000000E+02    0.3094826015E+00    0.1241088655E-01
    0.3900000000E+02    0.3180160400E+00    0.1275453810E-01
    0.4100000000E+02    0.3261311751E+00    0.1308146139E-01
    0.4300000000E+02    0.3338580231E+00    0.1339285402E-01
    0.4500000000E+02    0.3412237959E+00    0.1368980179E-01
    0.4700000000E+02    0.3482532207E+00    0.1397329152E-01
    0.4900000000E+02    0.3549688173E+00    0.1424422201E-01
    0.5100000000E+02    0.3613911393E+00    0.1450341369E-01
    0.5300000000E+02    0.3675389837E+00    0.1475161698E-01
    0.5500000000E+02    0.3734295748E+00    0.1498951958E-01
    0.5700000000E+02    0.3790787255E+00    0.1521775292E-01
    0.5900000000E+02    0.3845009787E+00    0.1543689779E-01
    0.6100000000E+02    0.3897097323E+00    0.1564748930E-01
    0.6300000000E+02    0.3947173501E+00    0.1585002134E-01
    0.6500000000E+02    0.3995352589E+00    0.1604495041E-01
    0.6700000000E+02    0.4041740365E+00    0.1623269915E-01
    0.6900000000E+02    0.4086434884E+00    0.1641365939E-01
    0.7100000000E+02    0.4129527175E+00    0.1658819493E-01
    0.7300000000E+02    0.4171101857E+00    0.1675664397E-01
    0.7500000000E+02    0.4211237692E+00    0.1691932137E-01
    0.7700000000E+02    0.4250008087E+00    0.1707652060E-01
    0.7900000000E+02    0.4287481539E+00    0.1722851554E-01
    0.8100000000E+02    0.4323722037E+00    0.1737556207E-01
    0.8300000000E+02    0.4358789432E+00    0.1751789956E-01
    0.8500000000E+02    0.4392739761E+00    0.1765575215E-01
    0.8700000000E+02    0.4425625549E+00    0.1778932994E-01
    0.8900000000E+02    0.4457496078E+00    0.1791883012E-01
    0.9100000000E+02    0.4488397637E+00    0.1804443789E-01
    0.9300000000E+02    0.4518373740E+00    0.1816632738E-01
    0.9500000000E+02    0.4547465337E+00    0.1828466249E-01
    0.9700000000E+02    0.4575710995E+00    0.1839959758E-01
    0.9900000000E+02    0.4603147073E+00    0.1851127821E-01
    0.1000000000E+02    0.1282652267E+00    0.5134515288E-02
    0.3000000000E+02    0.2758082877E+00    0.1105590216E-01
    0.5000000000E+02    0.3582154240E+00    0.1437523675E-01
    0.7000000000E+02    0.4108175876E+00    0.1650170854E-01
    0.9000000000E+02    0.4473065197E+00    0.1798210942E-01
    0.1100000000E+03    0.4741015620E+00    0.1907311964E-01
    0.1300000000E+03    0.4946120467E+00    0.1991123013E-01
    0.1500000000E+03    0.5108163913E+00    0.2057574239E-01
    0.1700000000E+03    0.5239415001E+00    0.2111589443E-01
    0.1900000000E+03    0.5347886424E+00    0.2156388159E-01
    0.2100000000E+03    0.5439032926E+00    0.2194164765E-01
    0.2300000000E+03    0.5516696571E+00    0.2226466739E-01
    0.2500000000E+03    0.5583661682E+00    0.2254416874E-01
    0.2700000000E+03    0.5641995393E+00    0.2278849753E-01
    0.2900000000E+03    0.5693264585E+00    0.2300398744E-01
    0.3100000000E+03    0.5738678573E+00    0.2319553263E-01
    0.3300000000E+03    0.5779185597E+00    0.2336697526E-01
    0.3500000000E+03    0.5815539657E+00    0.2352137409E-01
    0.3700000000E+03    0.5848347831E+00    0.2366119479E-01
    0.3900000000E+03    0.5878104389E+00    0.2378844726E-01
    0.4100000000E+03    0.5905215835E+00    0.2390478645E-01
    0.4300000000E+03    0.5930019556E+00    0.2401158758E-01
    0.4500000000E+03    0.5952797912E+00    0.2411000292E-01
    0.4700000000E+03    0.5973789016E+00    0.2420100534E-01
    0.4900000000E+03    0.5993195071E+00    0.2428542194E-01
    0.5100000000E+03    0.6011188893E+00    0.2436396050E-01
    0.5300000000E+03    0.6027919065E+00    0.2443723022E-01
    0.5500000000E+03    0.6043514036E+00    0.2450575841E-01
    0.5700000000E+03    0.6058085423E+00    0.2457000379E-01
    0.5900000000E+03    0.6071730679E+00    0.2463036737E-01
    0.6100000000E+03    0.6084535269E+00    0.2468720122E-01
    0.6300000000E+03    0.6096574459E+00    0.2474081579E-01
    0.6500000000E+03    0.6107914796E+00    0.2479148585E-01
    0.6700000000E+03    0.6118615329E+00    0.2483945553E-01
    0.6900000000E+03    0.6128728642E+00    0.2488494247E-01
    0.7100000000E+03    0.6138301711E+00    0.2492814133E-01
    0.7300000000E+03    0.6147376633E+00    0.2496922676E-01
    0.7500000000E+03    0.6155991244E+00    0.2500835592E-01
    0.7700000000E+03    0.6164179646E+00    0.2504567061E-01
    0.7900000000E+03    0.6171972652E+00    0.2508129912E-01
    0.8100000000E+03    0.6179398180E+00    0.2511535781E-01
    0.8300000000E+03    0.6186481576E+00    0.2514795245E-01
    0.8500000000E+03    0.6193245913E+00    0.2517917943E-01
    0.8700000000E+03    0.6199712235E+00    0.2520912678E-01
    0.8900000000E+03    0.6205899773E+00    0.2523787503E-01
    0.9100000000E+03    0.6211826143E+00    0.2526549802E-01
    0.9300000000E+03    0.6217507506E+00    0.2529206360E-01
    0.9500000000E+03    0.6222958717E+00    0.2531763418E-01
    0.9700000000E+03    0.6228193456E+00    0.2534226732E-01
    0.9900000000E+03    0.6233224339E+00    0.2536601616E-01
    0.1000000000E+03    0.4616572316E+00    0.1856594133E-01
