     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.3911909460E-04    0.7190355753E-04
    0.3000000000E+01    0.1173307429E-03    0.2156508700E-03
    0.5000000000E+01    0.1955070412E-03    0.3593185318E-03
    0.7000000000E+01    0.2736480345E-03    0.5029066462E-03
    0.9000000000E+01    0.3517537679E-03    0.6464153162E-03
    0.1100000000E+02    0.4298242865E-03    0.7898446446E-03
    0.1300000000E+02    0.5078596352E-03    0.9331947342E-03
    0.1500000000E+02    0.5858598590E-03    0.1076465687E-02
    0.1700000000E+02    0.6638250025E-03    0.1219657606E-02
    0.1900000000E+02    0.7417551104E-03    0.1362770594E-02
    0.2100000000E+02    0.8196502275E-03    0.1505804751E-02
    0.2300000000E+02    0.8975103982E-03    0.1648760181E-02
    0.2500000000E+02    0.9753356671E-03    0.1791636984E-02
    0.2700000000E+02    0.1053126079E-02    0.1934435262E-02
    0.2900000000E+02    0.1130881677E-02    0.2077155117E-02
    0.3100000000E+02    0.1208602506E-02    0.2219796649E-02
    0.3300000000E+02    0.1286288611E-02    0.2362359960E-02
    0.3500000000E+02    0.1363940035E-02    0.2504845151E-02
    0.3700000000E+02    0.1441556822E-02    0.2647252321E-02
    0.3900000000E+02    0.1519139017E-02    0.2789581572E-02
    0.4100000000E+02    0.1596686663E-02    0.2931833004E-02
    0.4300000000E+02    0.1674199804E-02    0.3074006717E-02
    0.4500000000E+02    0.1751678483E-02    0.3216102811E-02
    0.4700000000E+02    0.1829122745E-02    0.3358121386E-02
    0.4900000000E+02    0.1906532633E-02    0.3500062542E-02
    0.5100000000E+02    0.1983908190E-02    0.3641926377E-02
    0.5300000000E+02    0.2061249460E-02    0.3783712992E-02
    0.5500000000E+02    0.2138556486E-02    0.3925422485E-02
    0.5700000000E+02    0.2215829312E-02    0.4067054955E-02
    0.5900000000E+02    0.2293067979E-02    0.4208610502E-02
    0.6100000000E+02    0.2370272533E-02    0.4350089224E-02
    0.6300000000E+02    0.2447443015E-02    0.4491491219E-02
    0.6500000000E+02    0.2524579469E-02    0.4632816586E-02
    0.6700000000E+02    0.2601681938E-02    0.4774065423E-02
    0.6900000000E+02    0.2678750463E-02    0.4915237827E-02
    0.7100000000E+02    0.2755785089E-02    0.5056333897E-02
    0.7300000000E+02    0.2832785858E-02    0.5197353731E-02
    0.7500000000E+02    0.2909752812E-02    0.5338297425E-02
    0.7700000000E+02    0.2986685994E-02    0.5479165078E-02
    0.7900000000E+02    0.3063585446E-02    0.5619956786E-02
    0.8100000000E+02    0.3140451210E-02    0.5760672647E-02
    0.8300000000E+02    0.3217283330E-02    0.5901312757E-02
    0.8500000000E+02    0.3294081847E-02    0.6041877212E-02
    0.8700000000E+02    0.3370846803E-02    0.6182366111E-02
    0.8900000000E+02    0.3447578241E-02    0.6322779548E-02
    0.9100000000E+02    0.3524276202E-02    0.6463117620E-02
    0.9300000000E+02    0.3600940728E-02    0.6603380423E-02
    0.9500000000E+02    0.3677571862E-02    0.6743568053E-02
    0.9700000000E+02    0.3754169644E-02    0.6883680606E-02
    0.9900000000E+02    0.3830734117E-02    0.7023718178E-02
    0.1000000000E+02    0.3907934262E-03    0.7181398917E-03
    0.3000000000E+02    0.1169746435E-02    0.2148485667E-02
    0.5000000000E+02    0.1945224700E-02    0.3571004118E-02
    0.7000000000E+02    0.2717272011E-02    0.4985795398E-02
    0.9000000000E+02    0.3485931403E-02    0.6392957998E-02
    0.1100000000E+03    0.4251245173E-02    0.7792588776E-02
    0.1300000000E+03    0.5013254893E-02    0.9184782973E-02
    0.1500000000E+03    0.5772001421E-02    0.1056963424E-01
    0.1700000000E+03    0.6527524918E-02    0.1194723468E-01
    0.1900000000E+03    0.7279864857E-02    0.1331767481E-01
    0.2100000000E+03    0.8029060037E-02    0.1468104368E-01
    0.2300000000E+03    0.8775148598E-02    0.1603742879E-01
    0.2500000000E+03    0.9518168027E-02    0.1738691620E-01
    0.2700000000E+03    0.1025815518E-01    0.1872959050E-01
    0.2900000000E+03    0.1099514627E-01    0.2006553486E-01
    0.3100000000E+03    0.1172917692E-01    0.2139483101E-01
    0.3300000000E+03    0.1246028213E-01    0.2271755932E-01
    0.3500000000E+03    0.1318849633E-01    0.2403379877E-01
    0.3700000000E+03    0.1391385333E-01    0.2534362701E-01
    0.3900000000E+03    0.1463638642E-01    0.2664712035E-01
    0.4100000000E+03    0.1535612828E-01    0.2794435379E-01
    0.4300000000E+03    0.1607311108E-01    0.2923540106E-01
    0.4500000000E+03    0.1678736643E-01    0.3052033460E-01
    0.4700000000E+03    0.1749892540E-01    0.3179922561E-01
    0.4900000000E+03    0.1820781857E-01    0.3307214407E-01
    0.5100000000E+03    0.1891407598E-01    0.3433915875E-01
    0.5300000000E+03    0.1961772719E-01    0.3560033721E-01
    0.5500000000E+03    0.2031880124E-01    0.3685574587E-01
    0.5700000000E+03    0.2101732673E-01    0.3810544997E-01
    0.5900000000E+03    0.2171333174E-01    0.3934951364E-01
    0.6100000000E+03    0.2240684390E-01    0.4058799986E-01
    0.6300000000E+03    0.2309789040E-01    0.4182097055E-01
    0.6500000000E+03    0.2378649796E-01    0.4304848652E-01
    0.6700000000E+03    0.2447269286E-01    0.4427060753E-01
    0.6900000000E+03    0.2515650096E-01    0.4548739230E-01
    0.7100000000E+03    0.2583794768E-01    0.4669889851E-01
    0.7300000000E+03    0.2651705804E-01    0.4790518283E-01
    0.7500000000E+03    0.2719385662E-01    0.4910630095E-01
    0.7700000000E+03    0.2786836762E-01    0.5030230756E-01
    0.7900000000E+03    0.2854061486E-01    0.5149325639E-01
    0.8100000000E+03    0.2921062173E-01    0.5267920024E-01
    0.8300000000E+03    0.2987841127E-01    0.5386019098E-01
    0.8500000000E+03    0.3054400613E-01    0.5503627954E-01
    0.8700000000E+03    0.3120742861E-01    0.5620751597E-01
    0.8900000000E+03    0.3186870063E-01    0.5737394944E-01
    0.9100000000E+03    0.3252784376E-01    0.5853562824E-01
    0.9300000000E+03    0.3318487923E-01    0.5969259981E-01
    0.9500000000E+03    0.3383982793E-01    0.6084491075E-01
