     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.1034710731E-03    0.1875799005E-04
    0.3000000000E+01    0.3103115699E-03    0.5626160863E-04
    0.5000000000E+01    0.5170166459E-03    0.9374876225E-04
    0.7000000000E+01    0.7235864346E-03    0.1312194714E-03
    0.9000000000E+01    0.9300210699E-03    0.1686737565E-03
    0.1100000000E+02    0.1136320685E-02    0.2061116379E-03
    0.1300000000E+02    0.1342485414E-02    0.2435331361E-03
    0.1500000000E+02    0.1548515388E-02    0.2809382714E-03
    0.1700000000E+02    0.1754410742E-02    0.3183270640E-03
    0.1900000000E+02    0.1960171608E-02    0.3556995343E-03
    0.2100000000E+02    0.2165798118E-02    0.3930557024E-03
    0.2300000000E+02    0.2371290405E-02    0.4303955887E-03
    0.2500000000E+02    0.2576648601E-02    0.4677192133E-03
    0.2700000000E+02    0.2781872838E-02    0.5050265963E-03
    0.2900000000E+02    0.2986963248E-02    0.5423177578E-03
    0.3100000000E+02    0.3191919962E-02    0.5795927180E-03
    0.3300000000E+02    0.3396743112E-02    0.6168514969E-03
    0.3500000000E+02    0.3601432830E-02    0.6540941145E-03
    0.3700000000E+02    0.3805989246E-02    0.6913205908E-03
    0.3900000000E+02    0.4010412491E-02    0.7285309458E-03
    0.4100000000E+02    0.4214702696E-02    0.7657251993E-03
    0.4300000000E+02    0.4418859992E-02    0.8029033713E-03
    0.4500000000E+02    0.4622884509E-02    0.8400654817E-03
    0.4700000000E+02    0.4826776378E-02    0.8772115502E-03
    0.4900000000E+02    0.5030535728E-02    0.9143415967E-03
    0.5100000000E+02    0.5234162689E-02    0.9514556410E-03
    0.5300000000E+02    0.5437657392E-02    0.9885537028E-03
    0.5500000000E+02    0.5641019965E-02    0.1025635802E-02
    0.5700000000E+02    0.5844250538E-02    0.1062701958E-02
    0.5900000000E+02    0.6047349240E-02    0.1099752190E-02
    0.6100000000E+02    0.6250316201E-02    0.1136786518E-02
    0.6300000000E+02    0.6453151548E-02    0.1173804963E-02
    0.6500000000E+02    0.6655855412E-02    0.1210807542E-02
    0.6700000000E+02    0.6858427920E-02    0.1247794277E-02
    0.6900000000E+02    0.7060869201E-02    0.1284765185E-02
    0.7100000000E+02    0.7263179382E-02    0.1321720288E-02
    0.7300000000E+02    0.7465358593E-02    0.1358659603E-02
    0.7500000000E+02    0.7667406960E-02    0.1395583151E-02
    0.7700000000E+02    0.7869324612E-02    0.1432490951E-02
    0.7900000000E+02    0.8071111675E-02    0.1469383023E-02
    0.8100000000E+02    0.8272768278E-02    0.1506259385E-02
    0.8300000000E+02    0.8474294547E-02    0.1543120057E-02
    0.8500000000E+02    0.8675690610E-02    0.1579965058E-02
    0.8700000000E+02    0.8876956592E-02    0.1616794408E-02
    0.8900000000E+02    0.9078092622E-02    0.1653608125E-02
    0.9100000000E+02    0.9279098825E-02    0.1690406228E-02
    0.9300000000E+02    0.9479975328E-02    0.1727188738E-02
    0.9500000000E+02    0.9680722256E-02    0.1763955673E-02
    0.9700000000E+02    0.9881339737E-02    0.1800707051E-02
    0.9900000000E+02    0.1008182789E-01    0.1837442893E-02
    0.1000000000E+02    0.1033187747E-02    0.1873947464E-03
    0.3000000000E+02    0.3089458309E-02    0.5609572619E-03
    0.5000000000E+02    0.5132365749E-02    0.9329006179E-03
    0.7000000000E+02    0.7162040671E-02    0.1303244711E-02
