     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.6611190292E-02    0.1111493731E-03
    0.3000000000E+01    0.1944810130E-01    0.3269817811E-03
    0.5000000000E+01    0.3179554848E-01    0.5346030228E-03
    0.7000000000E+01    0.4368100192E-01    0.7344735883E-03
    0.9000000000E+01    0.5512991384E-01    0.9270201547E-03
    0.1100000000E+02    0.6616590060E-01    0.1112638634E-02
    0.1300000000E+02    0.7681090522E-01    0.1291696898E-02
    0.1500000000E+02    0.8708534307E-01    0.1464537216E-02
    0.1700000000E+02    0.9700823251E-01    0.1631478447E-02
    0.1900000000E+02    0.1065973123E+00    0.1792818005E-02
    0.2100000000E+02    0.1158691477E+00    0.1948833635E-02
    0.2300000000E+02    0.1248392255E+00    0.2099785011E-02
    0.2500000000E+02    0.1335220408E+00    0.2245915181E-02
    0.2700000000E+02    0.1419311750E+00    0.2387451883E-02
    0.2900000000E+02    0.1500793663E+00    0.2524608724E-02
    0.3100000000E+02    0.1579785750E+00    0.2657586265E-02
    0.3300000000E+02    0.1656400409E+00    0.2786573000E-02
    0.3500000000E+02    0.1730743379E+00    0.2911746251E-02
    0.3700000000E+02    0.1802914214E+00    0.3033272982E-02
    0.3900000000E+02    0.1873006740E+00    0.3151310549E-02
    0.4100000000E+02    0.1941109453E+00    0.3266007376E-02
    0.4300000000E+02    0.2007305896E+00    0.3377503582E-02
    0.4500000000E+02    0.2071674999E+00    0.3485931556E-02
    0.4700000000E+02    0.2134291395E+00    0.3591416482E-02
    0.4900000000E+02    0.2195225707E+00    0.3694076819E-02
    0.5100000000E+02    0.2254544813E+00    0.3794024753E-02
    0.5300000000E+02    0.2312312093E+00    0.3891366601E-02
    0.5500000000E+02    0.2368587655E+00    0.3986203193E-02
    0.5700000000E+02    0.2423428540E+00    0.4078630223E-02
    0.5900000000E+02    0.2476888918E+00    0.4168738567E-02
    0.6100000000E+02    0.2529020268E+00    0.4256614589E-02
    0.6300000000E+02    0.2579871539E+00    0.4342340410E-02
    0.6500000000E+02    0.2629489304E+00    0.4425994173E-02
    0.6700000000E+02    0.2677917907E+00    0.4507650276E-02
    0.6900000000E+02    0.2725199590E+00    0.4587379596E-02
    0.7100000000E+02    0.2771374618E+00    0.4665249695E-02
    0.7300000000E+02    0.2816481392E+00    0.4741325009E-02
    0.7500000000E+02    0.2860556558E+00    0.4815667030E-02
    0.7700000000E+02    0.2903635104E+00    0.4888334472E-02
    0.7900000000E+02    0.2945750454E+00    0.4959383422E-02
    0.8100000000E+02    0.2986934555E+00    0.5028867492E-02
    0.8300000000E+02    0.3027217954E+00    0.5096837949E-02
    0.8500000000E+02    0.3066629878E+00    0.5163343842E-02
    0.8700000000E+02    0.3105198303E+00    0.5228432125E-02
    0.8900000000E+02    0.3142950020E+00    0.5292147762E-02
    0.9100000000E+02    0.3179910698E+00    0.5354533836E-02
    0.9300000000E+02    0.3216104941E+00    0.5415631644E-02
    0.9500000000E+02    0.3251556342E+00    0.5475480788E-02
    0.9700000000E+02    0.3286287538E+00    0.5534119264E-02
    0.9900000000E+02    0.3320320253E+00    0.5591583539E-02
    0.1000000000E+02    0.6069811399E-01    0.1020671786E-02
    0.3000000000E+02    0.1540593748E+00    0.2591607854E-02
    0.5000000000E+02    0.2225083120E+00    0.3744383059E-02
    0.7000000000E+02    0.2748422993E+00    0.4626542950E-02
    0.9000000000E+02    0.3161527677E+00    0.5323504373E-02
    0.1100000000E+03    0.3495907058E+00    0.5888146000E-02
    0.1300000000E+03    0.3772106660E+00    0.6354956825E-02
    0.1500000000E+03    0.4004094996E+00    0.6747392243E-02
    0.1700000000E+03    0.4201700328E+00    0.7081960404E-02
    0.1900000000E+03    0.4372038795E+00    0.7370617559E-02
    0.2100000000E+03    0.4520389553E+00    0.7622236161E-02
    0.2300000000E+03    0.4650751592E+00    0.7843539136E-02
    0.2500000000E+03    0.4766209597E+00    0.8039713854E-02
    0.2700000000E+03    0.4869181118E+00    0.8214827002E-02
