# pressure,temperature,f1,f2,molkg1,molkg2
1.000000000000000000e+00,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.223080540999999877e-04,5.193483117999999786e-05
3.000000000000000000e+00,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,3.667365950000000012e-04,1.557233722999999920e-04
5.000000000000000000e+00,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,6.109153670999999900e-04,2.594038913999999934e-04
7.000000000000000000e+00,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,8.548447542999999598e-04,3.629765556000000238e-04
9.000000000000000000e+00,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.098525140000000027e-03,4.664415314999999923e-04
1.100000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.341956906999999897e-03,5.697989857999999483e-04
1.300000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.585140436000000066e-03,6.730490844999999873e-04
1.500000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.828076109000000091e-03,7.761919932999999461e-04
1.700000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.070764305000000194e-03,8.792278777000000307e-04
1.900000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.313205405000000152e-03,9.821569026999999071e-04
2.100000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.555399787000000190e-03,1.084979232999999958e-03
2.300000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.797347828000000102e-03,1.187695032999999982e-03
2.500000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,3.039049906000000113e-03,1.290304468000000012e-03
2.700000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,3.280506397000000022e-03,1.392807699000000055e-03
2.900000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,3.521717677000000060e-03,1.495204892000000100e-03
3.100000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,3.762684120000000035e-03,1.597496208999999931e-03
3.300000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,4.003406099999999752e-03,1.699681812999999982e-03
3.500000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,4.243883989999999891e-03,1.801761866000000040e-03
3.700000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,4.484118163999999823e-03,1.903736530000000107e-03
3.900000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,4.724108991999999806e-03,2.005605967000000187e-03
4.100000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,4.963856846000000086e-03,2.107370338999999849e-03
4.300000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,5.203362096000000055e-03,2.209029806000000189e-03
4.500000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,5.442625111000000404e-03,2.310584529000000130e-03
4.700000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,5.681646260000000094e-03,2.412034668999999895e-03
4.900000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,5.920425911000000256e-03,2.513380386000000147e-03
5.100000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,6.158964432000000287e-03,2.614621838999999816e-03
5.300000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,6.397262188000000030e-03,2.715759187999999998e-03
5.500000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,6.635319544999999757e-03,2.816792593000000053e-03
5.700000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,6.873136868999999739e-03,2.917722210999999788e-03
5.900000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,7.110714524000000258e-03,3.018548201999999864e-03
6.100000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,7.348052871999999867e-03,3.119270723000000089e-03
6.300000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,7.585152276999999714e-03,3.219889931999999830e-03
6.500000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,7.822013101999999649e-03,3.320405988000000187e-03
6.700000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,8.058635705999999538e-03,3.420819046000000106e-03
6.900000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,8.295020452000000100e-03,3.521129263999999825e-03
7.100000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,8.531167697000000341e-03,3.621336799000000016e-03
7.300000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,8.767077802999999683e-03,3.721441806000000060e-03
7.500000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,9.002751127000000603e-03,3.821444442000000198e-03
7.700000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,9.238188027000000802e-03,3.921344862000000243e-03
7.900000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,9.473388859000000592e-03,4.021143221999999573e-03
8.100000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,9.708353980999999411e-03,4.120839676000000174e-03
8.300000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,9.943083745999999751e-03,4.220434379999999687e-03
8.500000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.017757851000000019e-02,4.319927486999999670e-03
8.700000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.041183862999999973e-02,4.419319151000000376e-03
8.900000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.064586445999999957e-02,4.518609526999999883e-03
9.100000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.087965634000000008e-02,4.617798767999999748e-03
9.300000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.111321464000000064e-02,4.716887026000000233e-03
9.500000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.134653969999999991e-02,4.815874454999999853e-03
9.700000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.157963187000000081e-02,4.914761206999999736e-03
9.900000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.181249149999999935e-02,5.013547434000000143e-03
1.000000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.220272077000000019e-03,5.181336885000000078e-04
3.000000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,3.642231478999999935e-03,1.546363774999999973e-03
5.000000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,6.039725289999999837e-03,2.564014136000000200e-03
7.000000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,8.413123738999999865e-03,3.571245856999999847e-03
9.000000000000000000e+01,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.076278961999999929e-02,4.568216780000000296e-03
1.100000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.308907846999999951e-02,5.555081578000000200e-03
1.300000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.539233874999999981e-02,6.531991840000000125e-03
1.500000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.767291202000000061e-02,7.499096143000000096e-03
1.700000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.993113314000000136e-02,8.456540129000000156e-03
1.900000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.216733036999999837e-02,9.404466577000000077e-03
2.100000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.438182557999999875e-02,1.034301546999999953e-02
2.300000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.657493441000000067e-02,1.127232407000000082e-02
2.500000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.874696637999999901e-02,1.219252697000000087e-02
2.700000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,3.089822505999999941e-02,1.310375618000000041e-02
2.900000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,3.302900822999999680e-02,1.400614116999999992e-02
3.100000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,3.513960798000000108e-02,1.489980892999999938e-02
3.300000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,3.723031088999999988e-02,1.578488404999999969e-02
3.500000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,3.930139811999999733e-02,1.666148874000000085e-02
3.700000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,4.135314553999999698e-02,1.752974293999999891e-02
3.900000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,4.338582388000000040e-02,1.838976432000000161e-02
4.100000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,4.539969884000000233e-02,1.924166835000000117e-02
4.300000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,4.739503119999999986e-02,2.008556837999999831e-02
4.500000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,4.937207693000000147e-02,2.092157563999999872e-02
4.700000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,5.133108729000000064e-02,2.174979931999999894e-02
4.900000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,5.327230899000000297e-02,2.257034660999999998e-02
5.100000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,5.519598422000000087e-02,2.338332275999999849e-02
5.300000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,5.710235082000000156e-02,2.418883109000000142e-02
5.500000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,5.899164232000000258e-02,2.498697306000000062e-02
5.700000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,6.086408807000000254e-02,2.577784829999999958e-02
5.900000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,6.271991334000000251e-02,2.656155467000000103e-02
6.100000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,6.455933938999999788e-02,2.733818827000000090e-02
6.300000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,6.638258354999999888e-02,2.810784350000000015e-02
6.500000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,6.818985935000000664e-02,2.887061309000000034e-02
6.700000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,6.998137656000000262e-02,2.962658812999999919e-02
6.900000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,7.175734128999999850e-02,3.037585813999999981e-02
7.100000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,7.351795604999999956e-02,3.111851104999999867e-02
7.300000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,7.526341989000000232e-02,3.185463329000000343e-02
7.500000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,7.699392838999999378e-02,3.258430975999999923e-02
7.700000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,7.870967378000000292e-02,3.330762392000000127e-02
7.900000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,8.041084501999999634e-02,3.402465780999999745e-02
8.100000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,8.209762784999999341e-02,3.473549204999999696e-02
8.300000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,8.377020486000000266e-02,3.544020590000000054e-02
8.500000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,8.542875555999999981e-02,3.613887726000000050e-02
8.700000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,8.707345645000000300e-02,3.683158274000000038e-02
8.900000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,8.870448107999999443e-02,3.751839765000000021e-02
9.100000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,9.032200008999999308e-02,3.819939605000000071e-02
9.300000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,9.192618130999999360e-02,3.887465075999999714e-02
9.500000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,9.351718979999999737e-02,3.954423339000000259e-02
9.700000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,9.509518788000000111e-02,4.020821438999999664e-02
9.900000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,9.666033524000000599e-02,4.086666300999999835e-02
1.000000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.192883422999999922e-02,5.062902898999999644e-03
3.000000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,3.408681298999999970e-02,1.445405685999999988e-02
5.000000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,5.423632494999999776e-02,2.297777457999999884e-02
7.000000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,7.263955488999999932e-02,3.074800629999999840e-02
9.000000000000000000e+02,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,8.951491823000000403e-02,3.785961932999999668e-02
1.100000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.050458316000000003e-01,4.439222919000000017e-02
1.300000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.193874557000000058e-01,5.041314370999999683e-02
1.500000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.326719362999999874e-01,5.597965081999999731e-02
1.700000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.450125207000000083e-01,6.114081454999999860e-02
1.900000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.565068212000000070e-01,6.593889819999999846e-02
2.100000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.672394235999999923e-01,7.041050208000000643e-02
2.300000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.772839921000000096e-01,7.458748025000000448e-02
2.500000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.867049765999999889e-01,7.849768493000000569e-02
2.700000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.955590113000000019e-01,8.216557508999999815e-02
2.900000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.038960646000000099e-01,8.561271736999999382e-02
3.100000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.117603928000000024e-01,8.885820077000000650e-02
3.300000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.191913333999999935e-01,9.191898212000000623e-02
3.500000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.262239709999999959e-01,9.481017529999999360e-02
3.700000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.328896968999999983e-01,9.754529463000000122e-02
3.900000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.392166830999999938e-01,1.001364607999999934e-01
4.100000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.452302846999999952e-01,1.025945756000000014e-01
4.300000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.509533837999999850e-01,1.049294714999999961e-01
4.500000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.564066839999999958e-01,1.071500387999999998e-01
4.700000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.616089636999999746e-01,1.092643365000000033e-01
4.900000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.665772949999999919e-01,1.112796863999999941e-01
5.100000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.713272335999999951e-01,1.132027555000000019e-01
5.300000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.758729830000000161e-01,1.150396278999999966e-01
5.500000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.802275390999999782e-01,1.167958666000000062e-01
5.700000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.844028155000000169e-01,1.184765680000000043e-01
5.900000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.884097541999999792e-01,1.200864100999999989e-01
6.100000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.922584227000000201e-01,1.216296941000000048e-01
6.300000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.959580995000000159e-01,1.231103818999999960e-01
6.500000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.995173505000000014e-01,1.245321285000000056e-01
6.700000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,3.029440955000000102e-01,1.258983110999999933e-01
6.900000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,3.062456686999999733e-01,1.272120552999999876e-01
7.100000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,3.094288713000000191e-01,1.284762577999999933e-01
7.300000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,3.125000195000000036e-01,1.296936067999999997e-01
7.500000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,3.154649870999999828e-01,1.308666005999999937e-01
7.700000000000000000e+03,5.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,3.183292430999999922e-01,1.319975643000000087e-01
