     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.7914324713E-04    0.7101543896E-04
    0.3000000000E+01    0.2373248002E-03    0.2129504136E-03
    0.5000000000E+01    0.3953665872E-03    0.3547576602E-03
    0.7000000000E+01    0.5532687943E-03    0.4964373500E-03
    0.9000000000E+01    0.7110316075E-03    0.6379896540E-03
    0.1100000000E+02    0.8686552123E-03    0.7794147427E-03
    0.1300000000E+02    0.1026139794E-02    0.9207127865E-03
    0.1500000000E+02    0.1183485538E-02    0.1061883956E-02
    0.1700000000E+02    0.1340692628E-02    0.1202928419E-02
    0.1900000000E+02    0.1497761249E-02    0.1343846348E-02
    0.2100000000E+02    0.1654691584E-02    0.1484637909E-02
    0.2300000000E+02    0.1811483818E-02    0.1625303273E-02
    0.2500000000E+02    0.1968138133E-02    0.1765842608E-02
    0.2700000000E+02    0.2124654713E-02    0.1906256082E-02
    0.2900000000E+02    0.2281033741E-02    0.2046543863E-02
    0.3100000000E+02    0.2437275398E-02    0.2186706118E-02
    0.3300000000E+02    0.2593379866E-02    0.2326743015E-02
    0.3500000000E+02    0.2749347328E-02    0.2466654722E-02
    0.3700000000E+02    0.2905177964E-02    0.2606441403E-02
    0.3900000000E+02    0.3060871956E-02    0.2746103228E-02
    0.4100000000E+02    0.3216429484E-02    0.2885640360E-02
    0.4300000000E+02    0.3371850730E-02    0.3025052967E-02
    0.4500000000E+02    0.3527135872E-02    0.3164341213E-02
    0.4700000000E+02    0.3682285090E-02    0.3303505264E-02
    0.4900000000E+02    0.3837298565E-02    0.3442545286E-02
    0.5100000000E+02    0.3992176475E-02    0.3581461442E-02
    0.5300000000E+02    0.4146918999E-02    0.3720253897E-02
    0.5500000000E+02    0.4301526316E-02    0.3858922815E-02
    0.5700000000E+02    0.4455998603E-02    0.3997468360E-02
    0.5900000000E+02    0.4610336039E-02    0.4135890696E-02
    0.6100000000E+02    0.4764538801E-02    0.4274189986E-02
    0.6300000000E+02    0.4918607067E-02    0.4412366392E-02
    0.6500000000E+02    0.5072541012E-02    0.4550420077E-02
    0.6700000000E+02    0.5226340815E-02    0.4688351205E-02
    0.6900000000E+02    0.5380006651E-02    0.4826159936E-02
    0.7100000000E+02    0.5533538697E-02    0.4963846432E-02
    0.7300000000E+02    0.5686937128E-02    0.5101410856E-02
    0.7500000000E+02    0.5840202119E-02    0.5238853369E-02
    0.7700000000E+02    0.5993333845E-02    0.5376174130E-02
    0.7900000000E+02    0.6146332482E-02    0.5513373302E-02
    0.8100000000E+02    0.6299198203E-02    0.5650451044E-02
    0.8300000000E+02    0.6451931184E-02    0.5787407517E-02
    0.8500000000E+02    0.6604531597E-02    0.5924242880E-02
    0.8700000000E+02    0.6756999617E-02    0.6060957292E-02
    0.8900000000E+02    0.6909335416E-02    0.6197550914E-02
    0.9100000000E+02    0.7061539167E-02    0.6334023905E-02
    0.9300000000E+02    0.7213611044E-02    0.6470376422E-02
    0.9500000000E+02    0.7365551219E-02    0.6606608624E-02
    0.9700000000E+02    0.7517359863E-02    0.6742720670E-02
    0.9900000000E+02    0.7669037149E-02    0.6878712717E-02
    0.1000000000E+02    0.7898607993E-03    0.7087180896E-03
    0.3000000000E+02    0.2359171729E-02    0.2116640670E-02
    0.5000000000E+02    0.3914754454E-02    0.3512018837E-02
    0.7000000000E+02    0.5456789387E-02    0.4895018453E-02
    0.9000000000E+02    0.6985453787E-02    0.6265802479E-02
    0.1100000000E+03    0.8500921830E-02    0.7624531028E-02
    0.1300000000E+03    0.1000336468E-01    0.8971361435E-02
    0.1500000000E+03    0.1149295053E-01    0.1030644831E-01
    0.1700000000E+03    0.1296984472E-01    0.1162994360E-01
    0.1900000000E+03    0.1443420973E-01    0.1294199666E-01
    0.2100000000E+03    0.1588620530E-01    0.1424275427E-01
    0.2300000000E+03    0.1732598843E-01    0.1553236073E-01
    0.2500000000E+03    0.1875371351E-01    0.1681095789E-01
    0.2700000000E+03    0.2016953230E-01    0.1807868522E-01
    0.2900000000E+03    0.2157359404E-01    0.1933567983E-01
    0.3100000000E+03    0.2296604548E-01    0.2058207655E-01
    0.3300000000E+03    0.2434703093E-01    0.2181800796E-01
    0.3500000000E+03    0.2571669231E-01    0.2304360445E-01
    0.3700000000E+03    0.2707516921E-01    0.2425899424E-01
    0.3900000000E+03    0.2842259894E-01    0.2546430346E-01
    0.4100000000E+03    0.2975911654E-01    0.2665965616E-01
    0.4300000000E+03    0.3108485490E-01    0.2784517437E-01
    0.4500000000E+03    0.3239994471E-01    0.2902097813E-01
    0.4700000000E+03    0.3370451459E-01    0.3018718557E-01
    0.4900000000E+03    0.3499869106E-01    0.3134391286E-01
    0.5100000000E+03    0.3628259864E-01    0.3249127437E-01
    0.5300000000E+03    0.3755635987E-01    0.3362938258E-01
    0.5500000000E+03    0.3882009532E-01    0.3475834822E-01
    0.5700000000E+03    0.4007392367E-01    0.3587828025E-01
    0.5900000000E+03    0.4131796174E-01    0.3698928591E-01
    0.6100000000E+03    0.4255232449E-01    0.3809147076E-01
    0.6300000000E+03    0.4377712512E-01    0.3918493867E-01
    0.6500000000E+03    0.4499247503E-01    0.4026979194E-01
    0.6700000000E+03    0.4619848393E-01    0.4134613124E-01
    0.6900000000E+03    0.4739525980E-01    0.4241405570E-01
    0.7100000000E+03    0.4858290900E-01    0.4347366292E-01
    0.7300000000E+03    0.4976153622E-01    0.4452504897E-01
    0.7500000000E+03    0.5093124458E-01    0.4556830849E-01
    0.7700000000E+03    0.5209213561E-01    0.4660353465E-01
    0.7900000000E+03    0.5324430933E-01    0.4763081922E-01
    0.8100000000E+03    0.5438786422E-01    0.4865025255E-01
    0.8300000000E+03    0.5552289729E-01    0.4966192367E-01
    0.8500000000E+03    0.5664950412E-01    0.5066592023E-01
    0.8700000000E+03    0.5776777884E-01    0.5166232861E-01
    0.8900000000E+03    0.5887781417E-01    0.5265123385E-01
    0.9100000000E+03    0.5997970149E-01    0.5363271978E-01
    0.9300000000E+03    0.6107353080E-01    0.5460686894E-01
    0.9500000000E+03    0.6215939080E-01    0.5557376270E-01
    0.9700000000E+03    0.6323736888E-01    0.5653348118E-01
    0.9900000000E+03    0.6430755115E-01    0.5748610338E-01
    0.1000000000E+03    0.7744826585E-02    0.6946663790E-02
    0.3000000000E+03    0.2227126197E-01    0.1996019459E-01
    0.5000000000E+03    0.3564192076E-01    0.3191875726E-01
    0.7000000000E+03    0.4799021866E-01    0.4294489293E-01
    0.9000000000E+03    0.5942977068E-01    0.5314289904E-01
    0.1100000000E+04    0.7005793496E-01    0.6260210076E-01
    0.1300000000E+04    0.7995862163E-01    0.7139944286E-01
    0.1500000000E+04    0.8920453859E-01    0.7960156147E-01
    0.1700000000E+04    0.9785900162E-01    0.8726645335E-01
    0.1900000000E+04    0.1059774045E+00    0.9444483109E-01
    0.2100000000E+04    0.1136084211E+00    0.1011812310E+00
    0.2300000000E+04    0.1207949952E+00    0.1075149251E+00
    0.2500000000E+04    0.1275751601E+00    0.1134806757E+00
    0.2700000000E+04    0.1339827216E+00    0.1191093644E+00
    0.2900000000E+04    0.1400478298E+00    0.1244285184E+00
    0.3100000000E+04    0.1457974607E+00    0.1294627533E+00
    0.3300000000E+04    0.1512558235E+00    0.1342341483E+00
    0.3500000000E+04    0.1564447068E+00    0.1387625639E+00
    0.3700000000E+04    0.1613837740E+00    0.1430659138E+00
    0.3900000000E+04    0.1660908164E+00    0.1471603972E+00
    0.4100000000E+04    0.1705819710E+00    0.1510606994E+00
    0.4300000000E+04    0.1748719088E+00    0.1547801640E+00
    0.4500000000E+04    0.1789739975E+00    0.1583309426E+00
    0.4700000000E+04    0.1829004434E+00    0.1617241252E+00
    0.4900000000E+04    0.1866624148E+00    0.1649698530E+00
    0.5100000000E+04    0.1902701503E+00    0.1680774182E+00
    0.5300000000E+04    0.1937330535E+00    0.1710553504E+00
    0.5500000000E+04    0.1970597770E+00    0.1739114935E+00
    0.5700000000E+04    0.2002582951E+00    0.1766530730E+00
    0.5900000000E+04    0.2033359701E+00    0.1792867558E+00
    0.6100000000E+04    0.2062996090E+00    0.1818187030E+00
    0.6300000000E+04    0.2091555158E+00    0.1842546169E+00
    0.6500000000E+04    0.2119095365E+00    0.1865997831E+00
    0.6700000000E+04    0.2145671005E+00    0.1888591074E+00
    0.6900000000E+04    0.2171332568E+00    0.1910371497E+00
    0.7100000000E+04    0.2196127068E+00    0.1931381537E+00
    0.7300000000E+04    0.2220098340E+00    0.1951660738E+00
    0.7500000000E+04    0.2243287302E+00    0.1971245992E+00
    0.7700000000E+04    0.2265732194E+00    0.1990171760E+00
    0.7900000000E+04    0.2287468797E+00    0.2008470268E+00
    0.8100000000E+04    0.2308530623E+00    0.2026171683E+00
    0.8300000000E+04    0.2328949097E+00    0.2043304277E+00
    0.8500000000E+04    0.2348753713E+00    0.2059894571E+00
    0.8700000000E+04    0.2367972185E+00    0.2075967470E+00
    0.8900000000E+04    0.2386630574E+00    0.2091546384E+00
    0.9100000000E+04    0.2404753415E+00    0.2106653338E+00
    0.9300000000E+04    0.2422363823E+00    0.2121309070E+00
    0.9500000000E+04    0.2439483598E+00    0.2135533130E+00
    0.9700000000E+04    0.2456133313E+00    0.2149343957E+00
    0.9900000000E+04    0.2472332404E+00    0.2162758961E+00
    0.1000000000E+04    0.6483974543E-01    0.5795977773E-01
    0.3000000000E+04    0.1429605063E+00    0.1269798153E+00
    0.5000000000E+04    0.1884849557E+00    0.1665403559E+00
    0.7000000000E+04    0.2183835390E+00    0.1920970279E+00
    0.9000000000E+04    0.2395757461E+00    0.2099157531E+00
    0.1100000000E+05    0.2554146049E+00    0.2230158283E+00
    0.1300000000E+05    0.2677236134E+00    0.2330301318E+00
    0.1500000000E+05    0.2775803282E+00    0.2409182450E+00
    0.1700000000E+05    0.2856628031E+00    0.2472806609E+00
    0.1900000000E+05    0.2924192628E+00    0.2525121525E+00
    0.2100000000E+05    0.2981580184E+00    0.2568827750E+00
    0.2300000000E+05    0.3030982016E+00    0.2605834188E+00
    0.2500000000E+05    0.3073998978E+00    0.2637527746E+00
    0.2700000000E+05    0.3111828223E+00    0.2664939910E+00
    0.2900000000E+05    0.3145383216E+00    0.2688853438E+00
    0.3100000000E+05    0.3175373295E+00    0.2709872843E+00
    0.3300000000E+05    0.3202357833E+00    0.2728472234E+00
    0.3500000000E+05    0.3226784004E+00    0.2745028551E+00
    0.3700000000E+05    0.3249013668E+00    0.2759845153E+00
    0.3900000000E+05    0.3269342860E+00    0.2773168863E+00
    0.4100000000E+05    0.3288016166E+00    0.2785202491E+00
    0.4300000000E+05    0.3305237480E+00    0.2796114182E+00
    0.4500000000E+05    0.3321178163E+00    0.2806044481E+00
    0.4700000000E+05    0.3335983315E+00    0.2815111741E+00
    0.4900000000E+05    0.3349776639E+00    0.2823416316E+00
    0.5100000000E+05    0.3362664272E+00    0.2831043832E+00
    0.5300000000E+05    0.3374737804E+00    0.2838067779E+00
    0.5500000000E+05    0.3386076707E+00    0.2844551576E+00
    0.5700000000E+05    0.3396750284E+00    0.2850550221E+00
    0.5900000000E+05    0.3406819256E+00    0.2856111639E+00
    0.6100000000E+05    0.3416337056E+00    0.2861277773E+00
    0.6300000000E+05    0.3425350902E+00    0.2866085482E+00
    0.6500000000E+05    0.3433902676E+00    0.2870567281E+00
    0.6700000000E+05    0.3442029665E+00    0.2874751960E+00
    0.6900000000E+05    0.3449765179E+00    0.2878665096E+00
    0.7100000000E+05    0.3457139070E+00    0.2882329486E+00
    0.7300000000E+05    0.3464178172E+00    0.2885765509E+00
    0.7500000000E+05    0.3470906680E+00    0.2888991437E+00
    0.7700000000E+05    0.3477346463E+00    0.2892023699E+00
    0.7900000000E+05    0.3483517346E+00    0.2894877101E+00
    0.8100000000E+05    0.3489437338E+00    0.2897565024E+00
    0.8300000000E+05    0.3495122845E+00    0.2900099586E+00
    0.8500000000E+05    0.3500588838E+00    0.2902491789E+00
    0.8700000000E+05    0.3505849015E+00    0.2904751638E+00
    0.8900000000E+05    0.3510915930E+00    0.2906888257E+00
    0.9100000000E+05    0.3515801113E+00    0.2908909978E+00
    0.9300000000E+05    0.3520515173E+00    0.2910824424E+00
    0.9500000000E+05    0.3525067890E+00    0.2912638582E+00
    0.9700000000E+05    0.3529468292E+00    0.2914358872E+00
    0.9900000000E+05    0.3533724732E+00    0.2915991194E+00
    0.1000000000E+05    0.2480268746E+00    0.2169323205E+00
    0.3000000000E+05    0.3160785901E+00    0.2699692664E+00
    0.5000000000E+05    0.3356327633E+00    0.2827309855E+00
    0.7000000000E+05    0.3453495584E+00    0.2880527058E+00
    0.9000000000E+05    0.3513380554E+00    0.2907912988E+00
    0.1100000000E+06    0.3554881115E+00    0.2923619678E+00
    0.1300000000E+06    0.3585848285E+00    0.2933194127E+00
    0.1500000000E+06    0.3610159661E+00    0.2939222453E+00
    0.1700000000E+06    0.3629964456E+00    0.2943057680E+00
    0.1900000000E+06    0.3646556763E+00    0.2945468553E+00
    0.2100000000E+06    0.3660766068E+00    0.2946919777E+00
    0.2300000000E+06    0.3673150729E+00    0.2947706141E+00
    0.2500000000E+06    0.3684101700E+00    0.2948021984E+00
    0.2700000000E+06    0.3693901731E+00    0.2947999501E+00
    0.2900000000E+06    0.3702760940E+00    0.2947730970E+00
    0.3100000000E+06    0.3710839102E+00    0.2947282215E+00
    0.3300000000E+06    0.3718260146E+00    0.2946701049E+00
    0.3500000000E+06    0.3725121861E+00    0.2946022740E+00
    0.3700000000E+06    0.3731502581E+00    0.2945273644E+00
    0.3900000000E+06    0.3737465904E+00    0.2944473674E+00
    0.4100000000E+06    0.3743064072E+00    0.2943638014E+00
    0.4300000000E+06    0.3748340464E+00    0.2942778327E+00
    0.4500000000E+06    0.3753331443E+00    0.2941903631E+00
    0.4700000000E+06    0.3758067757E+00    0.2941020927E+00
    0.4900000000E+06    0.3762575611E+00    0.2940135670E+00
    0.5100000000E+06    0.3766877499E+00    0.2939252115E+00
    0.5300000000E+06    0.3770992860E+00    0.2938373585E+00
    0.5500000000E+06    0.3774938592E+00    0.2937502667E+00
    0.5700000000E+06    0.3778729470E+00    0.2936641369E+00
    0.5900000000E+06    0.3782378477E+00    0.2935791240E+00
    0.6100000000E+06    0.3785897076E+00    0.2934953463E+00
    0.6300000000E+06    0.3789295438E+00    0.2934128925E+00
    0.6500000000E+06    0.3792582619E+00    0.2933318282E+00
    0.6700000000E+06    0.3795766719E+00    0.2932521997E+00
    0.6900000000E+06    0.3798855008E+00    0.2931740384E+00
    0.7100000000E+06    0.3801854030E+00    0.2930973634E+00
    0.7300000000E+06    0.3804769702E+00    0.2930221837E+00
    0.7500000000E+06    0.3807607382E+00    0.2929485006E+00
    0.7700000000E+06    0.3810371942E+00    0.2928763089E+00
    0.7900000000E+06    0.3813067821E+00    0.2928055985E+00
    0.8100000000E+06    0.3815699075E+00    0.2927363548E+00
    0.8300000000E+06    0.3818269420E+00    0.2926685606E+00
    0.8500000000E+06    0.3820782264E+00    0.2926021956E+00
    0.8700000000E+06    0.3823240745E+00    0.2925372380E+00
    0.8900000000E+06    0.3825647757E+00    0.2924736643E+00
    0.9100000000E+06    0.3828005972E+00    0.2924114499E+00
    0.9300000000E+06    0.3830317862E+00    0.2923505696E+00
    0.9500000000E+06    0.3832585720E+00    0.2922909977E+00
    0.9700000000E+06    0.3834811678E+00    0.2922327079E+00
    0.9900000000E+06    0.3836997717E+00    0.2921756742E+00
    0.1000000000E+06    0.3535801406E+00    0.2916776083E+00
    0.3000000000E+06    0.3706889198E+00    0.2947525785E+00
    0.5000000000E+06    0.3764751020E+00    0.2939693453E+00
    0.7000000000E+06    0.3800365294E+00    0.2931355144E+00
    0.9000000000E+06    0.3826832805E+00    0.2924423887E+00
    0.1100000000E+07    0.3848384056E+00    0.2918832804E+00
    0.1300000000E+07    0.3866884223E+00    0.2914335914E+00
    0.1500000000E+07    0.3883311841E+00    0.2910716993E+00
    0.1700000000E+07    0.3898241350E+00    0.2907808272E+00
    0.1900000000E+07    0.3912037677E+00    0.2905481917E+00
    0.2100000000E+07    0.3924946641E+00    0.2903639847E+00
    0.2300000000E+07    0.3937141494E+00    0.2902205774E+00
    0.2500000000E+07    0.3948748818E+00    0.2901119458E+00
    0.2700000000E+07    0.3959863849E+00    0.2900332636E+00
    0.2900000000E+07    0.3970560007E+00    0.2899806107E+00
    0.3100000000E+07    0.3980895070E+00    0.2899507643E+00
    0.3300000000E+07    0.3990915309E+00    0.2899410446E+00
    0.3500000000E+07    0.4000658350E+00    0.2899492008E+00
    0.3700000000E+07    0.4010155195E+00    0.2899733253E+00
    0.3900000000E+07    0.4019431691E+00    0.2900117879E+00
    0.4100000000E+07    0.4028509613E+00    0.2900631846E+00
    0.4300000000E+07    0.4037407472E+00    0.2901262982E+00
    0.4500000000E+07    0.4046141142E+00    0.2902000669E+00
    0.4700000000E+07    0.4054724332E+00    0.2902835587E+00
    0.4900000000E+07    0.4063168969E+00    0.2903759518E+00
    0.5100000000E+07    0.4071485490E+00    0.2904765172E+00
    0.5300000000E+07    0.4079683085E+00    0.2905846063E+00
    0.5500000000E+07    0.4087769883E+00    0.2906996385E+00
    0.5700000000E+07    0.4095753117E+00    0.2908210931E+00
    0.5900000000E+07    0.4103639244E+00    0.2909485006E+00
    0.6100000000E+07    0.4111434059E+00    0.2910814366E+00
    0.6300000000E+07    0.4119142779E+00    0.2912195164E+00
    0.6500000000E+07    0.4126770119E+00    0.2913623898E+00
    0.6700000000E+07    0.4134320356E+00    0.2915097375E+00
    0.6900000000E+07    0.4141797381E+00    0.2916612675E+00
    0.7100000000E+07    0.4149204744E+00    0.2918167118E+00
    0.7300000000E+07    0.4156545695E+00    0.2919758246E+00
    0.7500000000E+07    0.4163823215E+00    0.2921383789E+00
    0.7700000000E+07    0.4171040047E+00    0.2923041657E+00
    0.7900000000E+07    0.4178198719E+00    0.2924729915E+00
    0.8100000000E+07    0.4185301570E+00    0.2926446769E+00
    0.8300000000E+07    0.4192350764E+00    0.2928190555E+00
    0.8500000000E+07    0.4199348310E+00    0.2929959727E+00
    0.8700000000E+07    0.4206296077E+00    0.2931752842E+00
    0.8900000000E+07    0.4213195807E+00    0.2933568557E+00
    0.9100000000E+07    0.4220049123E+00    0.2935405617E+00
    0.9300000000E+07    0.4226857545E+00    0.2937262846E+00
    0.9500000000E+07    0.4233622497E+00    0.2939139145E+00
