# pressure,temperature,f1,f2,molkg1,molkg2
1.000000000000000000e+00,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,6.346362743000000189e-07,3.652712358999999818e-06
3.000000000000000000e+00,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,1.903893848000000019e-06,1.095800992999999933e-05
5.000000000000000000e+00,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,3.173131455000000023e-06,1.826313798999999879e-05
7.000000000000000000e+00,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,4.442349097000000342e-06,2.556809652999999995e-05
9.000000000000000000e+00,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,5.711546775000000240e-06,3.287288555999999756e-05
1.100000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,6.980724489000000140e-06,4.017750509999999805e-05
1.300000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,8.249882241000000685e-06,4.748195513000000176e-05
1.500000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,9.519020030000000706e-06,5.478623567999999801e-05
1.700000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,1.078813786000000064e-05,6.209034674000000391e-05
1.900000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,1.205723573000000017e-05,6.939428833000000556e-05
2.100000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,1.332631363999999929e-05,7.669806043999999974e-05
2.300000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,1.459537158999999970e-05,8.400166309000000643e-05
2.500000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,1.586440958000000139e-05,9.130509627999999853e-05
2.700000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,1.713342762000000081e-05,9.860836001000000315e-05
2.900000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,1.840242570000000152e-05,1.059114542999999996e-04
3.100000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,1.967140382000000012e-05,1.132143790999999989e-04
3.300000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,2.094036198999999984e-05,1.205171345999999944e-04
3.500000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,2.220930021000000067e-05,1.278197205000000116e-04
3.700000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,2.347821847999999922e-05,1.351221370999999979e-04
3.900000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,2.474711678999999906e-05,1.424243842000000109e-04
4.100000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,2.601599515999999983e-05,1.497264619000000015e-04
4.300000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,2.728485356999999851e-05,1.570283701999999968e-04
4.500000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,2.855369203000000168e-05,1.643301092000000018e-04
4.700000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,2.982251054999999901e-05,1.716316787000000065e-04
4.900000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,3.109130912000000085e-05,1.789330787999999887e-04
5.100000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,3.236008774000000040e-05,1.862343096000000078e-04
5.300000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,3.362884641999999751e-05,1.935353708999999994e-04
5.500000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,3.489758515000000250e-05,2.008362629000000007e-04
5.700000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,3.616630393999999826e-05,2.081369856000000117e-04
5.900000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,3.743500278000000192e-05,2.154375387999999953e-04
6.100000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,3.870368168000000312e-05,2.227379226999999886e-04
6.300000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,3.997234064000000186e-05,2.300381372999999916e-04
6.500000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,4.124097965999999816e-05,2.373381824999999993e-04
6.700000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,4.250959875000000199e-05,2.446380583999999895e-04
6.900000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,4.377819789000000016e-05,2.519377650000000166e-04
7.100000000000000000e+01,6.000000000000000000e+02,0.000000000000000000e+00,9.000000000000000222e-01,4.504677709000000265e-05,2.592373021999999942e-04
