     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.7170144733E-02    0.5956215517E-02
    0.3000000000E+01    0.2070652148E-01    0.1720326931E-01
    0.5000000000E+01    0.3326745526E-01    0.2764287814E-01
    0.7000000000E+01    0.4495460740E-01    0.3735908956E-01
    0.9000000000E+01    0.5585599018E-01    0.4642467387E-01
    0.1100000000E+02    0.6604818284E-01    0.5490295451E-01
    0.1300000000E+02    0.7559812948E-01    0.6284929292E-01
    0.1500000000E+02    0.8456460807E-01    0.7031230202E-01
    0.1700000000E+02    0.9299943858E-01    0.7733484423E-01
    0.1900000000E+02    0.1009484829E+00    0.8395485741E-01
    0.2100000000E+02    0.1084524771E+00    0.9020604254E-01
    0.2300000000E+02    0.1155477279E+00    0.9611843914E-01
    0.2500000000E+02    0.1222666989E+00    0.1017189095E+00
    0.2700000000E+02    0.1286385056E+00    0.1070315480E+00
    0.2900000000E+02    0.1346893365E+00    0.1120780285E+00
    0.3100000000E+02    0.1404428114E+00    0.1168779015E+00
    0.3300000000E+02    0.1459202892E+00    0.1214488472E+00
    0.3500000000E+02    0.1511411317E+00    0.1258068945E+00
    0.3700000000E+02    0.1561229317E+00    0.1299666094E+00
    0.3900000000E+02    0.1608817109E+00    0.1339412580E+00
    0.4100000000E+02    0.1654320907E+00    0.1377429484E+00
    0.4300000000E+02    0.1697874426E+00    0.1413827545E+00
    0.4500000000E+02    0.1739600185E+00    0.1448708242E+00
    0.4700000000E+02    0.1779610655E+00    0.1482164740E+00
    0.4900000000E+02    0.1818009270E+00    0.1514282724E+00
    0.5100000000E+02    0.1854891316E+00    0.1545141140E+00
    0.5300000000E+02    0.1890344716E+00    0.1574812839E+00
    0.5500000000E+02    0.1924450731E+00    0.1603365158E+00
    0.5700000000E+02    0.1957284573E+00    0.1630860430E+00
    0.5900000000E+02    0.1988915966E+00    0.1657356442E+00
    0.6100000000E+02    0.2019409631E+00    0.1682906842E+00
    0.6300000000E+02    0.2048825727E+00    0.1707561502E+00
    0.6500000000E+02    0.2077220250E+00    0.1731366845E+00
    0.6700000000E+02    0.2104645384E+00    0.1754366139E+00
    0.6900000000E+02    0.2131149819E+00    0.1776599758E+00
    0.7100000000E+02    0.2156779041E+00    0.1798105426E+00
    0.7300000000E+02    0.2181575590E+00    0.1818918423E+00
    0.7500000000E+02    0.2205579295E+00    0.1839071786E+00
    0.7700000000E+02    0.2228827485E+00    0.1858596481E+00
    0.7900000000E+02    0.2251355184E+00    0.1877521566E+00
    0.8100000000E+02    0.2273195287E+00    0.1895874333E+00
    0.8300000000E+02    0.2294378716E+00    0.1913680440E+00
    0.8500000000E+02    0.2314934568E+00    0.1930964034E+00
    0.8700000000E+02    0.2334890246E+00    0.1947747859E+00
    0.8900000000E+02    0.2354271584E+00    0.1964053357E+00
    0.9100000000E+02    0.2373102954E+00    0.1979900759E+00
    0.9300000000E+02    0.2391407370E+00    0.1995309171E+00
    0.9500000000E+02    0.2409206578E+00    0.2010296649E+00
    0.9700000000E+02    0.2426521148E+00    0.2024880272E+00
    0.9900000000E+02    0.2443370547E+00    0.2039076206E+00
    0.1000000000E+02    0.6103634408E-01    0.5073359584E-01
    0.3000000000E+02    0.1376018588E+00    0.1145076448E+00
    0.5000000000E+02    0.1836634205E+00    0.1529864689E+00
    0.7000000000E+02    0.2144071107E+00    0.1787441326E+00
    0.9000000000E+02    0.2363754546E+00    0.1972033101E+00
    0.1100000000E+03    0.2528505111E+00    0.2110869942E+00
    0.1300000000E+03    0.2656596964E+00    0.2219128165E+00
    0.1500000000E+03    0.2759011679E+00    0.2305936696E+00
    0.1700000000E+03    0.2842745335E+00    0.2377117036E+00
    0.1900000000E+03    0.2912465765E+00    0.2436557119E+00
    0.2100000000E+03    0.2971406434E+00    0.2486952797E+00
    0.2300000000E+03    0.3021877929E+00    0.2530232355E+00
    0.2500000000E+03    0.3065575166E+00    0.2567811652E+00
    0.2700000000E+03    0.3103769569E+00    0.2600753811E+00
    0.2900000000E+03    0.3137433506E+00    0.2629872684E+00
    0.3100000000E+03    0.3167323287E+00    0.2655801902E+00
    0.3300000000E+03    0.3194035993E+00    0.2679042179E+00
    0.3500000000E+03    0.3218049256E+00    0.2699994445E+00
    0.3700000000E+03    0.3239749690E+00    0.2718983547E+00
    0.3900000000E+03    0.3259453572E+00    0.2736275487E+00
    0.4100000000E+03    0.3277422134E+00    0.2752090185E+00
    0.4300000000E+03    0.3293873025E+00    0.2766611047E+00
    0.4500000000E+03    0.3308989034E+00    0.2779992254E+00
    0.4700000000E+03    0.3322924790E+00    0.2792364362E+00
    0.4900000000E+03    0.3335811985E+00    0.2803838663E+00
    0.5100000000E+03    0.3347763465E+00    0.2814510620E+00
    0.5300000000E+03    0.3358876486E+00    0.2824462586E+00
    0.5500000000E+03    0.3369235314E+00    0.2833765980E+00
    0.5700000000E+03    0.3378913316E+00    0.2842483049E+00
    0.5900000000E+03    0.3387974672E+00    0.2850668294E+00
    0.6100000000E+03    0.3396475763E+00    0.2858369641E+00
    0.6300000000E+03    0.3404466322E+00    0.2865629406E+00
    0.6500000000E+03    0.3411990382E+00    0.2872485091E+00
    0.6700000000E+03    0.3419087072E+00    0.2878970054E+00
