# pressure,temperature,f1,f2,molkg1,molkg2
1.000000000000000000e+00,4.000000000000000000e+02,6.999999999999999556e-01,2.000000000000000111e-01,5.142476973000000007e-03,5.009745629999999778e-04
3.000000000000000000e+00,4.000000000000000000e+02,6.999999999999999556e-01,2.000000000000000111e-01,1.517496861999999974e-02,1.478383374000000021e-03
5.000000000000000000e+00,4.000000000000000000e+02,6.999999999999999556e-01,2.000000000000000111e-01,2.488439182000000069e-02,2.424387708999999839e-03
7.000000000000000000e+00,4.000000000000000000e+02,6.999999999999999556e-01,2.000000000000000111e-01,3.428610258999999910e-02,3.340479169000000123e-03
9.000000000000000000e+00,4.000000000000000000e+02,6.999999999999999556e-01,2.000000000000000111e-01,4.339449897000000056e-02,4.228056336999999956e-03
1.100000000000000000e+01,4.000000000000000000e+02,6.999999999999999556e-01,2.000000000000000111e-01,5.222309457000000321e-02,5.088431913000000285e-03
1.300000000000000000e+01,4.000000000000000000e+02,6.999999999999999556e-01,2.000000000000000111e-01,6.078458542000000214e-02,5.922839216000000059e-03
1.500000000000000000e+01,4.000000000000000000e+02,6.999999999999999556e-01,2.000000000000000111e-01,6.909091095000000071e-02,6.732438087999999959e-03
1.700000000000000000e+01,4.000000000000000000e+02,6.999999999999999556e-01,2.000000000000000111e-01,7.715330943999999802e-02,7.518320293000000341e-03
1.900000000000000000e+01,4.000000000000000000e+02,6.999999999999999556e-01,2.000000000000000111e-01,8.498236879999999938e-02,8.281514434999999799e-03
2.100000000000000000e+01,4.000000000000000000e+02,6.999999999999999556e-01,2.000000000000000111e-01,9.258807294000000188e-02,9.022990462000000586e-03
2.300000000000000000e+01,4.000000000000000000e+02,6.999999999999999556e-01,2.000000000000000111e-01,9.997984420000000094e-02,9.743663793000000364e-03
2.500000000000000000e+01,4.000000000000000000e+02,6.999999999999999556e-01,2.000000000000000111e-01,1.071665822999999934e-01,1.044439909000000055e-02
2.700000000000000000e+01,4.000000000000000000e+02,6.999999999999999556e-01,2.000000000000000111e-01,1.141567002000000025e-01,1.112601373999999935e-02
2.900000000000000000e+01,4.000000000000000000e+02,6.999999999999999556e-01,2.000000000000000111e-01,1.209581564999999970e-01,1.178928102999999943e-02
3.100000000000000000e+01,4.000000000000000000e+02,6.999999999999999556e-01,2.000000000000000111e-01,1.275784865000000046e-01,1.243493308000000012e-02
3.300000000000000000e+01,4.000000000000000000e+02,6.999999999999999556e-01,2.000000000000000111e-01,1.340248290999999925e-01,1.306366356999999999e-02
3.500000000000000000e+01,4.000000000000000000e+02,6.999999999999999556e-01,2.000000000000000111e-01,1.403039530000000090e-01,1.367613020999999991e-02
3.700000000000000000e+01,4.000000000000000000e+02,6.999999999999999556e-01,2.000000000000000111e-01,1.464222803999999933e-01,1.427295703000000006e-02
3.900000000000000000e+01,4.000000000000000000e+02,6.999999999999999556e-01,2.000000000000000111e-01,1.523859089000000056e-01,1.485473655000000073e-02
4.100000000000000000e+01,4.000000000000000000e+02,6.999999999999999556e-01,2.000000000000000111e-01,1.582006313000000053e-01,1.542203171000000074e-02
4.300000000000000000e+01,4.000000000000000000e+02,6.999999999999999556e-01,2.000000000000000111e-01,1.638719550999999941e-01,1.597537770999999870e-02
4.500000000000000000e+01,4.000000000000000000e+02,6.999999999999999556e-01,2.000000000000000111e-01,1.694051192999999900e-01,1.651528366999999858e-02
