     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.2350020637E-03    0.2119593685E-05
    0.3000000000E+01    0.7045184617E-03    0.6354300042E-05
    0.5000000000E+01    0.1173385678E-02    0.1058304211E-04
    0.7000000000E+01    0.1641605058E-02    0.1480583233E-04
    0.9000000000E+01    0.2109177943E-02    0.1902268310E-04
    0.1100000000E+02    0.2576105673E-02    0.2323360680E-04
    0.1300000000E+02    0.3042389582E-02    0.2743861576E-04
    0.1500000000E+02    0.3508030999E-02    0.3163772229E-04
    0.1700000000E+02    0.3973031254E-02    0.3583093865E-04
    0.1900000000E+02    0.4437391669E-02    0.4001827708E-04
    0.2100000000E+02    0.4901113564E-02    0.4419974979E-04
    0.2300000000E+02    0.5364198255E-02    0.4837536893E-04
    0.2500000000E+02    0.5826647056E-02    0.5254514664E-04
    0.2700000000E+02    0.6288461274E-02    0.5670909503E-04
    0.2900000000E+02    0.6749642217E-02    0.6086722616E-04
    0.3100000000E+02    0.7210191185E-02    0.6501955206E-04
    0.3300000000E+02    0.7670109477E-02    0.6916608474E-04
    0.3500000000E+02    0.8129398388E-02    0.7330683617E-04
    0.3700000000E+02    0.8588059209E-02    0.7744181827E-04
    0.3900000000E+02    0.9046093227E-02    0.8157104295E-04
    0.4100000000E+02    0.9503501727E-02    0.8569452209E-04
    0.4300000000E+02    0.9960285990E-02    0.8981226751E-04
    0.4500000000E+02    0.1041644729E-01    0.9392429103E-04
    0.4700000000E+02    0.1087198691E-01    0.9803060441E-04
    0.4900000000E+02    0.1132690611E-01    0.1021312194E-03
    0.5100000000E+02    0.1178120616E-01    0.1062261477E-03
    0.5300000000E+02    0.1223488832E-01    0.1103154010E-03
    0.5500000000E+02    0.1268795386E-01    0.1143989909E-03
    0.5700000000E+02    0.1314040403E-01    0.1184769291E-03
    0.5900000000E+02    0.1359224008E-01    0.1225492271E-03
    0.6100000000E+02    0.1404346327E-01    0.1266158965E-03
    0.6300000000E+02    0.1449407483E-01    0.1306769488E-03
    0.6500000000E+02    0.1494407602E-01    0.1347323955E-03
    0.6700000000E+02    0.1539346806E-01    0.1387822481E-03
    0.6900000000E+02    0.1584225221E-01    0.1428265179E-03
    0.7100000000E+02    0.1629042968E-01    0.1468652163E-03
    0.7300000000E+02    0.1673800172E-01    0.1508983548E-03
    0.7500000000E+02    0.1718496954E-01    0.1549259446E-03
    0.7700000000E+02    0.1763133438E-01    0.1589479971E-03
    0.7900000000E+02    0.1807709744E-01    0.1629645235E-03
    0.8100000000E+02    0.1852225994E-01    0.1669755351E-03
    0.8300000000E+02    0.1896682311E-01    0.1709810431E-03
    0.8500000000E+02    0.1941078814E-01    0.1749810586E-03
    0.8700000000E+02    0.1985415625E-01    0.1789755928E-03
    0.8900000000E+02    0.2029692863E-01    0.1829646569E-03
    0.9100000000E+02    0.2073910649E-01    0.1869482619E-03
    0.9300000000E+02    0.2118069103E-01    0.1909264188E-03
    0.9500000000E+02    0.2162168343E-01    0.1948991388E-03
    0.9700000000E+02    0.2206208490E-01    0.1988664328E-03
    0.9900000000E+02    0.2250189661E-01    0.2028283117E-03
    0.1000000000E+02    0.2342722369E-02    0.2112888506E-04
    0.3000000000E+02    0.6979995617E-02    0.6294411402E-04
    0.5000000000E+02    0.1155413345E-01    0.1041793937E-03
    0.7000000000E+02    0.1606641670E-01    0.1448465628E-03
    0.9000000000E+02    0.2051809180E-01    0.1849571411E-03
    0.1100000000E+03    0.2491037190E-01    0.2245223399E-03
    0.1300000000E+03    0.2924443800E-01    0.2635530723E-03
    0.1500000000E+03    0.3352143998E-01    0.3020599631E-03
    0.1700000000E+03    0.3774249764E-01    0.3400533582E-03
    0.1900000000E+03    0.4190870167E-01    0.3775433337E-03
    0.2100000000E+03    0.4602111460E-01    0.4145397046E-03
    0.2300000000E+03    0.5008077168E-01    0.4510520332E-03
    0.2500000000E+03    0.5408868177E-01    0.4870896373E-03
    0.2700000000E+03    0.5804582817E-01    0.5226615976E-03
    0.2900000000E+03    0.6195316941E-01    0.5577767657E-03
    0.3100000000E+03    0.6581164004E-01    0.5924437708E-03
    0.3300000000E+03    0.6962215140E-01    0.6266710268E-03
    0.3500000000E+03    0.7338559229E-01    0.6604667391E-03
    0.3700000000E+03    0.7710282966E-01    0.6938389109E-03
    0.3900000000E+03    0.8077470935E-01    0.7267953494E-03
    0.4100000000E+03    0.8440205662E-01    0.7593436715E-03
    0.4300000000E+03    0.8798567689E-01    0.7914913100E-03
    0.4500000000E+03    0.9152635622E-01    0.8232455190E-03
    0.4700000000E+03    0.9502486198E-01    0.8546133789E-03
    0.4900000000E+03    0.9848194333E-01    0.8856018019E-03
    0.5100000000E+03    0.1018983318E+00    0.9162175370E-03
    0.5300000000E+03    0.1052747419E+00    0.9464671744E-03
    0.5500000000E+03    0.1086118712E+00    0.9763571506E-03
    0.5700000000E+03    0.1119104016E+00    0.1005893752E-02
    0.5900000000E+03    0.1151709989E+00    0.1035083122E-02
    0.6100000000E+03    0.1183943138E+00    0.1063931259E-02
    0.6300000000E+03    0.1215809823E+00    0.1092444029E-02
    0.6500000000E+03    0.1247316260E+00    0.1120627161E-02
    0.6700000000E+03    0.1278468524E+00    0.1148486257E-02
    0.6900000000E+03    0.1309272554E+00    0.1176026793E-02
    0.7100000000E+03    0.1339734159E+00    0.1203254122E-02
    0.7300000000E+03    0.1369859018E+00    0.1230173479E-02
    0.7500000000E+03    0.1399652684E+00    0.1256789982E-02
    0.7700000000E+03    0.1429120592E+00    0.1283108639E-02
    0.7900000000E+03    0.1458268056E+00    0.1309134345E-02
    0.8100000000E+03    0.1487100276E+00    0.1334871893E-02
    0.8300000000E+03    0.1515622338E+00    0.1360325970E-02
    0.8500000000E+03    0.1543839223E+00    0.1385501163E-02
    0.8700000000E+03    0.1571755803E+00    0.1410401959E-02
    0.8900000000E+03    0.1599376848E+00    0.1435032752E-02
    0.9100000000E+03    0.1626707027E+00    0.1459397843E-02
    0.9300000000E+03    0.1653750912E+00    0.1483501441E-02
    0.9500000000E+03    0.1680512978E+00    0.1507347668E-02
    0.9700000000E+03    0.1706997609E+00    0.1530940559E-02
    0.9900000000E+03    0.1733209098E+00    0.1554284068E-02
    0.1000000000E+03    0.2272158167E-01    0.2048072240E-03
    0.3000000000E+03    0.6388845606E-01    0.5751657578E-03
    0.5000000000E+03    0.1001951791E+00    0.9009558399E-03
