     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.5663776957E-03    0.1715542959E-02
    0.3000000000E+01    0.1687795793E-02    0.5112364551E-02
    0.5000000000E+01    0.2794347708E-02    0.8464256019E-02
    0.7000000000E+01    0.3886326783E-02    0.1177210327E-01
    0.9000000000E+01    0.4964018694E-02    0.1503676908E-01
    0.1100000000E+02    0.6027701703E-02    0.1825909383E-01
    0.1300000000E+02    0.7077646891E-02    0.2143989623E-01
    0.1500000000E+02    0.8114118395E-02    0.2457997401E-01
    0.1700000000E+02    0.9137373625E-02    0.2768010461E-01
    0.1900000000E+02    0.1014766347E-01    0.3074104579E-01
    0.2100000000E+02    0.1114523253E-01    0.3376353627E-01
    0.2300000000E+02    0.1213031927E-01    0.3674829632E-01
    0.2500000000E+02    0.1310315625E-01    0.3969602833E-01
    0.2700000000E+02    0.1406397027E-01    0.4260741735E-01
    0.2900000000E+02    0.1501298260E-01    0.4548313164E-01
    0.3100000000E+02    0.1595040907E-01    0.4832382318E-01
    0.3300000000E+02    0.1687646033E-01    0.5113012816E-01
    0.3500000000E+02    0.1779134192E-01    0.5390266743E-01
    0.3700000000E+02    0.1869525447E-01    0.5664204702E-01
    0.3900000000E+02    0.1958839384E-01    0.5934885850E-01
    0.4100000000E+02    0.2047095125E-01    0.6202367948E-01
    0.4300000000E+02    0.2134311343E-01    0.6466707399E-01
    0.4500000000E+02    0.2220506273E-01    0.6727959285E-01
    0.4700000000E+02    0.2305697727E-01    0.6986177410E-01
    0.4900000000E+02    0.2389903106E-01    0.7241414336E-01
    0.5100000000E+02    0.2473139410E-01    0.7493721415E-01
    0.5300000000E+02    0.2555423250E-01    0.7743148829E-01
    0.5500000000E+02    0.2636770862E-01    0.7989745619E-01
    0.5700000000E+02    0.2717198113E-01    0.8233559717E-01
    0.5900000000E+02    0.2796720515E-01    0.8474637981E-01
    0.6100000000E+02    0.2875353232E-01    0.8713026223E-01
    0.6300000000E+02    0.2953111092E-01    0.8948769236E-01
    0.6500000000E+02    0.3030008596E-01    0.9181910825E-01
    0.6700000000E+02    0.3106059925E-01    0.9412493832E-01
    0.6900000000E+02    0.3181278952E-01    0.9640560165E-01
    0.7100000000E+02    0.3255679246E-01    0.9866150820E-01
    0.7300000000E+02    0.3329274086E-01    0.1008930591E+00
    0.7500000000E+02    0.3402076462E-01    0.1031006468E+00
    0.7700000000E+02    0.3474099088E-01    0.1052846554E+00
    0.7900000000E+02    0.3545354408E-01    0.1074454609E+00
    0.8100000000E+02    0.3615854603E-01    0.1095834312E+00
    0.8300000000E+02    0.3685611595E-01    0.1116989265E+00
    0.8500000000E+02    0.3754637059E-01    0.1137922997E+00
    0.8700000000E+02    0.3822942426E-01    0.1158638960E+00
    0.8900000000E+02    0.3890538891E-01    0.1179140537E+00
    0.9100000000E+02    0.3957437416E-01    0.1199431039E+00
    0.9300000000E+02    0.4023648740E-01    0.1219513712E+00
    0.9500000000E+02    0.4089183383E-01    0.1239391734E+00
    0.9700000000E+02    0.4154051651E-01    0.1259068219E+00
    0.9900000000E+02    0.4218263641E-01    0.1278546217E+00
    0.1000000000E+02    0.5497594203E-02    0.1665317242E-01
    0.3000000000E+02    0.1548313078E-01    0.4690781513E-01
    0.5000000000E+02    0.2431641345E-01    0.7367930943E-01
    0.7000000000E+02    0.3218580604E-01    0.9753662425E-01
    0.9000000000E+02    0.3924074719E-01    0.1189311968E+00
    0.1100000000E+03    0.4560131029E-01    0.1382257914E+00
    0.1300000000E+03    0.5136507793E-01    0.1557152528E+00
    0.1500000000E+03    0.5661217168E-01    0.1716416918E+00
    0.1700000000E+03    0.6140898991E-01    0.1862057704E+00
    0.1900000000E+03    0.6581102491E-01    0.1995752083E+00
    0.2100000000E+03    0.6986501345E-01    0.2118912764E+00
    0.2300000000E+03    0.7361059782E-01    0.2232738135E+00
