# pressure,temperature,f1,f2,molkg1,molkg2
1.000000000000000000e+00,4.000000000000000000e+02,8.000000000000000444e-01,1.000000000000000056e-01,5.912391504000000068e-03,2.966245599999999829e-04
3.000000000000000000e+00,4.000000000000000000e+02,8.000000000000000444e-01,1.000000000000000056e-01,1.741832047999999911e-02,8.739120781000000093e-04
5.000000000000000000e+00,4.000000000000000000e+02,8.000000000000000444e-01,1.000000000000000056e-01,2.851787843000000086e-02,1.430856266999999899e-03
7.000000000000000000e+00,4.000000000000000000e+02,8.000000000000000444e-01,1.000000000000000056e-01,3.923221888000000268e-02,1.968515304000000195e-03
9.000000000000000000e+00,4.000000000000000000e+02,8.000000000000000444e-01,1.000000000000000056e-01,4.958105221999999784e-02,2.487875204000000121e-03
1.100000000000000000e+01,4.000000000000000000e+02,8.000000000000000444e-01,1.000000000000000056e-01,5.958276674000000106e-02,2.989855866000000039e-03
1.300000000000000000e+01,4.000000000000000000e+02,8.000000000000000444e-01,1.000000000000000056e-01,6.925453763000000151e-02,3.475316527000000058e-03
1.500000000000000000e+01,4.000000000000000000e+02,8.000000000000000444e-01,1.000000000000000056e-01,7.861242538000000335e-02,3.945060680000000118e-03
1.700000000000000000e+01,4.000000000000000000e+02,8.000000000000000444e-01,1.000000000000000056e-01,8.767146481000000213e-02,4.399840525000000419e-03
1.900000000000000000e+01,4.000000000000000000e+02,8.000000000000000444e-01,1.000000000000000056e-01,9.644574560999999435e-02,4.840360995999999638e-03
2.100000000000000000e+01,4.000000000000000000e+02,8.000000000000000444e-01,1.000000000000000056e-01,1.049484854999999939e-01,5.267283418000000272e-03
2.300000000000000000e+01,4.000000000000000000e+02,8.000000000000000444e-01,1.000000000000000056e-01,1.131920966000000001e-01,5.681228828000000133e-03
2.500000000000000000e+01,4.000000000000000000e+02,8.000000000000000444e-01,1.000000000000000056e-01,1.211882459999999995e-01,6.082780999000000216e-03
2.700000000000000000e+01,4.000000000000000000e+02,8.000000000000000444e-01,1.000000000000000056e-01,1.289479107000000013e-01,6.472489191000000211e-03
2.900000000000000000e+01,4.000000000000000000e+02,8.000000000000000444e-01,1.000000000000000056e-01,1.364814279999999880e-01,6.850870666999999727e-03
