     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.1462872102E-03    0.4133507552E-04
    0.3000000000E+01    0.4386204209E-03    0.1239358053E-03
    0.5000000000E+01    0.7306324616E-03    0.2064441017E-03
    0.7000000000E+01    0.1022323863E-02    0.2888601183E-03
    0.9000000000E+01    0.1313695153E-02    0.3711840083E-03
    0.1100000000E+02    0.1604746862E-02    0.4534159248E-03
    0.1300000000E+02    0.1895479515E-02    0.5355560203E-03
    0.1500000000E+02    0.2185893639E-02    0.6176044470E-03
    0.1700000000E+02    0.2475989758E-02    0.6995613569E-03
    0.1900000000E+02    0.2765768396E-02    0.7814269016E-03
    0.2100000000E+02    0.3055230076E-02    0.8632012323E-03
    0.2300000000E+02    0.3344375317E-02    0.9448845000E-03
    0.2500000000E+02    0.3633204641E-02    0.1026476855E-02
    0.2700000000E+02    0.3921718566E-02    0.1107978448E-02
    0.2900000000E+02    0.4209917611E-02    0.1189389429E-02
    0.3100000000E+02    0.4497802291E-02    0.1270709947E-02
    0.3300000000E+02    0.4785373122E-02    0.1351940152E-02
    0.3500000000E+02    0.5072630619E-02    0.1433080192E-02
    0.3700000000E+02    0.5359575296E-02    0.1514130216E-02
    0.3900000000E+02    0.5646207663E-02    0.1595090373E-02
    0.4100000000E+02    0.5932528233E-02    0.1675960810E-02
    0.4300000000E+02    0.6218537514E-02    0.1756741676E-02
    0.4500000000E+02    0.6504236017E-02    0.1837433116E-02
    0.4700000000E+02    0.6789624248E-02    0.1918035279E-02
    0.4900000000E+02    0.7074702714E-02    0.1998548312E-02
    0.5100000000E+02    0.7359471921E-02    0.2078972359E-02
    0.5300000000E+02    0.7643932373E-02    0.2159307568E-02
    0.5500000000E+02    0.7928084574E-02    0.2239554084E-02
    0.5700000000E+02    0.8211929025E-02    0.2319712053E-02
    0.5900000000E+02    0.8495466228E-02    0.2399781619E-02
    0.6100000000E+02    0.8778696682E-02    0.2479762928E-02
    0.6300000000E+02    0.9061620887E-02    0.2559656124E-02
    0.6500000000E+02    0.9344239341E-02    0.2639461351E-02
    0.6700000000E+02    0.9626552540E-02    0.2719178752E-02
    0.6900000000E+02    0.9908560980E-02    0.2798808472E-02
    0.7100000000E+02    0.1019026516E-01    0.2878350654E-02
    0.7300000000E+02    0.1047166556E-01    0.2957805439E-02
    0.7500000000E+02    0.1075276269E-01    0.3037172972E-02
    0.7700000000E+02    0.1103355703E-01    0.3116453394E-02
    0.7900000000E+02    0.1131404907E-01    0.3195646848E-02
    0.8100000000E+02    0.1159423930E-01    0.3274753474E-02
    0.8300000000E+02    0.1187412822E-01    0.3353773415E-02
    0.8500000000E+02    0.1215371630E-01    0.3432706811E-02
