     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.6890410775E-02    0.3703849153E-04
    0.3000000000E+01    0.2025746007E-01    0.1088962022E-03
    0.5000000000E+01    0.3309987905E-01    0.1779399455E-03
    0.7000000000E+01    0.4544795910E-01    0.2443320747E-03
    0.9000000000E+01    0.5732970367E-01    0.3082226849E-03
    0.1100000000E+02    0.6877104029E-01    0.3697507487E-03
    0.1300000000E+02    0.7979600940E-01    0.4290451281E-03
    0.1500000000E+02    0.9042693303E-01    0.4862254773E-03
    0.1700000000E+02    0.1006845656E+00    0.5414030509E-03
    0.1900000000E+02    0.1105882291E+00    0.5946814287E-03
    0.2100000000E+02    0.1201559347E+00    0.6461571659E-03
    0.2300000000E+02    0.1294044920E+00    0.6959203790E-03
    0.2500000000E+02    0.1383496076E+00    0.7440552738E-03
    0.2700000000E+02    0.1470059740E+00    0.7906406223E-03
    0.2900000000E+02    0.1553873503E+00    0.8357501939E-03
    0.3100000000E+02    0.1635066350E+00    0.8794531466E-03
    0.3300000000E+02    0.1713759325E+00    0.9218143818E-03
    0.3500000000E+02    0.1790066130E+00    0.9628948668E-03
    0.3700000000E+02    0.1864093675E+00    0.1002751929E-02
    0.3900000000E+02    0.1935942578E+00    0.1041439521E-02
    0.4100000000E+02    0.2005707619E+00    0.1079008472E-02
    0.4300000000E+02    0.2073478161E+00    0.1115506701E-02
    0.4500000000E+02    0.2139338527E+00    0.1150979431E-02
    0.4700000000E+02    0.2203368355E+00    0.1185469370E-02
    0.4900000000E+02    0.2265642915E+00    0.1219016888E-02
    0.5100000000E+02    0.2326233407E+00    0.1251660172E-02
    0.5300000000E+02    0.2385207231E+00    0.1283435370E-02
    0.5500000000E+02    0.2442628239E+00    0.1314376731E-02
    0.5700000000E+02    0.2498556963E+00    0.1344516723E-02
    0.5900000000E+02    0.2553050828E+00    0.1373886148E-02
    0.6100000000E+02    0.2606164353E+00    0.1402514252E-02
    0.6300000000E+02    0.2657949327E+00    0.1430428815E-02
    0.6500000000E+02    0.2708454981E+00    0.1457656247E-02
    0.6700000000E+02    0.2757728144E+00    0.1484221670E-02
    0.6900000000E+02    0.2805813385E+00    0.1510148995E-02
    0.7100000000E+02    0.2852753153E+00    0.1535460994E-02
    0.7300000000E+02    0.2898587895E+00    0.1560179369E-02
    0.7500000000E+02    0.2943356178E+00    0.1584324811E-02
    0.7700000000E+02    0.2987094794E+00    0.1607917060E-02
    0.7900000000E+02    0.3029838861E+00    0.1630974961E-02
    0.8100000000E+02    0.3071621921E+00    0.1653516511E-02
