     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.1654698706E-03    0.3285557028E-04
    0.3000000000E+01    0.4961215091E-03    0.9850844273E-04
    0.5000000000E+01    0.8263895686E-03    0.1640837380E-03
    0.7000000000E+01    0.1156274718E-02    0.2295815921E-03
    0.9000000000E+01    0.1485777623E-02    0.2950021407E-03
    0.1100000000E+02    0.1814898951E-02    0.3603455193E-03
    0.1300000000E+02    0.2143639364E-02    0.4256118629E-03
    0.1500000000E+02    0.2471999525E-02    0.4908013064E-03
    0.1700000000E+02    0.2799980095E-02    0.5559139841E-03
    0.1900000000E+02    0.3127581733E-02    0.6209500302E-03
    0.2100000000E+02    0.3454805097E-02    0.6859095786E-03
    0.2300000000E+02    0.3781650843E-02    0.7507927627E-03
    0.2500000000E+02    0.4108119626E-02    0.8155997159E-03
    0.2700000000E+02    0.4434212098E-02    0.8803305709E-03
    0.2900000000E+02    0.4759928912E-02    0.9449854605E-03
    0.3100000000E+02    0.5085270717E-02    0.1009564517E-02
    0.3300000000E+02    0.5410238163E-02    0.1074067872E-02
    0.3500000000E+02    0.5734831896E-02    0.1138495657E-02
    0.3700000000E+02    0.6059052562E-02    0.1202848005E-02
    0.3900000000E+02    0.6382900806E-02    0.1267125045E-02
    0.4100000000E+02    0.6706377269E-02    0.1331326909E-02
    0.4300000000E+02    0.7029482594E-02    0.1395453727E-02
    0.4500000000E+02    0.7352217419E-02    0.1459505629E-02
    0.4700000000E+02    0.7674582384E-02    0.1523482746E-02
    0.4900000000E+02    0.7996578125E-02    0.1587385206E-02
    0.5100000000E+02    0.8318205276E-02    0.1651213139E-02
    0.5300000000E+02    0.8639464474E-02    0.1714966674E-02
    0.5500000000E+02    0.8960356348E-02    0.1778645940E-02
    0.5700000000E+02    0.9280881532E-02    0.1842251065E-02
    0.5900000000E+02    0.9601040653E-02    0.1905782177E-02
    0.6100000000E+02    0.9920834341E-02    0.1969239404E-02
    0.6300000000E+02    0.1024026322E-01    0.2032622873E-02
    0.6500000000E+02    0.1055932792E-01    0.2095932712E-02
    0.6700000000E+02    0.1087802906E-01    0.2159169047E-02
    0.6900000000E+02    0.1119636727E-01    0.2222332006E-02
    0.7100000000E+02    0.1151434316E-01    0.2285421714E-02
    0.7300000000E+02    0.1183195735E-01    0.2348438297E-02
    0.7500000000E+02    0.1214921047E-01    0.2411381882E-02
    0.7700000000E+02    0.1246610312E-01    0.2474252593E-02
    0.7900000000E+02    0.1278263594E-01    0.2537050556E-02
    0.8100000000E+02    0.1309880952E-01    0.2599775896E-02
    0.8300000000E+02    0.1341462448E-01    0.2662428738E-02
    0.8500000000E+02    0.1373008143E-01    0.2725009205E-02
    0.8700000000E+02    0.1404518099E-01    0.2787517422E-02
    0.8900000000E+02    0.1435992376E-01    0.2849953512E-02
    0.9100000000E+02    0.1467431034E-01    0.2912317600E-02
    0.9300000000E+02    0.1498834135E-01    0.2974609807E-02
    0.9500000000E+02    0.1530201739E-01    0.3036830258E-02
    0.9700000000E+02    0.1561533905E-01    0.3098979074E-02
    0.9900000000E+02    0.1592830695E-01    0.3161056379E-02
    0.1000000000E+02    0.1650385943E-02    0.3276834678E-03
    0.3000000000E+02    0.4922646650E-02    0.9772844595E-03
    0.5000000000E+02    0.8157437734E-02    0.1619308480E-02
    0.7000000000E+02    0.1135540046E-01    0.2253886008E-02
    0.9000000000E+02    0.1451716154E-01    0.2881144549E-02
    0.1100000000E+03    0.1764333352E-01    0.3501208721E-02
    0.1300000000E+03    0.2073451523E-01    0.4114200338E-02
    0.1500000000E+03    0.2379129211E-01    0.4720238487E-02
    0.1700000000E+03    0.2681423660E-01    0.5319439599E-02
    0.1900000000E+03    0.2980390852E-01    0.5911917533E-02
    0.2100000000E+03    0.3276085540E-01    0.6497783634E-02
    0.2300000000E+03    0.3568561280E-01    0.7077146814E-02
    0.2500000000E+03    0.3857870467E-01    0.7650113608E-02
    0.2700000000E+03    0.4144064363E-01    0.8216788245E-02
    0.2900000000E+03    0.4427193130E-01    0.8777272708E-02
    0.3100000000E+03    0.4707305856E-01    0.9331666792E-02
    0.3300000000E+03    0.4984450589E-01    0.9880068165E-02
    0.3500000000E+03    0.5258674359E-01    0.1042257243E-01
    0.3700000000E+03    0.5530023208E-01    0.1095927315E-01
    0.3900000000E+03    0.5798542214E-01    0.1149026196E-01
    0.4100000000E+03    0.6064275517E-01    0.1201562855E-01
    0.4300000000E+03    0.6327266345E-01    0.1253546077E-01
    0.4500000000E+03    0.6587557034E-01    0.1304984463E-01
    0.4700000000E+03    0.6845189052E-01    0.1355886439E-01
    0.4900000000E+03    0.7100203023E-01    0.1406260260E-01
    0.5100000000E+03    0.7352638748E-01    0.1456114009E-01
    0.5300000000E+03    0.7602535222E-01    0.1505455608E-01
    0.5500000000E+03    0.7849930660E-01    0.1554292819E-01
    0.5700000000E+03    0.8094862511E-01    0.1602633249E-01
    0.5900000000E+03    0.8337367481E-01    0.1650484352E-01
    0.6100000000E+03    0.8577481550E-01    0.1697853434E-01
    0.6300000000E+03    0.8815239991E-01    0.1744747659E-01
    0.6500000000E+03    0.9050677382E-01    0.1791174047E-01
    0.6700000000E+03    0.9283827633E-01    0.1837139483E-01
    0.6900000000E+03    0.9514723990E-01    0.1882650716E-01
    0.7100000000E+03    0.9743399063E-01    0.1927714367E-01
    0.7300000000E+03    0.9969884833E-01    0.1972336926E-01
    0.7500000000E+03    0.1019421267E+00    0.2016524762E-01
