# pressure,temperature,f1,f2,molkg1,molkg2
1.000000000000000000e+00,6.000000000000000000e+02,9.000000000000000222e-01,0.000000000000000000e+00,9.942516892000000811e-06,2.331512634999999974e-07
3.000000000000000000e+00,6.000000000000000000e+02,9.000000000000000222e-01,0.000000000000000000e+00,2.982660768000000077e-05,6.994421409000000373e-07
5.000000000000000000e+00,6.000000000000000000e+02,9.000000000000000222e-01,0.000000000000000000e+00,4.970944123000000032e-05,1.165717488000000032e-06
7.000000000000000000e+00,6.000000000000000000e+02,9.000000000000000222e-01,0.000000000000000000e+00,6.959101767000000331e-05,1.631977308999999959e-06
9.000000000000000000e+00,6.000000000000000000e+02,9.000000000000000222e-01,0.000000000000000000e+00,8.947133712999999391e-05,2.098221605999999901e-06
1.100000000000000000e+01,6.000000000000000000e+02,9.000000000000000222e-01,0.000000000000000000e+00,1.093503997000000010e-04,2.564450382999999871e-06
1.300000000000000000e+01,6.000000000000000000e+02,9.000000000000000222e-01,0.000000000000000000e+00,1.292282056000000005e-04,3.030663642999999988e-06
1.500000000000000000e+01,6.000000000000000000e+02,9.000000000000000222e-01,0.000000000000000000e+00,1.491047548000000098e-04,3.496861389999999841e-06
1.700000000000000000e+01,6.000000000000000000e+02,9.000000000000000222e-01,0.000000000000000000e+00,1.689800474999999982e-04,3.963043626999999971e-06
1.900000000000000000e+01,6.000000000000000000e+02,9.000000000000000222e-01,0.000000000000000000e+00,1.888540839000000030e-04,4.429210358000000393e-06
2.100000000000000000e+01,6.000000000000000000e+02,9.000000000000000222e-01,0.000000000000000000e+00,2.087268639999999970e-04,4.895361584999999631e-06
2.300000000000000000e+01,6.000000000000000000e+02,9.000000000000000222e-01,0.000000000000000000e+00,2.285983879999999903e-04,5.361497311999999818e-06
2.500000000000000000e+01,6.000000000000000000e+02,9.000000000000000222e-01,0.000000000000000000e+00,2.484686559999999878e-04,5.827617542999999697e-06
2.700000000000000000e+01,6.000000000000000000e+02,9.000000000000000222e-01,0.000000000000000000e+00,2.683376681000000218e-04,6.293722279999999912e-06
2.900000000000000000e+01,6.000000000000000000e+02,9.000000000000000222e-01,0.000000000000000000e+00,2.882054245000000210e-04,6.759811527000000052e-06
3.100000000000000000e+01,6.000000000000000000e+02,9.000000000000000222e-01,0.000000000000000000e+00,3.080719251999999853e-04,7.225885287000000235e-06
3.300000000000000000e+01,6.000000000000000000e+02,9.000000000000000222e-01,0.000000000000000000e+00,3.279371703999999789e-04,7.691943564999999527e-06
3.500000000000000000e+01,6.000000000000000000e+02,9.000000000000000222e-01,0.000000000000000000e+00,3.478011603000000121e-04,8.157986361999999941e-06
