# pressure,temperature,f1,f2,molkg1,molkg2
1.000000000000000000e+00,6.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,5.605918201000000251e-06,1.826353714000000018e-06
3.000000000000000000e+00,6.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.681740900000000058e-05,5.478982783000000305e-06
5.000000000000000000e+00,6.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,2.802843902000000053e-05,9.131507381000000142e-06
7.000000000000000000e+00,6.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,3.923900831000000144e-05,1.278392751999999957e-05
9.000000000000000000e+00,6.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,5.044911689999999940e-05,1.643624321000000096e-05
1.100000000000000000e+01,6.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,6.165876483999999352e-05,2.008845445999999873e-05
1.300000000000000000e+01,6.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,7.286795215000000379e-05,2.374056127999999948e-05
1.500000000000000000e+01,6.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,8.407667887999999883e-05,2.739256367999999965e-05
1.700000000000000000e+01,6.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,9.528494507000000505e-05,3.104446167999999888e-05
1.900000000000000000e+01,6.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.064927507999999939e-04,3.469625526999999736e-05
2.100000000000000000e+01,6.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.177000959999999972e-04,3.834794449000000115e-05
2.300000000000000000e+01,6.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.289069806999999974e-04,4.199952931999999706e-05
2.500000000000000000e+01,6.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.401134050999999910e-04,4.565100979999999793e-05
2.700000000000000000e+01,6.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.513193691999999916e-04,4.930238592000000055e-05
2.900000000000000000e+01,6.000000000000000000e+02,5.000000000000000000e-01,4.000000000000000222e-01,1.625248728999999942e-04,5.295365769000000137e-05
