     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.3357715081E-04    0.9115754184E-04
    0.3000000000E+01    0.1006942897E-03    0.2733698788E-03
    0.5000000000E+01    0.1677619243E-03    0.4554453484E-03
    0.7000000000E+01    0.2347801099E-03    0.6373841043E-03
    0.9000000000E+01    0.3017489017E-03    0.8191862998E-03
    0.1100000000E+02    0.3686683548E-03    0.1000852088E-02
    0.1300000000E+02    0.4355385240E-03    0.1182381623E-02
    0.1500000000E+02    0.5023594645E-03    0.1363775056E-02
    0.1700000000E+02    0.5691312309E-03    0.1545032540E-02
    0.1900000000E+02    0.6358538781E-03    0.1726154227E-02
    0.2100000000E+02    0.7025274607E-03    0.1907140271E-02
    0.2300000000E+02    0.7691520334E-03    0.2087990821E-02
    0.2500000000E+02    0.8357276505E-03    0.2268706030E-02
    0.2700000000E+02    0.9022543666E-03    0.2449286050E-02
    0.2900000000E+02    0.9687322359E-03    0.2629731031E-02
    0.3100000000E+02    0.1035161313E-02    0.2810041125E-02
    0.3300000000E+02    0.1101541652E-02    0.2990216482E-02
    0.3500000000E+02    0.1167873306E-02    0.3170257253E-02
    0.3700000000E+02    0.1234156330E-02    0.3350163587E-02
    0.3900000000E+02    0.1300390779E-02    0.3529935635E-02
    0.4100000000E+02    0.1366576705E-02    0.3709573547E-02
    0.4300000000E+02    0.1432714162E-02    0.3889077473E-02
    0.4500000000E+02    0.1498803204E-02    0.4068447561E-02
    0.4700000000E+02    0.1564843886E-02    0.4247683961E-02
    0.4900000000E+02    0.1630836259E-02    0.4426786822E-02
    0.5100000000E+02    0.1696780379E-02    0.4605756292E-02
    0.5300000000E+02    0.1762676298E-02    0.4784592520E-02
    0.5500000000E+02    0.1828524069E-02    0.4963295655E-02
    0.5700000000E+02    0.1894323746E-02    0.5141865844E-02
    0.5900000000E+02    0.1960075382E-02    0.5320303235E-02
    0.6100000000E+02    0.2025779029E-02    0.5498607975E-02
    0.6300000000E+02    0.2091434742E-02    0.5676780213E-02
    0.6500000000E+02    0.2157042573E-02    0.5854820095E-02
