     Pressure (Pa)     C7-500 (mol/kg)        3mC6-500 (mol/kg)
    0.1000000000E+01    0.6875171566E-05    0.1360050169E-05
    0.3000000000E+01    0.2062502405E-04    0.4080089345E-05
    0.5000000000E+01    0.3437422237E-04    0.6800046977E-05
    0.7000000000E+01    0.4812276661E-04    0.9519923076E-05
    0.9000000000E+01    0.6187065680E-04    0.1223971765E-04
    0.1100000000E+02    0.7561789302E-04    0.1495943072E-04
    0.1300000000E+02    0.8936447531E-04    0.1767906229E-04
    0.1500000000E+02    0.1031104037E-03    0.2039861236E-04
    0.1700000000E+02    0.1168556784E-03    0.2311808096E-04
    0.1900000000E+02    0.1306002992E-03    0.2583746809E-04
    0.2100000000E+02    0.1443442664E-03    0.2855677376E-04
    0.2300000000E+02    0.1580875799E-03    0.3127599798E-04
    0.2500000000E+02    0.1718302399E-03    0.3399514077E-04
    0.2700000000E+02    0.1855722463E-03    0.3671420213E-04
    0.2900000000E+02    0.1993135993E-03    0.3943318207E-04
    0.3100000000E+02    0.2130542989E-03    0.4215208061E-04
    0.3300000000E+02    0.2267943451E-03    0.4487089776E-04
    0.3500000000E+02    0.2405337380E-03    0.4758963352E-04
    0.3700000000E+02    0.2542724777E-03    0.5030828791E-04
    0.3900000000E+02    0.2680105642E-03    0.5302686093E-04
    0.4100000000E+02    0.2817479976E-03    0.5574535261E-04
    0.4300000000E+02    0.2954847780E-03    0.5846376294E-04
    0.4500000000E+02    0.3092209053E-03    0.6118209194E-04
    0.4700000000E+02    0.3229563797E-03    0.6390033962E-04
    0.4900000000E+02    0.3366912012E-03    0.6661850600E-04
    0.5100000000E+02    0.3504253699E-03    0.6933659107E-04
    0.5300000000E+02    0.3641588858E-03    0.7205459486E-04
    0.5500000000E+02    0.3778917489E-03    0.7477251737E-04
    0.5700000000E+02    0.3916239594E-03    0.7749035861E-04
    0.5900000000E+02    0.4053555173E-03    0.8020811860E-04
    0.6100000000E+02    0.4190864227E-03    0.8292579734E-04
    0.6300000000E+02    0.4328166756E-03    0.8564339484E-04
    0.6500000000E+02    0.4465462760E-03    0.8836091112E-04
    0.6700000000E+02    0.4602752241E-03    0.9107834619E-04
    0.6900000000E+02    0.4740035198E-03    0.9379570005E-04
    0.7100000000E+02    0.4877311633E-03    0.9651297272E-04
    0.7300000000E+02    0.5014581546E-03    0.9923016421E-04
    0.7500000000E+02    0.5151844937E-03    0.1019472745E-03
    0.7700000000E+02    0.5289101808E-03    0.1046643037E-03
    0.7900000000E+02    0.5426352158E-03    0.1073812517E-03
    0.8100000000E+02    0.5563595989E-03    0.1100981186E-03
    0.8300000000E+02    0.5700833300E-03    0.1128149043E-03
    0.8500000000E+02    0.5838064093E-03    0.1155316089E-03
    0.8700000000E+02    0.5975288367E-03    0.1182482324E-03
    0.8900000000E+02    0.6112506125E-03    0.1209647748E-03
    0.9100000000E+02    0.6249717365E-03    0.1236812362E-03
    0.9300000000E+02    0.6386922089E-03    0.1263976164E-03
    0.9500000000E+02    0.6524120298E-03    0.1291139156E-03
    0.9700000000E+02    0.6661311991E-03    0.1318301337E-03
    0.9900000000E+02    0.6798497169E-03    0.1345462708E-03
    0.1000000000E+02    0.6874435665E-04    0.1359958438E-04
    0.3000000000E+02    0.2061840308E-03    0.4079264152E-04
    0.5000000000E+02    0.3435583671E-03    0.6797755870E-04
    0.7000000000E+02    0.4808674231E-03    0.9515434654E-04
    0.9000000000E+02    0.6181112559E-03    0.1223230156E-03
    0.1100000000E+03    0.7552899229E-03    0.1494835766E-03
    0.1300000000E+03    0.8924034811E-03    0.1766360399E-03
    0.1500000000E+03    0.1029451988E-02    0.2037804163E-03
    0.1700000000E+03    0.1166435499E-02    0.2309167161E-03
    0.1900000000E+03    0.1303354073E-02    0.2580449500E-03
    0.2100000000E+03    0.1440207767E-02    0.2851651285E-03
    0.2300000000E+03    0.1576996636E-02    0.3122772620E-03
    0.2500000000E+03    0.1713720738E-02    0.3393813611E-03
    0.2700000000E+03    0.1850380129E-02    0.3664774361E-03
    0.2900000000E+03    0.1986974866E-02    0.3935654977E-03
    0.3100000000E+03    0.2123505006E-02    0.4206455561E-03
    0.3300000000E+03    0.2259970605E-02    0.4477176219E-03
    0.3500000000E+03    0.2396371719E-02    0.4747817055E-03
    0.3700000000E+03    0.2532708404E-02    0.5018378172E-03
    0.3900000000E+03    0.2668980718E-02    0.5288859675E-03
    0.4100000000E+03    0.2805188716E-02    0.5559261666E-03
    0.4300000000E+03    0.2941332454E-02    0.5829584250E-03
    0.4500000000E+03    0.3077411989E-02    0.6099827531E-03
    0.4700000000E+03    0.3213427376E-02    0.6369991610E-03
    0.4900000000E+03    0.3349378672E-02    0.6640076592E-03
    0.5100000000E+03    0.3485265931E-02    0.6910082580E-03
    0.5300000000E+03    0.3621089211E-02    0.7180009676E-03
    0.5500000000E+03    0.3756848566E-02    0.7449857983E-03
    0.5700000000E+03    0.3892544053E-02    0.7719627603E-03
    0.5900000000E+03    0.4028175727E-02    0.7989318640E-03
    0.6100000000E+03    0.4163743644E-02    0.8258931195E-03
    0.6300000000E+03    0.4299247858E-02    0.8528465370E-03
    0.6500000000E+03    0.4434688426E-02    0.8797921268E-03
    0.6700000000E+03    0.4570065403E-02    0.9067298990E-03
    0.6900000000E+03    0.4705378844E-02    0.9336598638E-03
    0.7100000000E+03    0.4840628804E-02    0.9605820314E-03
    0.7300000000E+03    0.4975815338E-02    0.9874964119E-03
    0.7500000000E+03    0.5110938502E-02    0.1014403015E-02
    0.7700000000E+03    0.5245998351E-02    0.1041301852E-02
