     Pressure (Pa)     2mC6-400 (mol/kg)     3mC6-400 (mol/kg)     33mC5-400 (mol/kg)     C7-400 (mol/kg)
    0.1000000000E+01    0.1575087057E-02    0.2601396967E-02    0.3848107406E-03    0.1182039834E-01
    0.3000000000E+01    0.4544767914E-02    0.7454719963E-02    0.1110827466E-02    0.3388073134E-01
    0.5000000000E+01    0.7300609541E-02    0.1189264370E-01    0.1785219049E-02    0.5406210383E-01
    0.7000000000E+01    0.9869953451E-02    0.1596698059E-01    0.2414623112E-02    0.7259851647E-01
    0.9000000000E+01    0.1227562644E-01    0.1972124236E-01    0.3004577350E-02    0.8968651015E-01
    0.1100000000E+02    0.1453682835E-01    0.2319223980E-01    0.3559736230E-02    0.1054923822E+00
    0.1300000000E+02    0.1666981948E-01    0.2641132619E-01    0.4084038742E-02    0.1201577957E+00
    0.1500000000E+02    0.1868845832E-01    0.2940537375E-01    0.4580839571E-02    0.1338041846E+00
    0.1700000000E+02    0.2060462610E-01    0.3219754755E-01    0.5053012632E-02    0.1465362455E+00
    0.1900000000E+02    0.2242856498E-01    0.3480792435E-01    0.5503033511E-02    0.1584447305E+00
    0.2100000000E+02    0.2416914951E-01    0.3725399141E-01    0.5933045623E-02    0.1696086976E+00
    0.2300000000E+02    0.2583410633E-01    0.3955105166E-01    0.6344913710E-02    0.1800973400E+00
    0.2500000000E+02    0.2743019299E-01    0.4171255496E-01    0.6740267408E-02    0.1899714805E+00
    0.2700000000E+02    0.2896334471E-01    0.4375037091E-01    0.7120536947E-02    0.1992848038E+00
    0.2900000000E+02    0.3043879533E-01    0.4567501474E-01    0.7486982596E-02    0.2080848754E+00
    0.3100000000E+02    0.3186117778E-01    0.4749583555E-01    0.7840719076E-02    0.2164139922E+00
    0.3300000000E+02    0.3323460775E-01    0.4922117395E-01    0.8182735922E-02    0.2243098937E+00
    0.3500000000E+02    0.3456275399E-01    0.5085849478E-01    0.8513914546E-02    0.2318063617E+00
    0.3700000000E+02    0.3584889740E-01    0.5241449940E-01    0.8835042607E-02    0.2389337273E+00
    0.3900000000E+02    0.3709598118E-01    0.5389522113E-01    0.9146826162E-02    0.2457193016E+00
    0.4100000000E+02    0.3830665333E-01    0.5530610664E-01    0.9449900000E-02    0.2521877440E+00
    0.4300000000E+02    0.3948330298E-01    0.5665208582E-01    0.9744836445E-02    0.2583613771E+00
    0.4500000000E+02    0.4062809156E-01    0.5793763179E-01    0.1003215291E-01    0.2642604583E+00
    0.4700000000E+02    0.4174297949E-01    0.5916681276E-01    0.1031231837E-01    0.2699034139E+00
    0.4900000000E+02    0.4282974936E-01    0.6034333700E-01    0.1058575896E-01    0.2753070423E+00
    0.1000000000E+02    0.1342320804E-01    0.2149007420E-01    0.3286244945E-02    0.9774033677E-01
    0.3000000000E+02    0.3115635161E-01    0.4659785976E-01    0.7665374916E-02    0.2123058451E+00
    0.5000000000E+02    0.4336310342E-01    0.6091292297E-01    0.1072008009E-01    0.2779239570E+00
    0.7000000000E+02    0.5288122506E-01    0.7022468037E-01    0.1313152549E-01    0.3207997745E+00
    0.9000000000E+02    0.6079332366E-01    0.7679738580E-01    0.1515777703E-01    0.3511976219E+00
    0.1100000000E+03    0.6761308060E-01    0.8170213431E-01    0.1692069504E-01    0.3739801608E+00
    0.1300000000E+03    0.7362413933E-01    0.8551282268E-01    0.1848741855E-01    0.3917566326E+00
    0.1500000000E+03    0.7900163132E-01    0.8856539217E-01    0.1989941293E-01    0.4060566264E+00
    0.1700000000E+03    0.8386316790E-01    0.9106996719E-01    0.2118458852E-01    0.4178382551E+00
    0.1900000000E+03    0.8829291861E-01    0.9316493333E-01    0.2236299313E-01    0.4277334324E+00
    0.2100000000E+03    0.9235409922E-01    0.9494527444E-01    0.2344975127E-01    0.4361765101E+00
    0.2300000000E+03    0.9609596908E-01    0.9647842984E-01    0.2445670541E-01    0.4434763245E+00
    0.2500000000E+03    0.9955801528E-01    0.9781365431E-01    0.2539339512E-01    0.4498587592E+00
    0.2700000000E+03    0.1027725973E+00    0.9898779327E-01    0.2626767532E-01    0.4554930290E+00
    0.2900000000E+03    0.1057666996E+00    0.1000289814E+00    0.2708612602E-01    0.4605085280E+00
    0.3100000000E+03    0.1085631418E+00    0.1009590887E+00    0.2785433543E-01    0.4650059800E+00
    0.3300000000E+03    0.1111814425E+00    0.1017953827E+00    0.2857710270E-01    0.4690650247E+00
    0.3500000000E+03    0.1136384565E+00    0.1025516867E+00    0.2925858747E-01    0.4727495054E+00
    0.3700000000E+03    0.1159488545E+00    0.1032392032E+00    0.2990242315E-01    0.4761112337E+00
    0.3900000000E+03    0.1181254941E+00    0.1038671111E+00    0.3051180459E-01    0.4791927212E+00
    0.4100000000E+03    0.1201797109E+00    0.1044430062E+00    0.3108955716E-01    0.4820291951E+00
    0.4300000000E+03    0.1221215506E+00    0.1049732306E+00    0.3163819212E-01    0.4846501092E+00
    0.4500000000E+03    0.1239599577E+00    0.1054631230E+00    0.3215995156E-01    0.4870802914E+00
    0.4700000000E+03    0.1257029286E+00    0.1059172109E+00    0.3265684528E-01    0.4893408260E+00
    0.4900000000E+03    0.1273576397E+00    0.1063393604E+00    0.3313068146E-01    0.4914497408E+00
    0.1000000000E+03    0.6431857060E-01    0.7941484536E-01    0.1606713962E-01    0.3633435277E+00
    0.3000000000E+03    0.1071883393E+00    0.1005067486E+00    0.2747619441E-01    0.4628166091E+00
    0.5000000000E+03    0.1281539425E+00    0.1065395149E+00    0.3335946928E-01    0.4924522742E+00
    0.7000000000E+03    0.1407206108E+00    0.1094705466E+00    0.3704799328E-01    0.5073736030E+00
    0.9000000000E+03    0.1490497303E+00    0.1112184299E+00    0.3960072144E-01    0.5165717841E+00
    0.1100000000E+04    0.1549406000E+00    0.1123837222E+00    0.4148473349E-01    0.5229008087E+00
    0.1300000000E+04    0.1593031315E+00    0.1132174318E+00    0.4294023028E-01    0.5275689168E+00
    0.1500000000E+04    0.1626469549E+00    0.1138437537E+00    0.4410385306E-01    0.5311811964E+00
    0.1700000000E+04    0.1652793950E+00    0.1143314312E+00    0.4505924211E-01    0.5340764645E+00
    0.1900000000E+04    0.1673965397E+00    0.1147217023E+00    0.4586055013E-01    0.5364602501E+00
    0.2100000000E+04    0.1691292232E+00    0.1150408539E+00    0.4654443402E-01    0.5384649891E+00
    0.2300000000E+04    0.1705679730E+00    0.1153064580E+00    0.4713662328E-01    0.5401801486E+00
    0.2500000000E+04    0.1717773475E+00    0.1155307191E+00    0.4765572945E-01    0.5416685113E+00
    0.2700000000E+04    0.1728045735E+00    0.1157223855E+00    0.4811556207E-01    0.5429755349E+00
    0.2900000000E+04    0.1736849614E+00    0.1158878952E+00    0.4852659317E-01    0.5441350072E+00
    0.3100000000E+04    0.1744454146E+00    0.1160320939E+00    0.4889691507E-01    0.5451726079E+00
    0.3300000000E+04    0.1751067730E+00    0.1161586999E+00    0.4923288516E-01    0.5461082319E+00
    0.3500000000E+04    0.1756854156E+00    0.1162706148E+00    0.4953957104E-01    0.5469575521E+00
    0.3700000000E+04    0.1761943839E+00    0.1163701363E+00    0.4982106476E-01    0.5477330970E+00
    0.3900000000E+04    0.1766441822E+00    0.1164591082E+00    0.5008070908E-01    0.5484450128E+00
    0.4100000000E+04    0.1770433601E+00    0.1165390271E+00    0.5032126326E-01    0.5491016115E+00
    0.4300000000E+04    0.1773989420E+00    0.1166111208E+00    0.5054502645E-01    0.5497097735E+00
    0.4500000000E+04    0.1777167491E+00    0.1166764059E+00    0.5075393091E-01    0.5502752476E+00
    0.4700000000E+04    0.1780016429E+00    0.1167357315E+00    0.5094961329E-01    0.5508028782E+00
    0.4900000000E+04    0.1782577130E+00    0.1167898122E+00    0.5113346982E-01    0.5512967790E+00
    0.1000000000E+04    0.1522301456E+00    0.1118538561E+00    0.4060797526E-01    0.5199987793E+00
    0.3000000000E+04    0.1740787569E+00    0.1159624038E+00    0.4871641076E-01    0.5446676837E+00
    0.5000000000E+04    0.1783760426E+00    0.1168150787E+00    0.5122134481E-01    0.5515322002E+00
    0.7000000000E+04    0.1798435462E+00    0.1171529186E+00    0.5257626672E-01    0.5551062604E+00
    0.9000000000E+04    0.1804143688E+00    0.1173171173E+00    0.5347548866E-01    0.5574147121E+00
    0.1100000000E+05    0.1806136251E+00    0.1174036993E+00    0.5413892203E-01    0.5590822002E+00
    0.1300000000E+05    0.1806351904E+00    0.1174498692E+00    0.5466078414E-01    0.5603721790E+00
    0.1500000000E+05    0.1805644032E+00    0.1174728918E+00    0.5508915075E-01    0.5614173113E+00
    0.1700000000E+05    0.1804433674E+00    0.1174817768E+00    0.5545154961E-01    0.5622926097E+00
    0.1900000000E+05    0.1802945648E+00    0.1174816315E+00    0.5576508944E-01    0.5630441248E+00
