     Pressure (Pa)     22mC5-400 (mol/kg)     2mC6-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.5252780542E-02    0.6337516425E-02    0.1844672552E-03
    0.3000000000E+01    0.1533066890E-01    0.1848413358E-01    0.5383934556E-03
    0.5000000000E+01    0.2488383705E-01    0.2997726773E-01    0.8739054279E-03
    0.7000000000E+01    0.3396081394E-01    0.4087177556E-01    0.1192705970E-02
    0.9000000000E+01    0.4260414337E-01    0.5121616497E-01    0.1496287890E-02
    0.1100000000E+02    0.5085128150E-01    0.6105352227E-01    0.1785965494E-02
    0.1300000000E+02    0.5873533781E-01    0.7042227846E-01    0.2062900581E-02
    0.1500000000E+02    0.6628569038E-01    0.7935684641E-01    0.2328124030E-02
    0.1700000000E+02    0.7352849955E-01    0.8788815396E-01    0.2582553819E-02
    0.1900000000E+02    0.8048713914E-01    0.9604409235E-01    0.2827010153E-02
    0.2100000000E+02    0.8718256006E-01    0.1038498956E+00    0.3062228227E-02
    0.2300000000E+02    0.9363359851E-01    0.1113284627E+00    0.3288869031E-02
    0.2500000000E+02    0.9985723820E-01    0.1185006335E+00    0.3507528557E-02
    0.2700000000E+02    0.1058688346E+00    0.1253854242E+00    0.3718745662E-02
    0.2900000000E+02    0.1116823071E+00    0.1320002315E+00    0.3923008817E-02
    0.3100000000E+02    0.1173103050E+00    0.1383610088E+00    0.4120761920E-02
    0.3300000000E+02    0.1227643504E+00    0.1444824187E+00    0.4312409321E-02
    0.3500000000E+02    0.1280549629E+00    0.1503779665E+00    0.4498320185E-02
    0.3700000000E+02    0.1331917670E+00    0.1560601173E+00    0.4678832280E-02
    0.3900000000E+02    0.1381835874E+00    0.1615403979E+00    0.4854255294E-02
    0.4100000000E+02    0.1430385309E+00    0.1668294872E+00    0.5024873734E-02
    0.4300000000E+02    0.1477640595E+00    0.1719372958E+00    0.5190949474E-02
    0.4500000000E+02    0.1523670540E+00    0.1768730366E+00    0.5352723998E-02
    0.4700000000E+02    0.1568538708E+00    0.1816452877E+00    0.5510420380E-02
    0.4900000000E+02    0.1612303914E+00    0.1862620477E+00    0.5664245039E-02
    0.1000000000E+02    0.4677507289E-01    0.5619571962E-01    0.1642788817E-02
    0.3000000000E+02    0.1145187453E+00    0.1352114289E+00    0.4022672980E-02
    0.5000000000E+02    0.1633790098E+00    0.1885144722E+00    0.5739765810E-02
    0.7000000000E+02    0.2016940204E+00    0.2269758423E+00    0.7086686247E-02
    0.9000000000E+02    0.2332998032E+00    0.2560011751E+00    0.8198065359E-02
    0.1100000000E+03    0.2602381145E+00    0.2786329554E+00    0.9145565368E-02
    0.1300000000E+03    0.2837148683E+00    0.2967306001E+00    0.9971513534E-02
    0.1500000000E+03    0.3045006585E+00    0.3114995777E+00    0.1070295840E-01
    0.1700000000E+03    0.3231193321E+00    0.3237570559E+00    0.1135828804E-01
    0.1900000000E+03    0.3399451727E+00    0.3340767612E+00    0.1195064101E-01
    0.2100000000E+03    0.3552566863E+00    0.3428731207E+00    0.1248979412E-01
    0.2300000000E+03    0.3692681485E+00    0.3504526428E+00    0.1298326973E-01
    0.2500000000E+03    0.3821490296E+00    0.3570465918E+00    0.1343701756E-01
    0.2700000000E+03    0.3940364612E+00    0.3628324819E+00    0.1385585227E-01
    0.2900000000E+03    0.4050435336E+00    0.3679486243E+00    0.1424374464E-01
    0.3100000000E+03    0.4152649947E+00    0.3725042165E+00    0.1460402170E-01
    0.3300000000E+03    0.4247812805E+00    0.3765864906E+00    0.1493950807E-01
    0.3500000000E+03    0.4336614374E+00    0.3802658720E+00    0.1525262861E-01
    0.3700000000E+03    0.4419652917E+00    0.3835997645E+00    0.1554548452E-01
    0.3900000000E+03    0.4497450940E+00    0.3866353684E+00    0.1581991110E-01
    0.4100000000E+03    0.4570467897E+00    0.3894118065E+00    0.1607752227E-01
    0.4300000000E+03    0.4639110169E+00    0.3919617475E+00    0.1631974566E-01
    0.4500000000E+03    0.4703739031E+00    0.3943126579E+00    0.1654785054E-01
    0.4700000000E+03    0.4764677089E+00    0.3964877788E+00    0.1676297041E-01
    0.4900000000E+03    0.4822213562E+00    0.3985068933E+00    0.1696612153E-01
    0.1000000000E+03    0.2472636261E+00    0.2679803429E+00    0.8689184597E-02
    0.3000000000E+03    0.4102471415E+00    0.3702905907E+00    0.1442714813E-01
    0.5000000000E+03    0.4849788545E+00    0.3994633374E+00    0.1706349817E-01
    0.7000000000E+03    0.5273901007E+00    0.4134569930E+00    0.1856261039E-01
    0.9000000000E+03    0.5541509981E+00    0.4218969673E+00    0.1951046169E-01
    0.1100000000E+04    0.5723133118E+00    0.4276462940E+00    0.2015512620E-01
    0.1300000000E+04    0.5853250144E+00    0.4318596927E+00    0.2061798989E-01
    0.1500000000E+04    0.5950434364E+00    0.4351002412E+00    0.2096448724E-01
    0.1700000000E+04    0.6025453921E+00    0.4376795903E+00    0.2123258197E-01
    0.1900000000E+04    0.6084927381E+00    0.4397862390E+00    0.2144562493E-01
    0.2100000000E+04    0.6133121171E+00    0.4415418436E+00    0.2161867935E-01
    0.2300000000E+04    0.6172896328E+00    0.4430288874E+00    0.2176185393E-01
    0.2500000000E+04    0.6206236348E+00    0.4443054987E+00    0.2188216200E-01
    0.2700000000E+04    0.6234555909E+00    0.4454139396E+00    0.2198460939E-01
    0.2900000000E+04    0.6258888956E+00    0.4463857361E+00    0.2207285749E-01
    0.3100000000E+04    0.6280007409E+00    0.4472449198E+00    0.2214964192E-01
    0.3300000000E+04    0.6298498419E+00    0.4480101501E+00    0.2221704509E-01
    0.3500000000E+04    0.6314816013E+00    0.4486961483E+00    0.2227667857E-01
    0.3700000000E+04    0.6329316468E+00    0.4493146920E+00    0.2232980792E-01
    0.3900000000E+04    0.6342283051E+00    0.4498753206E+00    0.2237744019E-01
    0.4100000000E+04    0.6353943655E+00    0.4503858461E+00    0.2242038621E-01
    0.4300000000E+04    0.6364483596E+00    0.4508527291E+00    0.2245930586E-01
    0.4500000000E+04    0.6374055038E+00    0.4512813603E+00    0.2249474143E-01
    0.4700000000E+04    0.6382784036E+00    0.4516762742E+00    0.2252714249E-01
    0.4900000000E+04    0.6390775865E+00    0.4520413129E+00    0.2255688486E-01
    0.1000000000E+04    0.5640395879E+00    0.4250152106E+00    0.1986128075E-01
    0.3000000000E+04    0.6269809682E+00    0.4468281319E+00    0.2211253968E-01
    0.5000000000E+04    0.6394523582E+00    0.4522136727E+00    0.2257085992E-01
    0.7000000000E+04    0.6446355023E+00    0.4546820818E+00    0.2276652013E-01
    0.9000000000E+04    0.6474552461E+00    0.4561006572E+00    0.2287581868E-01
    0.1100000000E+05    0.6492230325E+00    0.4570221921E+00    0.2294614767E-01
    0.1300000000E+05    0.6504332151E+00    0.4576691331E+00    0.2299553812E-01
