     Pressure (Pa)     22mC5-400 (mol/kg)     2mC6-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.1055914985E-02    0.6358688569E-02    0.9270368101E-03
    0.3000000000E+01    0.3111873488E-02    0.1866356619E-01    0.2732087955E-02
    0.5000000000E+01    0.5097468039E-02    0.3044746151E-01    0.4475400254E-02
    0.7000000000E+01    0.7017266383E-02    0.4174263562E-01    0.6160981059E-02
    0.9000000000E+01    0.8875435224E-02    0.5257869974E-01    0.7792485909E-02
    0.1100000000E+02    0.1067578375E-01    0.6298288611E-01    0.9373256710E-02
    0.1300000000E+02    0.1242180158E-01    0.7298028574E-01    0.1090635503E-01
    0.1500000000E+02    0.1411669196E-01    0.8259405790E-01    0.1239459121E-01
    0.1700000000E+02    0.1576340091E-01    0.9184561517E-01    0.1384054994E-01
    0.1900000000E+02    0.1736464281E-01    0.1007547873E+00    0.1524661269E-01
    0.2100000000E+02    0.1892292305E-01    0.1093399667E+00    0.1661497758E-01
    0.2300000000E+02    0.2044055797E-01    0.1176182381E+00    0.1794767691E-01
    0.2500000000E+02    0.2191969265E-01    0.1256054941E+00    0.1924659269E-01
    0.2700000000E+02    0.2336231663E-01    0.1333165389E+00    0.2051347052E-01
    0.2900000000E+02    0.2477027797E-01    0.1407651804E+00    0.2174993183E-01
    0.3100000000E+02    0.2614529575E-01    0.1479643141E+00    0.2295748497E-01
    0.3300000000E+02    0.2748897137E-01    0.1549259980E+00    0.2413753496E-01
    0.3500000000E+02    0.2880279853E-01    0.1616615197E+00    0.2529139240E-01
    0.3700000000E+02    0.3008817231E-01    0.1681814583E+00    0.2642028132E-01
    0.3900000000E+02    0.3134639730E-01    0.1744957392E+00    0.2752534639E-01
    0.4100000000E+02    0.3257869494E-01    0.1806136845E+00    0.2860765932E-01
    0.4300000000E+02    0.3378621013E-01    0.1865440583E+00    0.2966822469E-01
    0.4500000000E+02    0.3497001729E-01    0.1922951086E+00    0.3070798519E-01
    0.4700000000E+02    0.3613112574E-01    0.1978746049E+00    0.3172782645E-01
    0.4900000000E+02    0.3727048466E-01    0.2032898723E+00    0.3272858132E-01
    0.1000000000E+02    0.9782611845E-02    0.5783316186E-01    0.8589015507E-02
    0.3000000000E+02    0.2546180208E-01    0.1443951633E+00    0.2235723180E-01
    0.5000000000E+02    0.3783228934E-01    0.2059380958E+00    0.3322204817E-01
    0.7000000000E+02    0.4811803002E-01    0.2517689730E+00    0.4225737896E-01
    0.9000000000E+02    0.5698449724E-01    0.2870795018E+00    0.5004715114E-01
    0.1100000000E+03    0.6482771035E-01    0.3150019238E+00    0.5693887288E-01
    0.1300000000E+03    0.7189981717E-01    0.3375404675E+00    0.6315381363E-01
    0.1500000000E+03    0.7837002543E-01    0.3560379137E+00    0.6884046483E-01
    0.1700000000E+03    0.8435676462E-01    0.3714278221E+00    0.7410275959E-01
    0.1900000000E+03    0.8994583156E-01    0.3843793535E+00    0.7901599462E-01
