     Pressure (Pa)     22mC5-400 (mol/kg)     2mC6-400 (mol/kg)     23mC5-400 (mol/kg)
    0.1000000000E+01    0.3167631785E-02    0.3187454663E-02    0.9270049833E-03
    0.3000000000E+01    0.9334157748E-02    0.9402653029E-02    0.2731671305E-02
    0.5000000000E+01    0.1528722397E-01    0.1541497141E-01    0.4473915407E-02
    0.7000000000E+01    0.2103966198E-01    0.2123564208E-01    0.6157488994E-02
    0.9000000000E+01    0.2660326722E-01    0.2687501543E-01    0.7785840878E-02
    0.1100000000E+02    0.3198890151E-01    0.3234264763E-01    0.9362146916E-02
    0.1300000000E+02    0.3720658359E-01    0.3764737798E-01    0.1088933648E-01
    0.1500000000E+02    0.4226556933E-01    0.4279739736E-01    0.1237011592E-01
    0.1700000000E+02    0.4717442311E-01    0.4780030878E-01    0.1380698941E-01
    0.1900000000E+02    0.5194108120E-01    0.5266318134E-01    0.1520227750E-01
    0.2100000000E+02    0.5657290848E-01    0.5739259817E-01    0.1655813367E-01
    0.2300000000E+02    0.6107674904E-01    0.6199469929E-01    0.1787655914E-01
    0.2500000000E+02    0.6545897153E-01    0.6647521990E-01    0.1915941614E-01
    0.2700000000E+02    0.6972550991E-01    0.7083952473E-01    0.2040843978E-01
    0.2900000000E+02    0.7388190006E-01    0.7509263887E-01    0.2162524880E-01
    0.3100000000E+02    0.7793331274E-01    0.7923927556E-01    0.2281135518E-01
    0.3300000000E+02    0.8188458338E-01    0.8328386119E-01    0.2396817287E-01
    0.3500000000E+02    0.8574023899E-01    0.8723055789E-01    0.2509702562E-01
    0.3700000000E+02    0.8950452252E-01    0.9108328402E-01    0.2619915414E-01
    0.3900000000E+02    0.9318141495E-01    0.9484573268E-01    0.2727572255E-01
    0.4100000000E+02    0.9677465536E-01    0.9852138855E-01    0.2832782422E-01
    0.4300000000E+02    0.1002877592E+00    0.1021135432E+00    0.2935648713E-01
    0.4500000000E+02    0.1037240348E+00    0.1056253090E+00    0.3036267876E-01
    0.4700000000E+02    0.1070865989E+00    0.1090596318E+00    0.3134731047E-01
    0.4900000000E+02    0.1103783899E+00    0.1124193029E+00    0.3231124156E-01
    0.1000000000E+02    0.2931768579E-01    0.2962973076E-01    0.8580311053E-02
    0.3000000000E+02    0.7592041884E-01    0.7717898380E-01    0.2222204924E-01
    0.5000000000E+02    0.1119986182E+00    0.1140719765E+00    0.3278569961E-01
    0.7000000000E+02    0.1412848684E+00    0.1437825003E+00    0.4136273863E-01
    0.9000000000E+02    0.1658639207E+00    0.1683475101E+00    0.4856282272E-01
    0.1100000000E+03    0.1869986006E+00    0.1890634149E+00    0.5475526594E-01
    0.1300000000E+03    0.2055038829E+00    0.2068061966E+00    0.6017841839E-01
    0.1500000000E+03    0.2219332591E+00    0.2221950297E+00    0.6499416210E-01
    0.1700000000E+03    0.2366787911E+00    0.2356830959E+00    0.6931716930E-01
    0.1900000000E+03    0.2500281693E+00    0.2476113923E+00    0.7323158788E-01
    0.2100000000E+03    0.2621989146E+00    0.2582423361E+00    0.7680104388E-01
