pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000008929,0.0000011085,0.0000001548,0.0000001922,
0.05,0.0000019643,0.0000012142,0.0000003405,0.0000002105,
0.1,0.0000087500,0.0000043920,0.0000015170,0.0000007614,
0.5,0.0000326786,0.0000031934,0.0000056654,0.0000005536,
1,0.0000694643,0.0000052812,0.0000120428,0.0000009156,
5,0.0003685714,0.0000277821,0.0000638983,0.0000048165,
10,0.0007017857,0.0000250446,0.0001216668,0.0000043419,
50,0.0036010714,0.0001575042,0.0006243088,0.0000273061,
1e2,0.0072896429,0.0000561581,0.0012637872,0.0000097360,
5e2,0.0365496429,0.0007510041,0.0063365204,0.0001301997,
1e3,0.0735680357,0.0020409762,0.0127543068,0.0003538390,
5e3,0.3449164286,0.0049523582,0.0597973007,0.0008585780,
1e4,0.6637616071,0.0110190146,0.1150746938,0.0019103391,
5e4,2.1133282143,0.0376839438,0.3663824398,0.0065331713,
1e5,2.8089639286,0.0356734943,0.4869830680,0.0061846247,
5e5,3.6947200000,0.0179616862,0.6405443882,0.0031139727,
1e6,3.8329032143,0.0039625847,0.6645008673,0.0006869834,
5e6,3.9421201786,0.0042766502,0.6834355399,0.0007414322,
1e7,3.9574408929,0.0041238368,0.6860916539,0.0007149393,
5e7,3.9906135714,0.0016309215,0.6918427184,0.0002827488,
1e8,3.9978821429,0.0011577723,0.6931028525,0.0002007201,
