pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0000216071,0.0000052812,0.0000037460,0.0000009156,
0.05,0.0001191071,0.0000156876,0.0000206493,0.0000027197,
0.1,0.0002296429,0.0000138312,0.0000398126,0.0000023979,
0.5,0.0011762500,0.0000468286,0.0002039235,0.0000081186,
1,0.0024319643,0.0000792034,0.0004216236,0.0000137313,
5,0.0125933929,0.0004653980,0.0021832851,0.0000806849,
10,0.0257325000,0.0004630490,0.0044611793,0.0000802777,
50,0.1272383929,0.0031640505,0.0220590027,0.0005485435,
1e2,0.2515546429,0.0046627002,0.0436114008,0.0008083607,
5e2,1.1000066071,0.0275198983,0.1907054010,0.0047710561,
1e3,1.8057741071,0.0105912127,0.3130625516,0.0018361721,
5e3,3.2924283929,0.0161483266,0.5708000960,0.0027995951,
1e4,3.6345216071,0.0119906741,0.6301079430,0.0020787932,
5e4,3.9218635714,0.0065094437,0.6799237024,0.0011285260,
1e5,3.9608578571,0.0065855751,0.6866840445,0.0011417247,
5e5,3.9919178571,0.0026825398,0.6920688392,0.0004650652,
1e6,3.9948771429,0.0012108877,0.6925818832,0.0002099286,
5e6,3.9955398214,0.0012073509,0.6926967701,0.0002093154,
1e7,3.9967026786,0.0007746101,0.6928983717,0.0001342922,
5e7,3.9991614286,0.0003854728,0.6933246391,0.0000668285,
1e8,3.9998901786,0.0001397989,0.6934509807,0.0000242366,
