pressure,muc,muc_err,molkg,molkg_err,_
0.01,0.0066828571,0.0002866491,0.0011585903,0.0000496956,
0.05,0.0348353571,0.0008423091,0.0060393190,0.0001460290,
0.1,0.0699039286,0.0013135801,0.0121190697,0.0002277321,
0.5,0.3427148214,0.0141262581,0.0594156135,0.0024490341,
1,0.6546712500,0.0145138048,0.1134987212,0.0025162221,
5,2.2344392857,0.0441015636,0.3873791641,0.0076457781,
10,2.9236767857,0.0387241255,0.5068705499,0.0067135050,
50,3.7621664286,0.0104185202,0.6522374072,0.0018062328,
1e2,3.8831785714,0.0063212245,0.6732169805,0.0010958949,
5e2,3.9768760714,0.0019590636,0.6894610823,0.0003396380,
1e3,3.9862421429,0.0027944665,0.6910848548,0.0004844697,
5e3,3.9971550000,0.0011231620,0.6929767896,0.0001947198,
1e4,3.9990608929,0.0003395077,0.6933072095,0.0000588596,
5e4,3.9998451786,0.0001380869,0.6934431791,0.0000239398,
1e5,3.9998978571,0.0001759150,0.6934523119,0.0000304979,
5e5,3.9999146429,0.0000989400,0.6934552220,0.0000171530,
1e6,3.9999464286,0.0000539680,0.6934607326,0.0000093563,
5e6,3.9999189286,0.0000888401,0.6934559650,0.0000154020,
1e7,3.9999480357,0.0000884832,0.6934610112,0.0000153401,
5e7,4.0000000000,0.0000000000,0.6934700201,0.0000000000,
1e8,4.0000000000,0.0000000000,0.6934700201,0.0000000000,
